Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,VR_Win Rate [%],VR_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,MAX52w_Win Rate [%],MAX52w_SQN,MAX30d_Win Rate [%],MAX30d_SQN,RSI_Win Rate [%],RSI_SQN
ケーズホールディングス,8282,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＰＡＬＴＡＣ,8283,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
あおぞら銀行,8304,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
千葉銀行,8331,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
群馬銀行,8334,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ふくおかフィナンシャルグループ,8354,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
八十二銀行,8359,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ほくほくフィナンシャルグループ,8377,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
セブン銀行,8410,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
山口フィナンシャルグループ,8418,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
芙蓉総合リース,8424,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東京センチュリー,8439,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＳＢＩホールディングス,8473,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
イオンフィナンシャルサービス,8570,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
アコム,8572,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
三菱ＨＣキャピタル,8593,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ジャフコ　グループ,8595,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
大和証券グループ本社,8601,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
Ｔ＆Ｄホールディングス,8795,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東京建物,8804,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
リログループ,8876,2024-08-16,0,0,0,1,0,0,,,,,,,33.33333333,-0.2781480165,,
イオンモール,8905,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東武鉄道,9001,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
相鉄ホールディングス,9003,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東急,9005,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
京浜急行電鉄,9006,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
小田急電鉄,9007,2024-08-16,0,0,0,1,0,0,,,,,,,52.94117647,1.065067206,,
京王電鉄,9008,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
京成電鉄,9009,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
西武ホールディングス,9024,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
西日本鉄道,9031,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
近鉄グループホールディングス,9041,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
阪急阪神ホールディングス,9042,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
南海電気鉄道,9044,2024-08-16,0,0,0,0,0,1,28.57142857,-1.789016985,,,,,,,,
京阪ホールディングス,9045,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
名古屋鉄道,9048,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ヤマトホールディングス,9064,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
山九,9065,2024-08-16,0,0,0,0,0,1,55.17241379,0.5026455168,,,,,,,,
ニッコンホールディングス,9072,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
セイノーホールディングス,9076,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
商船三井,9104,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
川崎汽船,9107,2024-08-16,0,0,0,0,0,1,62.5,4.171811226,,,,,,,,
九州旅客鉄道,9142,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＳＧホールディングス,9143,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,9147,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
日本航空,9201,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
三菱倉庫,9301,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
上組,9364,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＴＢＳホールディングス,9401,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
日本テレビホールディングス,9404,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
光通信,9435,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＧＭＯインターネットグループ,9449,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＫＡＤＯＫＡＷＡ,9468,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東京電力ホールディングス,9501,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
中部電力,9502,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
関西電力,9503,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
中国電力,9504,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
北陸電力,9505,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東北電力,9506,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
四国電力,9507,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
九州電力,9508,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
北海道電力,9509,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
電源開発,9513,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東京瓦斯,9531,2024-08-16,0,0,0,1,0,0,,,,,,,35.48387097,0.6742969287,,
大阪瓦斯,9532,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東邦瓦斯,9533,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
松竹,9601,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
東宝,9602,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＮＴＴデータグループ,9613,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
共立メンテナンス,9616,2024-08-16,0,0,0,0,0,1,48.38709677,1.435689684,,,,,,,,
アインホールディングス,9627,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
スクウェア・エニックス・ホールディングス,9684,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
カプコン,9697,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
日本空港ビルデング,9706,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ＳＣＳＫ,9719,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
メイテックグループホールディングス,9744,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
コナミグループ,9766,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ヤマダホールディングス,9831,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
オートバックスセブン,9832,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
吉野家ホールディングス,9861,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
ミスミグループ本社,9962,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
スズケン,9987,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
サンドラッグ,9989,2024-08-16,0,0,0,0,0,0,,,,,,,,,,
