Name,Code,Start,End,Return [%],Buy & Hold Return [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Max. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-2.3,500.3,0.0,0.0,0.0,-68.9,591 days 00:00:00,100,55.0,25.4,-65.3,-1.5,211 days 00:00:00,21 days 00:00:00,1.0,0.1,-0.0,"EMA_diff(tp=10,n=20,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-63.9,500.3,0.0,0.0,0.0,-80.3,1807 days 00:00:00,46,30.4,32.8,-67.4,-8.5,84 days 00:00:00,20 days 00:00:00,0.4,-5.9,-1.9,"EMA_diff(tp=10,n=30,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-49.8,500.3,0.0,0.0,0.0,-60.1,1340 days 00:00:00,55,45.5,26.4,-59.2,-2.7,67 days 00:00:00,21 days 00:00:00,0.9,-0.9,-1.0,"EMA_diff(tp=20,n=20,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-67.6,500.3,0.0,0.0,0.0,-81.4,1420 days 00:00:00,44,43.2,32.8,-78.8,-9.5,96 days 00:00:00,22 days 00:00:00,0.5,-5.5,-1.9,"EMA_diff(tp=20,n=30,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-100.0,500.3,0.0,0.0,0.0,-100.0,1333 days 00:00:00,30,46.7,37.7,-188.3,0.0,72 days 00:00:00,31 days 00:00:00,0.5,-7.7,-1.0,"EMA_diff(tp=30,n=20,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-68.4,500.3,0.0,0.0,0.0,-71.9,1810 days 00:00:00,49,32.7,33.8,-78.8,-9.0,96 days 00:00:00,19 days 00:00:00,0.5,-5.6,-2.0,"EMA_diff(tp=30,n=30,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-73.6,500.3,0.0,0.0,0.0,-80.5,1745 days 00:00:00,18,33.3,21.1,-78.9,-10.5,136 days 00:00:00,17 days 00:00:00,0.4,-6.1,-1.3,"VR(tp=10,n=20,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-34.3,500.3,0.0,0.0,0.0,-65.2,583 days 00:00:00,66,51.5,22.4,-45.9,-1.6,102 days 00:00:00,22 days 00:00:00,1.0,-0.3,-0.6,"VR(tp=10,n=30,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-45.3,500.3,0.0,0.0,0.0,-69.8,1122 days 00:00:00,49,36.7,27.9,-62.8,-3.8,108 days 00:00:00,20 days 00:00:00,0.7,-2.0,-0.6,"VR(tp=20,n=20,sl=7,duration=180,size=100)"
BTC-USD,BTC-USD,2019-06-22,2024-06-22,-0.2,500.3,0.0,0.0,0.0,-56.8,780 days 00:00:00,70,41.4,32.5,-32.9,-0.6,86 days 00:00:00,21 days 00:00:00,1.1,0.7,-0.0,"VR(tp=20,n=30,sl=7,duration=180,size=100)"
