Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign,MACD_Win Rate [%],MACD_SQN,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN,MAX30d_Win Rate [%],MAX30d_SQN,Price_0d,PL_0d,Price_1d,PL_1d,Price_2d,PL_2d,Price_3d,PL_3d,Price_4d,PL_4d,Price_5d,PL_5d,Price_6d,PL_6d,Price_7d,PL_7d,Price_8d,PL_8d,Price_9d,PL_9d,Price_10d,PL_10d,Price_11d,PL_11d,Price_12d,PL_12d,Price_13d,PL_13d,Price_14d,PL_14d,Price_20d,PL_20d,Price_21d,PL_21d,Price_22d,PL_22d,Price_27d,PL_27d,Price_28d,PL_28d,Price_29d,PL_29d,Price_59d,PL_59d,Price_60d,PL_60d,Price_61d,PL_61d
デュポン ド ヌムール,DD,2024-11-07,0,0,0,0,0,1,0,75.0,2.112978855,50.0,0.919218275,47.19101124,0.848809162,66.66666667,2.295015269,50.0,-0.743299813,47.22222222,0.13632535,43.67088608,0.318628846,38.33333333,0.328125058,36.36363636,-1.792423876,84.7,0.0,83.8,-1.1,83.3,-1.7,82.2,-3.0,82.3,-2.8,82.8,-2.2,81.7,-3.5,81.3,-4.0,80.8,-4.6,81.2,-4.1,81.8,-3.4,82.7,-2.4,83.8,-1.1,83.4,-1.5,83.6,-1.2987012987013087,,,,,,,,,,,,,,,,,,
イーライ リリィ,LLY,2024-11-07,0,1,1,0,0,1,0,,0.0,90.47619048,7.449015607,93.61702128,9.694149176,73.17073171,5.255935856,70.58823529,4.424001135,87.09677419,6.2417666,76.77419355,10.53569853,85.0,7.238344736,74.41860465,5.63698923,778.2,0.0,801.3,3.0,824.6,6.0,810.7,4.2,811.3,4.3,783.5,0.7,744.2,-4.4,711.4,-8.6,712.4,-8.5,735.5,-5.5,735.0,-5.6,745.1,-4.3,740.0,-4.9,774.0,-0.5,780.3,0.26985350809559355,,,,,,,,,,,,,,,,,,
エンフェーズ エナジー,ENPH,2024-11-07,0,1,1,0,0,0,0,42.85714286,-1.299394896,36.36363636,0.491646622,59.0,2.060539061,81.25,2.195572094,22.22222222,-1.613068355,66.66666667,0.585228434,39.74358974,-1.171189222,53.33333333,0.30410141,39.28571429,-0.724729236,71.5,0.0,65.7,-8.1,62.5,-12.6,59.4,-16.9,59.1,-17.3,59.8,-16.4,59.5,-16.8,58.3,-18.5,60.4,-15.5,59.7,-16.5,62.7,-12.3,62.4,-12.7,67.6,-5.5,68.7,-3.9,71.0,-0.6993006993006993,,,,,,,,,,,,,,,,,,
エスティ ローダー,EL,2024-11-07,0,1,1,0,0,0,0,57.14285714,-0.039732794,40.0,-0.497696611,40.0,-0.053198621,55.31914894,1.755633988,50.0,-0.626601362,28.84615385,0.887127944,48.7012987,-1.196721342,45.0,0.070476731,41.37931034,-1.638111113,63.8,0.0,63.6,-0.3,63.8,0.0,62.3,-2.4,62.4,-2.2,63.2,-0.9,63.4,-0.6,64.2,0.6,63.0,-1.3,63.4,-0.6,65.2,2.2,66.6,4.4,71.3,11.8,71.9,12.7,73.7,15.517241379310354,,,,,,,,,,,,,,,,,,
エバーソース エナジー,ES,2024-11-07,0,1,0,0,0,0,0,44.44444444,-1.149785842,64.28571429,2.280518486,52.77777778,1.125353302,66.66666667,2.02313214,,0.0,55.81395349,0.05953928,53.7414966,-1.448685591,51.66666667,-0.691192227,22.58064516,-4.968301984,60.6,0.0,60.9,0.5,60.8,0.3,60.2,-0.7,60.1,-0.8,60.7,0.2,61.1,0.8,61.5,1.5,61.1,0.8,61.2,1.0,61.4,1.3,62.7,3.5,63.4,4.6,62.8,3.6,63.6,4.9504950495049505,,,,,,,,,,,,,,,,,,
EXR,EXR,2024-11-07,0,0,0,0,0,1,0,50.0,1.042398333,40.0,0.558360359,57.77777778,0.606119629,40.90909091,0.55742377,75.0,3.792204388,27.27272727,-0.447335158,47.91666667,2.732457402,50.0,0.919948046,56.09756098,1.997838181,168.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファーストエナジー,FE,2024-11-07,0,0,1,0,0,1,0,75.0,1.942477026,100.0,5.38060349,55.67010309,1.51933485,58.13953488,1.440401426,33.33333333,-0.221090726,56.75675676,0.941312632,52.44755245,1.031576325,48.33333333,0.110644648,53.33333333,0.187374587,41.0,0.0,41.3,0.7,41.3,0.7,41.4,1.0,41.1,0.2,40.8,-0.5,40.7,-0.7,41.3,0.7,41.2,0.5,41.3,0.7,41.6,1.5,41.8,2.0,41.7,1.7,42.0,2.4,42.4,3.4146341463414602,,,,,,,,,,,,,,,,,,
フォーティブ,FTV,2024-11-07,0,0,0,0,0,1,0,50.0,0.576061361,58.06451613,0.508621512,67.44186047,2.411305318,65.51724138,1.962995855,0.0,-5.88661236,40.54054054,-0.100117737,59.21052632,0.414036626,51.66666667,0.72101296,31.25,-1.952061234,73.3,0.0,73.8,0.7,75.4,2.9,74.7,1.9,74.8,2.0,75.6,3.1,74.6,1.8,74.1,1.1,73.8,0.7,74.6,1.8,75.5,3.0,77.0,5.0,78.6,7.2,78.5,7.1,79.0,7.776261937244206,,,,,,,,,,,,,,,,,,
ゼネラル ミルズ,GIS,2024-11-07,0,1,1,0,0,1,1,83.33333333,5.496439514,75.0,3.825568339,82.56880734,6.919710598,81.81818182,3.128425456,56.25,0.529320795,83.78378378,4.477425691,65.2173913,3.469606093,70.0,2.900602454,61.76470588,1.655267769,64.9,0.0,64.7,-0.3,64.1,-1.2,64.0,-1.4,64.0,-1.4,64.6,-0.5,62.4,-3.9,62.8,-3.2,62.3,-4.0,62.7,-3.4,62.9,-3.1,64.2,-1.1,65.1,0.3,65.4,0.8,66.2,2.003081664098609,,,,,,,,,,,,,,,,,,
ギリアド サイエンシズ,GILD,2024-11-07,0,0,0,1,1,0,0,80.0,2.908959167,100.0,6.109598327,74.69879518,4.323265495,73.46938776,3.422365819,33.33333333,-0.486457502,51.51515152,1.755242115,48.66666667,1.371955799,55.0,1.840741994,35.29411765,-1.251456556,93.5,0.0,94.9,1.5,96.3,3.0,94.2,0.7,91.6,-2.0,91.3,-2.4,88.2,-5.7,87.6,-6.3,86.1,-7.9,87.8,-6.1,88.1,-5.8,89.3,-4.5,89.5,-4.3,89.6,-4.2,91.4,-2.245989304812828,,,,,,,,,,,,,,,,,,
グローバル ペイメンツ,GPN,2024-11-07,1,0,0,0,0,0,0,45.45454545,-0.214201183,50.0,0.382074899,54.34782609,0.871655569,62.06896552,1.724921296,0.0,-3.997121441,48.8372093,-0.866207185,46.20253165,-2.828776201,35.0,-1.961511001,29.16666667,-1.492564479,111.8,0.0,110.6,-1.1,112.0,0.2,114.4,2.3,116.0,3.8,115.8,3.6,115.2,3.0,114.7,2.6,114.0,2.0,114.1,2.1,114.9,2.8,116.0,3.8,117.4,5.0,117.3,4.9,117.1,4.74060822898032,,,,,,,,,,,,,,,,,,
ヘインズブランズ,HBI,2024-11-07,0,0,0,1,1,0,0,66.66666667,0.274644053,31.57894737,0.81264604,25.0,0.005331392,54.76190476,0.992059823,16.66666667,-1.261605739,28.57142857,-2.307024251,34.3373494,-2.253443331,36.66666667,-0.616247985,40.0,-1.966349881,151.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCA ヘルスケア,HCA,2024-11-07,0,1,1,0,0,1,0,75.0,0.907964346,100.0,7.737823603,72.34042553,3.594702219,79.48717949,2.998062227,78.94736842,2.42250193,41.93548387,0.141284978,61.58940397,4.799878675,61.66666667,3.056040732,71.05263158,2.957467473,289.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘンリー シャイン,HSIC,2024-11-07,0,0,0,0,0,0,1,75.0,2.671467426,66.66666667,1.966643111,83.78378378,5.081714936,36.66666667,-0.503184005,16.66666667,-2.700268603,51.61290323,1.036920809,50.99337748,-1.159503794,40.0,-0.323264842,22.22222222,-2.309644209,68.0,0.0,67.9,-0.1,68.0,0.0,67.3,-1.0,66.8,-1.8,66.5,-2.2,66.2,-2.6,68.7,1.0,73.2,7.6,72.8,7.1,72.0,5.9,73.2,7.6,76.0,11.8,75.3,10.7,76.9,13.088235294117656,,,,,,,,,,,,,,,,,,
ハンティントン インガルス インダストリーズ,HII,2024-11-07,0,1,1,0,0,0,0,100.0,24.26976835,75.0,3.012743793,68.04123711,3.261715236,56.75675676,1.550244563,40.0,-1.182239547,63.63636364,1.856408526,52.4137931,1.301587836,63.33333333,1.086529709,48.64864865,-0.258151964,196.8,0.0,199.0,1.1,204.4,3.9,204.0,3.7,202.2,2.7,194.7,-1.1,192.3,-2.3,192.7,-2.1,191.4,-2.7,189.1,-3.9,190.0,-3.5,195.5,-0.7,198.0,0.6,196.5,-0.2,198.4,0.8130081300812979,,,,,,,,,,,,,,,,,,
インターナショナル ビジネス マシーンズ,IBM,2024-11-07,0,0,0,0,0,1,0,50.0,0.57194147,100.0,19.670076,85.36585366,4.997657685,96.15384615,8.88344498,60.0,1.537221375,65.625,2.16930191,63.08724832,2.189817844,63.33333333,1.201003069,66.66666667,2.918471017,236.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インテル,INTC,2024-11-07,0,0,0,1,0,0,0,50.0,1.167044952,55.55555556,0.654584552,27.90697674,-0.372831066,31.81818182,-0.24078583,66.66666667,0.512551342,35.8974359,-0.233905949,41.44736842,-1.296543446,41.66666667,-0.151243917,27.77777778,-1.070799935,25.2,0.0,25.8,2.4,24.8,-1.6,23.9,-5.2,24.0,-4.8,24.9,-1.2,24.2,-4.0,24.2,-4.0,24.1,-4.4,23.5,-6.7,23.8,-5.6,24.1,-4.4,24.8,-1.6,23.8,-5.6,23.1,-8.333333333333325,,,,,,,,,,,,,,,,,,
インターナショナルフレーバーアンドフレグランス,IFF,2024-11-07,0,1,1,0,0,0,1,37.5,-0.369736515,85.71428571,1.599641685,44.44444444,-0.451051453,52.0,0.339103779,0.0,-3.699662827,42.85714286,0.957334079,49.66887417,-2.086115647,41.66666667,-1.453750215,37.03703704,-2.016459224,88.2,0.0,90.7,2.8,90.6,2.7,89.4,1.4,89.4,1.4,89.2,1.1,86.1,-2.4,85.4,-3.2,86.2,-2.3,87.8,-0.5,87.9,-0.3,89.3,1.2,90.4,2.5,89.9,1.9,90.6,2.72108843537414,,,,,,,,,,,,,,,,,,
インテュイット,INTU,2024-11-07,0,0,0,1,0,0,0,87.5,2.704809098,80.64516129,2.397447942,71.96261682,5.79474424,93.02325581,7.034918006,60.0,1.927358967,70.58823529,3.052454299,63.87096774,4.693914126,63.33333333,3.066875554,59.57446809,2.1108101,651.7,0.0,672.2,3.1,682.3,4.7,694.3,6.5,695.0,6.6,693.4,6.4,680.2,4.4,675.8,3.7,632.4,-3.0,637.6,-2.2,656.8,0.8,639.2,-1.9,632.9,-2.9,630.3,-3.3,631.2,-3.145619149915605,,,,,,,,,,,,,,,,,,
IRM,IRM,2024-11-07,0,1,0,0,0,0,1,100.0,5.763210497,80.0,5.767771156,74.19354839,7.173067352,75.47169811,6.694647011,80.76923077,4.904148278,70.96774194,4.415015897,71.91780822,7.804623124,73.33333333,5.537584565,74.46808511,4.873606655,112.7,0.0,117.4,4.2,117.4,4.2,114.0,1.2,114.9,2.0,112.9,0.2,112.3,-0.4,113.4,0.6,114.6,1.7,114.9,2.0,116.1,3.0,118.3,5.0,119.4,5.9,120.6,7.0,123.6,9.67169476486246,,,,,,,,,,,,,,,,,,
ジャック ヘンリー アンド アソシエーツ,JKHY,2024-11-07,0,0,0,0,0,0,1,66.66666667,1.353373197,100.0,5.248133661,67.34693878,1.944830572,66.66666667,2.133453367,40.0,-0.76784184,67.64705882,1.973790823,57.14285714,0.796531938,58.33333333,0.07070899,30.0,-1.629825379,178.0,0.0,179.1,0.6,176.2,-1.0,175.3,-1.5,174.0,-2.2,171.8,-3.5,171.4,-3.7,171.7,-3.5,170.7,-4.1,169.6,-4.7,170.5,-4.2,171.7,-3.5,171.1,-3.9,171.7,-3.5,173.1,-2.752808988764048,,,,,,,,,,,,,,,,,,
キーサイト テクノロジー,KEYS,2024-11-07,0,0,0,1,0,0,0,62.5,0.715920608,62.5,1.113722849,60.0,2.386329538,62.79069767,0.529795968,66.66666667,0.775763786,53.84615385,1.40492067,50.0,0.490515824,58.33333333,0.096865959,40.0,-0.837242907,220.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キンバリー-クラーク,KMB,2024-11-07,0,0,1,0,0,0,0,85.71428571,2.415210129,83.33333333,3.346977318,65.88235294,1.768684048,60.0,1.011348277,,0.0,60.97560976,1.803712475,49.03225806,0.39380794,51.66666667,-0.477674945,54.83870968,1.07526494,132.1,0.0,132.2,0.1,133.1,0.8,132.0,-0.1,132.0,-0.1,130.8,-1.0,131.5,-0.5,133.4,1.0,134.9,2.1,134.6,1.9,136.1,3.0,137.5,4.1,137.9,4.4,138.8,5.1,139.0,5.223315669947015,,,,,,,,,,,,,,,,,,
レナー A,LEN,2024-11-07,0,0,0,0,0,1,0,100.0,12.55536889,60.97560976,2.683183923,76.47058824,4.772482002,73.68421053,3.736621138,33.33333333,-1.297273145,71.875,3.866890368,61.11111111,4.682498259,61.66666667,2.943509867,42.85714286,0.902736168,168.0,0.0,171.0,1.8,171.7,2.2,166.1,-1.1,165.9,-1.2,167.4,-0.4,167.9,-0.1,166.5,-0.9,166.3,-1.0,167.4,-0.4,167.5,-0.3,168.0,0.0,171.9,2.3,172.3,2.6,173.8,3.4523809523809588,,,,,,,,,,,,,,,,,,
ロッキード マーチン,LMT,2024-11-07,0,0,0,0,0,1,0,83.33333333,2.103119993,90.90909091,5.407201786,69.3877551,2.998178906,67.64705882,2.5744756,44.44444444,-0.49292333,63.63636364,1.726253487,44.73684211,0.866713058,50.0,1.012823169,54.28571429,1.762283061,549.7,0.0,554.7,0.9,569.8,3.7,564.8,2.7,556.3,1.2,533.8,-2.9,531.4,-3.3,528.7,-3.8,531.2,-3.4,529.2,-3.7,533.7,-2.9,539.9,-1.8,514.9,-6.3,519.4,-5.5,523.2,-4.820811351646352,,,,,,,,,,,,,,,,,,
ライオンデルバセル・インダストリーズ,LYB,2024-11-07,0,0,0,0,0,1,0,77.77777778,2.427973781,66.66666667,1.755308436,76.54320988,3.064572123,59.64912281,1.828081779,28.57142857,-1.522430687,78.37837838,2.787435383,58.49056604,1.120240073,55.0,1.269297802,22.58064516,-2.978001578,86.4,0.0,84.5,-2.2,84.7,-2.0,83.5,-3.4,83.0,-3.9,82.2,-4.9,82.3,-4.7,82.8,-4.2,81.9,-5.2,81.4,-5.8,82.1,-5.0,82.4,-4.6,83.8,-3.0,81.6,-5.6,82.2,-4.861111111111114,,,,,,,,,,,,,,,,,,
マスコ,MAS,2024-11-07,0,0,0,0,0,1,0,80.0,1.286508406,62.85714286,2.889376412,69.31818182,4.883323161,76.59574468,3.080053567,30.76923077,-0.979279543,51.42857143,1.178771077,59.25925926,1.677060276,46.66666667,1.267956794,44.73684211,0.06245016,79.6,0.0,80.0,0.5,80.7,1.4,79.0,-0.8,78.9,-0.9,78.6,-1.3,78.1,-1.9,76.8,-3.5,75.8,-4.8,76.3,-4.1,76.7,-3.6,78.4,-1.5,80.0,0.5,79.9,0.4,80.4,1.005025125628155,,,,,,,,,,,,,,,,,,
マッチ グループ,MTCH,2024-11-07,0,1,1,0,0,0,1,40.0,-0.499687806,40.0,-0.417968829,29.54545455,-0.183785979,59.25925926,1.468887256,0.0,-13.14779236,46.15384615,-0.936061692,42.76315789,0.491381665,41.66666667,-0.191220743,33.33333333,-2.03276896,30.6,0.0,30.1,-1.6,30.6,0.0,30.3,-1.0,30.4,-0.7,30.6,0.0,30.7,0.3,30.1,-1.6,30.1,-1.6,30.1,-1.6,30.2,-1.3,31.3,2.3,31.6,3.3,31.8,3.9,32.2,5.228758169934645,,,,,,,,,,,,,,,,,,
マケッソン,MCK,2024-11-07,0,0,0,1,0,0,0,100.0,26.79808915,97.05882353,9.080794396,94.82758621,13.67774781,88.23529412,7.347754627,82.92682927,4.704537317,91.66666667,6.381522119,87.07482993,10.31881405,85.0,7.36319877,84.7826087,5.511360931,573.7,0.0,593.3,3.4,612.1,6.7,613.3,6.9,616.6,7.5,609.5,6.2,604.3,5.3,606.3,5.7,608.2,6.0,614.1,7.0,617.0,7.5,622.1,8.4,615.5,7.3,614.3,7.1,624.8,8.90709430015686,,,,,,,,,,,,,,,,,,
メドトロニック,MDT,2024-11-07,0,0,0,0,0,0,1,50.0,0.758055911,46.15384615,-0.000913667,50.60240964,0.510464704,44.82758621,0.93642687,0.0,-1.802708079,46.0,0.41599041,39.47368421,-1.428225468,41.66666667,-0.541742846,20.83333333,-2.818095382,87.7,0.0,87.6,-0.1,87.8,0.1,87.8,0.1,87.5,-0.2,85.9,-2.1,85.0,-3.1,87.0,-0.8,84.5,-3.6,83.6,-4.7,83.9,-4.3,84.6,-3.5,84.8,-3.3,85.0,-3.1,85.9,-2.052451539338651,,,,,,,,,,,,,,,,,,
メルク,MRK,2024-11-07,0,0,0,0,0,1,0,66.66666667,0.789228693,79.31034483,4.494714252,75.51020408,3.787950943,58.06451613,2.809213498,41.17647059,-0.992165081,70.27027027,3.110558294,49.67741935,2.0693774,53.33333333,1.21943509,66.66666667,1.758255915,100.8,0.0,101.0,0.2,100.5,-0.3,98.5,-2.3,97.9,-2.9,97.9,-2.9,94.5,-6.2,95.4,-5.4,95.3,-5.5,96.7,-4.1,96.9,-3.9,98.9,-1.9,99.5,-1.3,99.7,-1.1,101.6,0.7936507936507908,,,,,,,,,,,,,,,,,,
MAA,MAA,2024-11-07,0,0,0,0,0,1,0,63.63636364,1.359981716,63.63636364,0.494582223,64.64646465,3.153228331,52.17391304,0.463358191,70.58823529,2.821890873,43.75,-0.676817983,46.93877551,2.648003023,50.0,1.59846583,61.76470588,3.040410124,153.3,0.0,155.2,1.2,158.6,3.5,158.9,3.7,160.5,4.7,157.2,2.5,155.9,1.7,156.7,2.2,156.5,2.1,156.3,2.0,157.3,2.6,159.1,3.8,161.1,5.1,161.5,5.3,164.0,6.979778212654917,,,,,,,,,,,,,,,,,,
モデルナ,MRNA,2024-11-07,0,0,1,0,0,0,0,87.5,3.694199379,33.33333333,0.373098043,41.89189189,-0.412302622,28.0,1.518673763,83.33333333,1.346186469,45.16129032,0.301646134,42.44604317,0.864304863,38.33333333,0.426107089,58.62068966,1.52966021,49.9,0.0,46.6,-6.6,42.2,-15.4,41.5,-16.8,41.7,-16.4,38.8,-22.2,35.8,-28.3,37.1,-25.7,37.0,-25.9,36.4,-27.1,36.0,-27.9,37.8,-24.2,42.8,-14.2,41.5,-16.8,42.1,-15.631262525050094,,,,,,,,,,,,,,,,,,
モルソン クアーズ ビバレッジ B,TAP,2024-11-07,0,1,0,0,0,0,1,71.42857143,1.624801759,86.48648649,3.990724084,68.08510638,2.773895124,68.42105263,2.92000893,33.33333333,-0.290728557,46.875,1.644813034,62.42038217,1.439301866,66.66666667,1.141257613,55.17241379,-0.102565659,52.5,0.0,57.7,9.9,59.2,12.8,60.0,14.3,61.9,17.9,62.6,19.2,61.9,17.9,61.8,17.7,60.6,15.4,59.6,13.5,60.3,14.9,60.2,14.7,60.7,15.6,60.4,15.0,61.2,16.571428571428577,,,,,,,,,,,,,,,,,,
モンデリーズ インターナショナル,MDLZ,2024-11-07,0,1,1,0,0,1,1,62.5,1.923832054,94.73684211,8.429808151,68.18181818,2.806677527,76.47058824,4.077661133,15.38461538,-2.782057366,71.79487179,2.112341471,58.21917808,1.416257365,56.66666667,0.285827138,41.17647059,-0.58671731,157.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モノリシック パワー システムズ,MPWR,2024-11-07,0,0,1,0,0,0,0,60.0,1.493934659,77.77777778,3.611172551,49.38271605,3.020165407,64.51612903,3.544713924,44.44444444,0.1602109,58.82352941,2.191577945,54.81927711,2.899123658,50.0,1.622250302,65.78947368,2.106501181,762.7,0.0,749.8,-1.7,572.0,-25.0,631.5,-17.2,599.0,-21.5,572.0,-25.0,561.8,-26.3,561.6,-26.4,576.4,-24.4,546.7,-28.3,551.8,-27.7,565.7,-25.8,587.7,-22.9,568.1,-25.5,548.2,-28.123770814212662,,,,,,,,,,,,,,,,,,
モンスター ビバレッジ,MNST,2024-11-07,0,0,0,1,0,0,0,0.0,0.0,62.5,0.488771051,47.11538462,1.174193305,61.9047619,1.840046244,40.0,-0.653767138,45.45454545,0.187621468,53.37423313,1.523486973,49.18032787,0.937527659,36.66666667,-0.786136783,54.5,0.0,53.2,-2.4,54.4,-0.2,55.6,2.0,55.4,1.7,55.8,2.4,52.0,-4.6,51.7,-5.1,52.7,-3.3,52.9,-2.9,53.0,-2.8,53.9,-1.1,54.4,-0.2,54.5,0.0,54.8,0.5504587155963251,,,,,,,,,,,,,,,,,,
ニューモント,NEM,2024-11-07,0,1,1,0,0,0,0,66.66666667,1.497692385,58.82352941,2.02901155,54.20560748,2.270710862,47.05882353,1.605855266,0.0,-2.798991253,30.3030303,0.640215732,46.97986577,1.420476844,55.0,0.581895368,62.06896552,0.672303908,44.2,0.0,44.5,0.7,42.0,-5.0,41.1,-7.0,41.1,-7.0,40.5,-8.4,40.6,-8.1,41.7,-5.7,42.5,-3.8,42.6,-3.6,42.8,-3.2,43.1,-2.5,41.7,-5.7,42.0,-5.0,41.9,-5.2036199095022715,,,,,,,,,,,,,,,,,,
ネクステラ エナジー,NEE,2024-11-07,0,1,1,0,0,1,1,80.0,1.402844348,57.14285714,2.469342568,61.36363636,2.34212933,62.79069767,1.738068995,0.0,-4.149615981,43.75,-0.243171636,54.375,0.79103396,56.66666667,1.413130719,21.42857143,-2.945954798,73.6,0.0,74.7,1.5,75.7,2.9,73.6,0.0,73.9,0.4,73.7,0.1,75.3,2.3,75.3,2.3,75.7,2.9,76.4,3.8,76.4,3.8,75.8,3.0,75.8,3.0,76.5,3.9,77.9,5.842391304347842,,,,,,,,,,,,,,,,,,
エヌビディア,NVDA,2024-11-07,0,0,0,1,1,0,0,75.0,1.905190148,55.55555556,1.939082628,60.24096386,3.724480213,67.5,2.338557622,77.77777778,3.389610422,71.42857143,2.839593117,68.23529412,5.338558912,63.33333333,2.750709361,77.96610169,4.8115418,146.2,0.0,146.3,0.1,143.6,-1.8,146.0,-0.1,145.9,-0.2,145.6,-0.4,140.1,-4.2,137.1,-6.2,141.0,-3.6,142.7,-2.4,140.7,-3.8,141.1,-3.5,135.8,-7.1,135.7,-7.2,131.8,-9.849521203830355,,,,,,,,,,,,,,,,,,
ペプシコ,PEP,2024-11-07,0,0,1,0,0,1,0,71.42857143,2.550690543,90.0,3.309683254,77.17391304,5.091369779,89.65517241,4.698617478,50.0,-0.780997568,77.5,2.985537169,67.08860759,1.779869216,63.33333333,1.164715276,30.95238095,-2.216101464,163.5,0.0,163.6,0.1,164.0,0.3,163.1,-0.2,162.4,-0.7,163.8,0.2,158.1,-3.3,157.8,-3.5,155.9,-4.6,156.2,-4.5,157.9,-3.4,159.9,-2.2,162.0,-0.9,161.9,-1.0,161.7,-1.1009174311926675,,,,,,,,,,,,,,,,,,
フィリップ モリス インターナショナル,PM,2024-11-07,0,1,0,0,0,0,0,83.33333333,3.093189349,95.23809524,6.023462899,54.66666667,2.503180573,58.33333333,1.869359746,66.66666667,1.752654712,58.33333333,2.452717277,46.2585034,0.719448217,58.33333333,0.781755997,48.71794872,0.800818513,123.7,0.0,123.6,-0.1,124.8,0.9,123.8,0.1,124.2,0.4,123.8,0.1,128.3,3.7,128.8,4.1,128.8,4.1,128.8,4.1,130.4,5.4,129.8,4.9,129.2,4.4,130.5,5.5,131.7,6.467259498787377,,,,,,,,,,,,,,,,,,
プロクター & ギャンブル,PG,2024-11-07,0,1,1,0,0,0,0,100.0,4.249149037,100.0,10.65648883,53.48837209,1.852500896,80.76923077,2.937087288,46.15384615,-0.666640974,66.66666667,1.258925542,57.51633987,2.738019737,56.66666667,1.174737828,51.28205128,0.811315949,161.5,0.0,163.9,1.5,165.8,2.7,165.6,2.5,165.7,2.6,166.5,3.1,166.9,3.3,168.8,4.5,169.7,5.1,169.5,5.0,170.2,5.4,173.9,7.7,176.9,9.5,177.2,9.7,178.7,10.650154798761603,,,,,,,,,,,,,,,,,,
パルト グループ,PHM,2024-11-07,0,0,0,0,0,1,0,66.66666667,1.1965402,100.0,9.584219278,67.36842105,5.868212089,81.81818182,5.307683653,79.41176471,4.722187975,48.27586207,1.566539914,63.15789474,4.855298151,55.0,2.916072063,78.72340426,4.946704046,128.8,0.0,131.2,1.9,132.4,2.8,128.6,-0.2,127.2,-1.2,127.9,-0.7,127.7,-0.9,127.5,-1.0,126.4,-1.9,127.0,-1.4,127.9,-0.7,127.8,-0.8,130.8,1.6,133.8,3.9,136.2,5.745341614906814,,,,,,,,,,,,,,,,,,
PVH,PVH,2024-11-07,0,0,0,1,0,0,0,80.0,2.222310887,52.94117647,0.447670394,63.55140187,1.28044295,69.44444444,3.318918239,43.75,-1.068281215,50.0,0.468288398,47.36842105,0.008199631,50.0,-0.052808975,38.88888889,-1.699922342,103.0,0.0,102.8,-0.2,101.7,-1.3,101.0,-1.9,102.1,-0.9,103.0,0.0,100.7,-2.2,100.2,-2.7,97.6,-5.2,95.9,-6.9,96.7,-6.1,100.4,-2.5,105.3,2.2,105.8,2.7,106.7,3.5922330097087403,,,,,,,,,,,,,,,,,,
コルボ,QRVO,2024-11-07,0,1,1,0,0,1,0,50.0,0.529847192,43.47826087,1.118249378,37.11340206,0.951478807,69.44444444,1.736999293,0.0,-5.813938477,47.36842105,0.430175041,44.59459459,-0.143854419,43.33333333,-0.727476758,28.0,-3.358695498,71.8,0.0,70.2,-2.2,67.9,-5.4,67.2,-6.4,65.3,-9.1,65.7,-8.5,65.5,-8.8,65.6,-8.6,65.7,-8.5,65.0,-9.5,65.3,-9.1,67.9,-5.4,69.4,-3.3,67.6,-5.8,67.8,-5.571030640668524,,,,,,,,,,,,,,,,,,
ラルフ ローレン,RL,2024-11-07,0,0,0,1,1,0,0,80.0,2.346335722,89.47368421,5.661138558,78.18181818,4.348764229,85.10638298,4.929732468,40.0,-0.129581087,72.4137931,2.059175042,61.18421053,2.54290791,43.33333333,1.504588741,48.57142857,-0.73957697,216.9,0.0,218.1,0.6,213.5,-1.6,209.0,-3.6,209.6,-3.4,210.6,-2.9,207.7,-4.2,207.2,-4.5,201.9,-6.9,200.9,-7.4,201.6,-7.1,208.5,-3.9,214.4,-1.2,216.8,-0.0,221.3,2.0285846011987116,,,,,,,,,,,,,,,,,,
レイセオン テクノロジーズ,RTX,2024-11-07,0,0,0,0,0,1,0,37.5,0.279866101,50.0,1.281432834,67.44186047,2.672393757,66.66666667,2.26388841,66.66666667,0.762422163,59.375,1.018616479,52.2875817,1.642772199,51.66666667,1.189711503,71.05263158,3.514952638,120.0,0.0,120.9,0.8,124.0,3.3,122.3,1.9,123.0,2.5,117.6,-2.0,117.1,-2.4,118.4,-1.3,118.5,-1.2,117.7,-1.9,118.9,-0.9,120.5,0.4,118.0,-1.7,118.6,-1.2,120.3,0.2499999999999976,,,,,,,,,,,,,,,,,,
