Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign
デューク エナジー,DUK,2024-08-16,112.3,116.7,116.7,2.4,-0.0,1.0,-0.2,-2.1,62.0,41.7,60.5,66.6,164.3,59.5,0,0,0,0,0,0
デュポン ド ヌムール,DD,2024-08-16,80.2,85.1,85.1,-0.3,0.0,-0.2,1.1,-3.2,51.9,38.8,52.8,48.7,73.3,57.6,0,0,0,0,0,0
DXCテクノロジー,DXC,2024-08-16,19.3,21.0,29.1,0.1,-0.0,0.3,0.0,-4.9,51.2,38.9,50.8,51.8,108.0,66.5,0,0,0,0,0,0
イーストマンケミカル,EMN,2024-08-16,97.8,104.8,106.0,-0.6,0.0,-0.8,1.0,-2.9,50.1,39.9,51.1,47.6,122.7,62.6,0,0,0,0,0,0
イートン,ETN,2024-08-16,296.7,335.1,345.2,-7.1,0.6,-7.2,0.9,-2.6,46.9,43.3,48.3,44.5,80.7,67.5,0,0,0,0,0,0
イーベイ,EBAY,2024-08-16,55.5,57.7,57.7,0.6,-0.0,-0.0,-0.2,-3.4,54.5,39.2,53.6,56.2,114.6,59.9,0,0,0,0,0,0
エコラボ,ECL,2024-08-16,240.7,249.0,249.0,-0.8,0.1,-1.4,0.8,-2.7,52.0,40.1,52.3,49.8,119.3,63.3,0,0,0,0,0,0
エジソン インターナショナル,EIX,2024-08-16,83.4,83.8,83.8,2.1,0.0,0.9,1.5,-2.6,70.4,41.0,76.4,72.6,379.9,58.7,0,0,0,0,0,0
エドワーズライフサイエンス,EW,2024-08-16,68.9,95.2,96.1,-5.7,0.3,-3.3,3.7,-3.4,39.9,38.5,44.0,34.1,63.0,55.2,0,0,0,0,0,0
エレクトロニック アーツ,EA,2024-08-16,148.4,153.5,153.5,1.6,-0.0,1.4,1.0,-2.4,58.8,41.0,59.1,57.1,132.9,58.9,0,0,0,0,0,0
イーライ リリィ,LLY,2024-08-16,922.1,966.1,966.1,-2.8,3.8,-3.5,4.1,-2.5,57.7,43.5,60.6,52.5,94.4,61.4,0,0,0,0,0,0
エマソン エレクトリック,EMR,2024-08-16,103.1,119.5,119.5,-1.9,-0.2,-1.4,-2.0,-2.6,42.1,41.5,38.9,42.4,65.6,69.1,0,0,0,0,0,1
エンフェーズ エナジー,ENPH,2024-08-16,116.4,122.9,231.4,-0.4,0.3,0.3,4.3,-8.2,53.0,38.1,56.8,51.1,92.6,57.5,0,0,0,0,0,0
エンタジー,ETR,2024-08-16,117.6,123.6,123.6,2.2,-0.0,0.9,0.4,-2.6,60.7,41.2,61.5,63.1,157.2,58.3,0,0,0,0,0,0
EOG リソーシズ,EOG,2024-08-16,128.1,134.7,139.7,-0.0,0.1,-0.0,1.1,-4.2,53.2,40.3,55.5,51.3,97.9,59.7,0,0,0,0,0,0
エキファックス,EFX,2024-08-16,292.3,298.6,298.6,9.2,0.1,4.6,1.9,-3.4,64.9,39.0,67.4,67.2,154.0,65.6,0,0,0,0,0,0
EQIX,EQIX,2024-08-16,828.7,843.3,914.9,9.9,0.9,7.3,1.4,-3.2,57.8,40.3,60.2,58.2,116.5,65.0,0,0,0,0,0,0
EQR,EQR,2024-08-16,71.4,72.3,72.3,0.7,-0.0,0.4,0.7,-2.9,58.0,39.4,58.3,57.4,144.9,58.4,0,0,0,0,0,0
ESS,ESS,2024-08-16,284.0,292.4,292.4,1.6,0.0,0.9,0.3,-2.9,55.1,38.7,53.9,54.2,84.4,65.2,0,0,0,0,0,0
エスティ ローダー,EL,2024-08-16,95.0,107.6,260.5,-4.1,0.2,-2.2,1.8,-4.0,39.4,35.6,44.7,32.7,76.9,55.7,0,0,0,0,0,0
エッツィ,ETSY,2024-08-16,53.9,66.8,122.5,-1.6,-0.1,-0.2,-1.5,-6.8,41.7,38.1,40.4,40.2,75.6,54.8,0,0,0,0,0,0
エバジー,EVRG,2024-08-16,58.8,61.1,63.9,1.2,-0.0,0.7,0.2,-2.5,62.5,39.9,62.5,66.5,278.1,61.1,0,0,0,0,0,0
エバーソース エナジー,ES,2024-08-16,65.1,68.7,81.4,1.5,-0.1,0.9,-0.1,-2.8,58.3,38.5,57.5,62.4,157.7,63.0,0,0,0,0,0,0
エクセロン,EXC,2024-08-16,37.6,39.9,43.7,0.4,-0.0,0.3,0.7,-2.3,56.3,41.1,58.4,58.4,175.2,59.6,0,0,0,0,0,0
エクスペディア グループ,EXPE,2024-08-16,131.0,141.6,160.1,-0.5,0.3,0.7,3.0,-4.6,53.8,38.6,55.7,50.6,92.5,52.8,0,0,0,0,0,0
エクスペディターズ インターナショナル オブ ワシントン,EXPD,2024-08-16,120.1,129.1,131.2,-0.7,-0.0,-0.2,0.1,-2.4,47.8,41.3,46.5,45.8,91.9,65.1,0,0,0,0,0,0
EXR,EXR,2024-08-16,167.3,171.5,171.5,1.8,0.0,1.4,1.4,-3.3,58.6,38.0,59.7,56.9,112.4,54.9,0,0,0,0,0,0
エクソン モービル,XOM,2024-08-16,118.2,120.2,123.8,0.8,0.0,0.1,0.3,-3.0,54.3,40.7,55.3,55.5,118.6,53.3,0,0,0,0,0,0
F5,FFIV,2024-08-16,195.6,205.9,205.9,4.4,0.0,2.3,2.1,-3.0,60.7,39.6,62.6,60.2,211.5,54.3,0,0,0,0,0,0
ファスナル,FAST,2024-08-16,67.4,71.7,79.0,0.2,-0.0,-0.0,1.0,-2.3,52.1,41.1,53.4,50.5,116.5,64.6,0,0,0,0,0,0
FRT,FRT,2024-08-16,113.3,115.1,115.1,2.1,-0.0,1.3,0.9,-3.0,61.7,39.4,62.6,62.3,128.1,61.5,0,0,0,0,0,0
フェデックス,FDX,2024-08-16,285.4,313.8,313.8,-0.7,-0.4,1.3,0.2,-3.4,50.9,38.7,47.0,46.7,97.4,58.7,0,0,0,0,0,0
フィデリティナショナルインフォメーションサービス,FIS,2024-08-16,79.0,79.2,79.2,0.4,0.1,-0.3,2.1,-3.6,58.0,37.9,61.2,55.0,95.1,58.9,0,0,0,0,0,0
フィフス サード バンコープ,FITB,2024-08-16,40.7,42.9,42.9,0.4,-0.0,0.1,1.9,-3.6,57.4,40.1,58.0,54.5,127.8,62.4,0,0,0,0,0,0
ファーストエナジー,FE,2024-08-16,42.6,43.7,43.7,0.8,-0.0,0.3,1.0,-2.5,67.9,39.9,72.5,70.4,236.7,62.3,0,0,0,0,0,0
FISV,FISV,2024-08-16,167.3,166.0,,2.2,0.1,0.7,2.8,-1.5,62.8,43.5,66.6,60.0,144.3,67.0,0,0,0,1,0,0
FMC,FMC,2024-08-16,63.2,68.6,128.5,0.9,0.0,0.9,2.7,-3.7,56.9,36.2,61.2,56.4,103.2,58.4,0,0,0,0,0,0
フォード モーター,F,2024-08-16,10.5,14.9,15.4,-0.7,0.0,-0.3,1.4,-4.4,39.9,38.5,39.6,34.2,66.7,56.4,0,0,0,0,0,0
フォーティネット,FTNT,2024-08-16,74.7,73.8,81.2,2.2,0.4,1.1,8.0,-3.8,72.0,41.4,79.9,65.1,154.9,73.7,0,0,0,1,0,0
フォーティブ,FTV,2024-08-16,69.6,79.4,87.1,-1.4,0.0,-0.8,0.4,-2.6,43.6,40.0,44.7,41.2,69.7,68.1,0,0,0,0,0,0
フォックス A,FOXA,2024-08-16,39.5,39.8,39.8,0.9,0.0,0.6,1.8,-3.1,67.3,41.3,68.1,67.1,201.6,62.8,0,0,0,0,0,0
フォックス B,FOX,2024-08-16,36.8,37.1,37.1,0.9,-0.0,0.5,1.6,-3.0,67.8,41.0,68.5,67.5,124.0,53.5,0,0,0,0,0,0
フランクリン リソーシズ,BEN,2024-08-16,22.8,24.4,30.3,-0.2,0.0,0.0,2.5,-3.6,50.0,38.9,53.7,45.9,106.6,55.2,0,0,0,0,0,0
フリーポート マクモラン,FCX,2024-08-16,43.4,52.0,55.2,-1.8,0.1,-1.4,2.2,-5.0,43.9,40.0,46.4,37.3,59.6,54.5,0,0,0,0,0,0
ギャップ,GPS,2024-08-16,24.2,24.7,30.6,-0.3,0.1,-0.4,5.6,-5.9,54.1,38.2,58.3,49.7,81.5,52.6,0,0,0,0,0,0
ガーミン,GRMN,2024-08-16,172.1,179.8,179.8,0.6,-0.0,-0.6,1.5,-2.5,56.0,39.6,56.4,53.3,127.1,57.7,0,0,0,0,0,0
ガートナー,IT,2024-08-16,482.7,509.1,509.1,6.7,-0.1,2.8,0.8,-2.7,56.3,43.5,56.6,57.0,99.9,69.3,0,0,0,0,0,0
ジェネラック ホールディングス,GNRC,2024-08-16,150.6,169.6,169.6,-0.4,-0.0,0.1,3.0,-5.3,54.3,37.9,55.8,49.6,114.1,48.9,0,0,0,0,0,0
ゼネラル ダイナミクス,GD,2024-08-16,296.6,300.8,302.8,0.4,0.2,-1.6,1.2,-2.0,54.7,41.6,57.9,52.5,130.2,63.4,0,0,0,0,0,0
ゼネラル エレクトリック,GE,2024-08-16,169.4,177.2,177.2,1.1,0.1,-1.5,1.3,-3.3,55.2,41.2,56.9,53.9,147.9,63.4,0,0,0,0,0,0
ゼネラル ミルズ,GIS,2024-08-16,69.0,71.1,90.9,1.0,0.0,0.3,0.4,-2.0,56.0,38.4,58.1,60.0,176.8,59.7,0,0,0,0,0,0
ゼネラル モーターズ,GM,2024-08-16,45.3,50.5,50.5,-1.0,0.1,-0.7,3.6,-4.2,51.2,38.6,54.6,44.0,121.1,63.3,0,0,0,0,0,0
ジェニュイン パーツ,GPC,2024-08-16,138.9,149.2,174.9,-0.3,-0.1,-0.7,0.3,-2.4,48.1,40.8,49.2,47.9,122.9,69.9,0,0,0,0,0,0
ギリアド サイエンシズ,GILD,2024-08-16,73.8,78.4,87.9,1.2,-0.1,1.3,-0.6,-2.4,54.4,38.6,51.6,56.7,150.0,60.9,0,0,0,0,0,0
グローバル ペイメンツ,GPN,2024-08-16,108.8,109.3,141.8,0.8,0.3,0.7,4.9,-3.8,59.0,38.0,65.4,55.7,164.5,61.4,0,0,0,0,0,0
グローブ ライフ,GL,2024-08-16,96.9,97.2,132.0,1.9,0.1,2.7,3.9,-2.4,63.1,41.6,71.0,63.5,291.1,69.4,0,0,0,0,0,0
ゴールドマン サックス グループ,GS,2024-08-16,504.3,517.3,517.3,4.2,0.2,1.6,2.4,-2.9,58.9,41.1,60.3,55.9,131.5,53.9,0,0,0,0,0,0
ハリバートン,HAL,2024-08-16,31.4,37.1,43.8,-0.8,-0.0,-0.4,-0.3,-4.7,41.6,39.8,41.0,39.9,124.5,60.6,0,0,0,0,0,0
ヘインズブランズ,HBI,2024-08-16,6.4,6.5,6.5,0.2,0.0,0.1,6.2,-5.3,60.9,37.8,63.4,59.1,79.7,52.2,0,0,0,0,0,0
ハスブロ,HAS,2024-08-16,66.3,66.2,73.6,1.2,0.0,0.5,2.8,-3.6,60.7,36.7,64.5,59.4,192.5,62.5,0,0,0,1,0,0
HCA ヘルスケア,HCA,2024-08-16,373.8,375.6,375.6,8.6,0.3,2.7,2.5,-3.0,66.6,39.9,73.2,67.2,391.4,68.4,0,0,0,0,0,0
ヘンリー シャイン,HSIC,2024-08-16,69.8,73.4,85.8,0.2,-0.0,0.3,1.0,-2.7,51.6,40.2,52.8,51.8,93.0,56.1,0,0,0,0,0,0
ヘス,HES,2024-08-16,136.6,157.6,167.8,-3.6,-0.1,-2.0,0.2,-4.3,41.3,41.0,40.9,38.5,103.3,63.8,0,0,0,0,0,0
ヒューレット パッカード エンタープライズ,HPE,2024-08-16,18.7,21.6,22.8,-0.7,0.0,-0.3,3.0,-3.6,47.5,40.3,48.5,39.5,44.1,61.3,0,0,0,0,0,1
ヒルトン ワールドワイド ホールディングス,HLT,2024-08-16,212.5,229.0,229.0,-2.0,0.1,-1.5,1.8,-2.9,51.3,44.0,52.5,45.9,103.1,63.6,0,0,0,0,0,0
ホロジック,HOLX,2024-08-16,81.5,84.7,87.9,1.6,-0.1,0.9,-0.1,-2.4,58.4,39.2,56.8,62.2,117.4,67.0,0,0,0,0,0,0
ホーム デポ,HD,2024-08-16,362.1,375.7,396.9,0.9,0.0,0.9,2.0,-2.6,55.1,39.5,57.3,51.9,143.3,57.2,0,0,0,0,0,0
ハネウェル インターナショナル,HON,2024-08-16,198.5,220.8,220.8,-3.3,-0.1,-1.3,-0.4,-2.4,41.1,40.0,36.9,36.8,87.7,63.7,0,0,0,0,0,0
ホーメル フーズ,HRL,2024-08-16,32.4,33.1,41.7,0.2,-0.0,0.1,1.1,-2.4,53.1,37.8,56.4,53.8,180.4,61.2,0,0,0,0,0,0
HST,HST,2024-08-16,16.5,18.9,21.3,-0.4,0.0,-0.2,0.3,-3.7,41.6,40.8,42.2,38.5,111.0,62.4,0,0,0,0,0,0
ハウメット エアロスペース,HWM,2024-08-16,95.8,97.3,97.3,3.1,0.1,0.8,3.3,-2.9,64.0,43.3,66.7,62.5,165.6,71.8,0,0,0,0,0,0
HP,HPQ,2024-08-16,35.9,38.4,39.5,-0.4,0.0,-0.0,3.5,-3.4,54.3,40.9,56.2,46.8,123.8,64.8,0,0,0,0,0,0
ヒューマナ,HUM,2024-08-16,350.4,406.5,541.2,-4.3,-0.4,4.0,-1.7,-3.1,44.5,37.7,40.0,44.3,96.5,57.5,0,0,0,0,0,0
ハンチントン バンクシェアーズ,HBAN,2024-08-16,13.9,15.2,15.4,-0.0,-0.0,-0.0,1.3,-3.8,51.6,39.5,51.2,49.1,160.4,52.2,0,0,0,0,0,0
ハンティントン インガルス インダストリーズ,HII,2024-08-16,270.6,285.8,299.5,2.0,0.0,1.0,2.0,-2.8,57.0,39.5,59.8,55.3,159.5,58.7,0,0,0,0,0,0
インターナショナル ビジネス マシーンズ,IBM,2024-08-16,193.8,196.3,199.2,3.2,-0.0,1.6,1.3,-2.3,62.1,40.1,63.7,62.5,97.0,58.9,0,0,0,0,0,0
アイデックス,IEX,2024-08-16,196.6,213.2,246.4,-2.4,-0.0,-1.7,0.7,-2.5,45.3,39.5,47.2,43.4,71.7,65.7,0,0,0,0,0,0
アイデックス ラボラトリーズ,IDXX,2024-08-16,492.3,517.0,583.4,-2.3,0.7,-2.0,2.3,-3.4,52.5,40.0,56.8,49.3,102.7,59.7,0,0,0,0,0,0
イリノイ ツール ワークス,ITW,2024-08-16,241.9,256.3,271.1,-0.6,-0.1,-0.1,0.7,-2.2,49.7,40.3,51.1,47.9,103.8,68.6,0,0,0,0,0,0
イルミナ,ILMN,2024-08-16,130.3,129.6,232.1,2.9,0.1,3.1,5.0,-4.9,60.5,35.3,64.3,59.0,152.0,52.7,0,0,0,1,0,0
インサイト,INCY,2024-08-16,62.2,70.4,76.2,-0.1,-0.1,0.5,0.0,-3.1,50.2,37.1,47.2,47.9,118.6,52.4,0,0,0,0,0,0
インガーソール ランド,IR,2024-08-16,91.0,101.3,101.3,-1.1,-0.0,-1.0,0.1,-3.0,47.7,42.4,46.7,46.1,94.8,61.2,0,0,0,0,0,0
インテル,INTC,2024-08-16,20.9,37.2,51.3,-2.9,-0.1,-1.1,-2.8,-4.6,32.4,37.2,31.4,29.2,54.3,52.0,0,0,0,0,0,0
インターコンチネンタル エクスチェンジ,ICE,2024-08-16,156.5,157.2,157.2,2.9,0.0,1.4,1.6,-2.2,71.2,41.4,74.6,71.6,136.4,61.9,0,0,0,0,0,0
インターナショナルフレーバーアンドフレグランス,IFF,2024-08-16,98.6,101.9,101.9,0.1,0.0,-0.2,1.4,-3.7,54.6,38.6,55.6,51.3,86.1,55.1,0,0,0,0,0,0
インターナショナル ペーパー,IP,2024-08-16,47.1,47.3,47.4,0.2,0.0,0.2,2.7,-3.1,59.0,38.4,61.4,54.3,188.6,57.5,0,0,0,0,0,0
インターパブリック グループ,IPG,2024-08-16,31.2,32.5,41.0,0.2,0.0,0.1,1.7,-3.0,55.4,39.7,59.0,54.5,172.0,61.0,0,0,0,0,0,0
インテュイット,INTU,2024-08-16,653.5,674.3,676.6,-0.6,0.7,-0.7,2.4,-3.3,54.8,42.8,57.9,51.5,98.6,67.4,0,0,0,0,0,0
インテュイティブ サージカル,ISRG,2024-08-16,479.0,480.5,480.5,7.4,0.7,2.8,2.8,-3.2,63.5,41.2,66.8,60.7,114.7,67.9,0,0,0,0,0,0
インベスコ,IVZ,2024-08-16,16.9,17.5,18.7,0.1,0.0,0.2,3.0,-4.3,56.6,39.1,58.6,54.5,152.5,63.6,0,0,0,0,0,0
IPG フォトニクス,IPGP,2024-08-16,67.5,92.2,141.9,-4.6,-0.1,-1.5,-2.2,-4.6,34.3,37.7,31.7,30.9,56.6,62.6,0,0,0,0,0,1
IQVIAホールディングス,IQV,2024-08-16,239.6,250.0,261.7,3.8,-0.2,1.7,0.9,-3.5,54.7,39.5,55.0,55.4,101.7,59.1,0,0,0,0,0,0
IRM,IRM,2024-08-16,108.3,112.8,112.8,3.8,-0.0,1.9,1.0,-2.7,67.8,43.2,66.7,68.8,155.4,69.1,0,0,0,0,0,0
JB ハント トランスポート サービシズ,JBHT,2024-08-16,170.4,176.4,219.5,0.6,0.0,1.5,2.7,-2.8,55.0,40.6,59.2,52.0,142.4,58.9,0,0,0,0,0,0
ジャック ヘンリー アンド アソシエーツ,JKHY,2024-08-16,165.1,173.0,178.4,-0.0,-0.1,-0.2,-0.4,-2.5,48.3,40.7,46.8,48.7,94.7,65.0,0,0,0,0,0,0
ジェイコブズ ソリューションズ,J,2024-08-16,146.9,152.4,154.5,0.3,0.1,0.1,1.6,-2.4,55.5,42.9,58.6,52.8,142.0,65.6,0,0,0,0,0,0
JM スマッカー,SJM,2024-08-16,118.8,124.3,159.9,1.5,-0.1,1.4,-0.0,-2.3,54.2,41.0,54.2,56.4,87.3,61.3,0,0,0,0,0,0
ジョンソン & ジョンソン,JNJ,2024-08-16,159.4,165.8,176.0,2.4,-0.1,1.8,0.1,-1.7,56.8,39.2,56.3,58.6,109.6,52.6,0,0,0,0,0,0
ジョンソンコントロールズインターナショナル,JCI,2024-08-16,69.4,75.4,75.4,-0.2,0.0,-0.4,1.5,-3.0,52.4,36.6,53.7,49.8,75.7,65.3,0,0,0,0,0,0
JPモルガン チェース,JPM,2024-08-16,214.0,217.6,217.6,0.4,0.2,-0.4,2.7,-2.6,57.9,41.4,60.8,53.4,136.6,61.0,0,0,0,0,0,0
ジュニパー ネットワークス,JNPR,2024-08-16,38.9,39.0,39.0,0.5,0.0,0.1,0.8,-2.8,69.3,40.1,73.3,70.3,139.9,53.8,0,0,0,0,0,0
ケラノバ,K,2024-08-16,80.3,80.5,80.5,4.2,0.4,2.0,7.2,-2.0,81.6,40.2,87.8,78.7,449.1,57.7,0,0,0,0,0,0
キーコープ,KEY,2024-08-16,16.4,17.1,18.6,0.1,0.0,0.1,5.1,-4.2,59.5,39.0,63.0,55.1,154.2,60.3,0,0,0,0,0,0
キーサイト テクノロジー,KEYS,2024-08-16,135.3,149.7,172.7,-3.2,0.2,-1.3,4.7,-3.3,50.1,38.4,54.8,43.2,97.7,59.6,0,0,0,0,0,0
キンバリー-クラーク,KMB,2024-08-16,142.5,145.6,147.9,0.2,0.1,0.3,1.5,-1.9,55.4,39.4,56.7,52.3,138.1,56.5,0,0,0,0,0,0
KIM,KIM,2024-08-16,22.3,22.6,22.8,0.5,-0.0,0.4,1.7,-3.3,63.5,40.2,65.2,63.1,130.1,63.0,0,0,0,0,0,0
キンダー モーガン,KMI,2024-08-16,21.1,21.9,21.9,0.2,-0.0,0.1,0.5,-2.5,56.7,41.0,55.3,55.8,156.1,51.6,0,0,0,0,0,0
KLA,KLAC,2024-08-16,819.6,896.3,896.3,-12.2,2.8,-9.2,4.6,-3.7,53.6,44.5,56.0,49.4,114.2,67.1,0,0,0,0,0,0
クラフト ハインツ,KHC,2024-08-16,34.6,36.5,41.5,0.4,-0.0,0.1,0.2,-2.4,53.0,36.9,54.5,56.4,170.8,60.2,0,0,0,0,0,0
クローガー,KR,2024-08-16,53.2,55.8,58.3,0.3,-0.1,-0.1,-0.3,-2.2,50.0,42.4,48.2,51.0,112.1,72.0,0,0,0,0,0,0
L3ハリス テクノロジーズ,LHX,2024-08-16,228.5,245.6,245.6,-0.0,-0.1,-0.1,0.2,-2.7,51.2,39.9,49.5,49.5,96.9,63.1,0,0,0,0,0,0
ラボラトリー コーポレーション オブ アメリカ ホールディングス,LH,2024-08-16,227.5,238.5,238.5,4.7,-0.1,3.3,1.6,-2.5,59.0,40.5,59.9,59.4,139.8,58.0,0,0,0,0,0,0
ラム リサーチ,LRCX,2024-08-16,871.1,1130.0,1130.0,-48.6,3.2,-29.1,3.2,-4.4,46.1,42.3,48.1,41.0,72.4,63.8,0,0,0,0,0,0
ラム ウェストン ホールディングス,LW,2024-08-16,60.9,82.7,117.4,-5.1,0.3,-2.5,1.6,-3.2,37.8,35.9,41.1,34.8,75.5,55.4,0,0,0,0,0,0
ラスベガス サンズ,LVS,2024-08-16,40.4,43.2,65.6,-0.9,0.1,-0.5,2.2,-4.3,45.8,37.7,51.6,40.8,81.5,51.4,0,0,0,0,0,0
レゲット アンド プラット,LEG,2024-08-16,12.3,13.7,34.8,0.1,-0.0,0.5,-1.2,-4.1,47.7,36.2,47.8,50.7,84.9,49.4,0,0,0,0,0,0
レイドス ホールディングス,LDOS,2024-08-16,148.0,155.4,155.4,-0.6,0.1,-1.2,1.2,-2.6,53.2,39.9,53.9,49.1,115.0,57.9,0,0,0,0,0,0
レナー A,LEN,2024-08-16,171.8,182.5,182.5,3.2,-0.2,0.9,0.7,-3.4,56.3,42.4,56.2,56.7,143.1,70.8,0,0,0,0,0,0
リンカーン ナショナル,LNC,2024-08-16,31.4,36.5,36.5,-0.5,-0.0,-0.2,3.4,-5.0,51.2,39.2,52.8,45.4,139.7,65.8,0,0,0,0,0,0
リンデ,LIN,2024-08-16,456.8,459.5,477.7,2.5,0.1,0.1,1.3,-2.2,59.2,43.6,63.4,57.2,131.3,58.8,0,0,0,0,0,0
ライブ ネイション エンターテインメント,LYV,2024-08-16,95.2,100.0,107.2,-0.5,0.1,-0.4,2.3,-4.0,52.8,40.3,56.3,49.1,129.8,55.1,0,0,0,0,0,0
LKQ,LKQ,2024-08-16,40.3,46.6,59.4,-0.8,0.0,-0.2,1.3,-2.8,45.5,39.1,47.3,42.6,103.1,60.4,0,0,0,0,0,0
ロッキード マーチン,LMT,2024-08-16,560.1,564.2,564.2,20.4,-0.0,10.2,1.3,-2.1,79.6,40.4,82.4,83.5,216.6,62.6,0,0,0,0,0,0
ロウズ,L,2024-08-16,79.0,83.5,83.5,0.3,-0.0,0.0,1.4,-2.2,55.2,43.0,57.0,52.7,132.7,67.9,0,0,0,0,0,0
ロウズ カンパニーズ,LOW,2024-08-16,241.1,249.0,262.5,2.4,-0.1,1.2,1.4,-2.9,55.6,41.3,56.9,54.8,135.0,66.3,0,0,0,0,0,0
ルーメン テクノロジーズ,LUMN,2024-08-16,6.0,7.8,7.8,1.0,0.0,0.5,19.1,-6.7,70.4,35.4,70.2,73.0,498.3,51.4,0,0,0,0,0,0
ライオンデルバセル・インダストリーズ,LYB,2024-08-16,97.1,100.5,107.0,0.0,0.0,-0.2,0.6,-3.2,51.0,41.2,52.6,50.8,106.1,60.3,0,0,0,0,0,0
Ｍ＆Ｔバンク,MTB,2024-08-16,163.1,176.4,176.4,1.6,-0.3,1.1,0.5,-3.5,55.0,40.4,52.9,52.9,165.2,61.0,0,0,0,0,0,0
マラソン オイル,MRO,2024-08-16,28.2,29.7,30.1,-0.2,0.0,-0.1,1.8,-5.0,52.9,40.7,55.5,47.9,156.1,67.8,0,0,0,0,0,0
マラソン ペトロレアム,MPC,2024-08-16,180.0,183.3,221.1,1.1,0.3,-1.3,2.2,-3.4,55.9,41.5,60.8,55.1,148.9,63.6,0,0,0,0,0,0
マーケットアクセス ホールディングス,MKTX,2024-08-16,234.0,243.0,399.8,6.4,-0.0,5.3,0.1,-3.9,57.7,35.8,57.7,61.3,103.8,50.6,0,0,0,0,0,0
マリオット インターナショナル,MAR,2024-08-16,220.6,255.3,260.6,-5.9,0.1,-3.6,0.4,-3.2,42.3,42.4,42.4,37.9,55.6,56.0,0,0,0,0,0,1
マーシュ アンド マクレナン,MMC,2024-08-16,221.9,227.6,227.6,1.4,-0.0,0.8,0.9,-1.9,58.1,43.2,58.5,56.3,187.5,69.3,0,0,0,0,0,0
マーチン マリエッタ マテリアルズ,MLM,2024-08-16,534.9,603.3,626.7,-4.1,-0.7,-7.3,-0.8,-2.9,44.9,41.6,43.4,44.5,71.8,66.9,0,0,0,0,0,0
マスコ,MAS,2024-08-16,76.1,79.5,79.5,1.2,-0.0,0.4,1.8,-3.0,57.7,40.4,59.6,57.1,102.4,66.1,0,0,0,0,0,0
マスターカード,MA,2024-08-16,468.9,474.0,490.0,3.0,0.5,-0.1,2.1,-2.6,58.5,42.3,63.5,56.4,121.9,65.6,0,0,0,0,0,0
マッチ グループ,MTCH,2024-08-16,35.2,38.8,49.2,0.8,-0.0,0.7,0.7,-5.3,55.5,37.8,55.2,56.6,91.3,50.1,0,0,0,0,0,0
マコーミック-議決権なし,MKC,2024-08-16,77.2,79.4,94.4,1.4,-0.0,0.7,0.1,-2.5,58.0,37.7,57.9,62.4,333.2,56.9,0,0,0,0,0,0
マクドナルド,MCD,2024-08-16,278.5,277.9,302.4,3.8,0.2,2.4,2.6,-1.9,61.0,40.1,66.9,60.0,143.3,56.1,0,0,0,1,0,0
マケッソン,MCK,2024-08-16,547.7,637.5,637.5,-4.2,-1.7,-6.1,-2.9,-2.0,40.2,46.2,34.5,44.8,151.7,68.3,0,1,1,0,0,0
メドトロニック,MDT,2024-08-16,84.6,84.0,92.0,0.6,0.1,0.2,2.8,-2.5,59.9,38.9,66.6,57.7,125.7,57.8,0,0,0,1,0,0
メルク,MRK,2024-08-16,113.7,129.9,134.6,-3.4,0.0,-2.3,-0.6,-2.1,38.7,42.0,37.4,36.5,71.0,65.6,0,0,0,0,0,0
メットライフ,MET,2024-08-16,73.1,79.3,79.3,-0.4,-0.0,-0.2,2.3,-2.9,52.7,42.0,54.6,48.1,181.8,61.0,0,0,0,0,0,0
メトラー-トレド インターナショナル,MTD,2024-08-16,1417.6,1546.9,1616.0,3.8,-0.2,-5.9,0.4,-3.4,51.5,40.3,51.5,51.3,100.6,67.3,0,0,0,0,0,0
ＭＧＭリゾーツ インターナショナル,MGM,2024-08-16,38.9,47.3,51.3,-1.4,0.0,-0.5,1.5,-4.1,45.4,40.7,46.0,41.5,84.9,60.0,0,0,0,0,0,0
マイクロチップ テクノロジー,MCHP,2024-08-16,80.8,97.0,100.6,-3.5,0.1,-2.0,1.9,-3.8,45.0,42.9,46.4,40.8,65.8,69.4,0,0,0,0,0,1
マイクロン テクノロジー,MU,2024-08-16,108.0,137.1,157.5,-7.9,0.6,-5.2,7.4,-4.1,46.9,41.9,51.3,38.3,63.9,64.2,0,0,0,0,0,1
マイクロソフト,MSFT,2024-08-16,418.5,468.4,468.4,-8.6,0.5,-5.3,1.1,-2.7,46.5,43.7,47.4,40.6,59.4,66.5,0,0,0,0,0,1
MAA,MAA,2024-08-16,152.8,154.8,161.6,2.9,0.1,1.8,0.9,-2.5,62.5,39.9,64.7,63.3,127.4,63.4,0,0,0,0,0,0
モデルナ,MRNA,2024-08-16,86.8,129.4,170.5,-10.3,-0.1,-6.2,-1.1,-7.1,34.5,39.4,31.8,27.9,46.8,54.3,0,0,0,0,0,1
モホーク インダストリーズ,MHK,2024-08-16,146.4,164.1,164.1,6.5,-0.4,3.1,0.1,-4.1,59.2,39.5,57.6,61.0,96.3,58.2,0,0,0,0,0,0
