Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign
モルソン クアーズ ビバレッジ B,TAP,2024-08-16,53.6,55.2,70.9,0.2,0.0,0.1,1.2,-3.0,51.5,38.5,54.8,52.0,178.1,56.1,0,0,0,0,0,0
モンデリーズ インターナショナル,MDLZ,2024-08-16,70.1,73.4,78.6,0.8,0.0,0.4,0.5,-1.9,55.9,41.5,58.4,58.9,108.8,62.9,0,0,0,0,0,0
モノリシック パワー システムズ,MPWR,2024-08-16,914.7,925.9,925.9,5.5,3.1,4.2,6.6,-4.8,58.0,42.8,60.6,53.9,129.0,68.4,0,0,0,0,0,0
モンスター ビバレッジ,MNST,2024-08-16,46.7,52.4,61.2,-0.8,-0.1,-0.4,-1.6,-2.2,39.4,40.7,37.7,40.6,78.7,61.4,0,0,1,0,0,0
ムーディーズ,MCO,2024-08-16,466.7,469.8,469.8,7.6,0.1,4.5,1.1,-2.7,61.9,41.0,62.3,61.3,194.6,63.0,0,0,0,0,0,0
モルガン スタンレー,MS,2024-08-16,101.4,109.1,109.1,-1.0,0.1,-0.3,3.2,-3.2,54.2,40.9,56.6,47.6,147.5,56.4,0,0,0,0,0,0
モトローラ ソリューションズ,MSI,2024-08-16,421.4,424.5,424.5,6.6,0.4,2.8,2.0,-2.3,68.1,43.4,70.9,66.1,153.2,67.8,0,0,0,0,0,0
MSCI,MSCI,2024-08-16,561.7,571.0,617.4,10.5,0.4,8.0,2.9,-3.2,63.4,41.4,67.7,62.4,167.1,60.7,0,0,0,0,0,0
ナスダック,NDAQ,2024-08-16,69.8,70.0,70.0,1.7,0.0,0.8,2.1,-2.3,66.6,40.4,69.5,66.5,257.3,61.9,0,0,0,0,0,0
ネットアップ,NTAP,2024-08-16,130.5,135.0,135.0,-0.8,0.3,-0.6,3.9,-3.2,58.0,41.3,60.5,50.8,96.5,60.2,0,0,0,0,0,0
ネットフリックス,NFLX,2024-08-16,674.1,697.5,697.5,-4.7,1.7,-6.1,4.2,-4.0,58.8,39.6,65.6,50.3,60.8,56.5,0,0,0,0,0,0
ニューウェル ブランズ,NWL,2024-08-16,7.3,9.0,14.6,0.2,-0.0,0.1,0.3,-5.2,51.2,36.0,51.2,51.7,80.4,56.7,0,0,0,0,0,0
ニューモント,NEM,2024-08-16,50.2,50.7,52.8,1.0,0.0,0.7,3.0,-3.9,62.8,37.8,65.4,60.6,160.0,52.9,0,0,0,0,0,0
ニューズ コーポレーション A,NWSA,2024-08-16,27.4,28.6,28.6,-0.1,0.0,-0.1,0.7,-3.0,51.8,39.5,51.9,49.6,88.5,63.6,0,0,0,0,0,0
ニューズ コーポレーション B,NWS,2024-08-16,28.5,29.4,29.4,-0.1,0.0,-0.1,1.0,-3.0,52.8,39.7,53.3,50.4,72.6,66.3,0,0,0,0,0,0
ネクステラ エナジー,NEE,2024-08-16,78.6,80.6,80.6,1.2,0.0,0.3,1.4,-2.7,58.5,39.5,61.4,58.6,163.0,59.7,0,0,0,0,0,0
ナイキ,NKE,2024-08-16,83.2,83.1,128.7,-1.2,0.4,-0.5,7.0,-3.7,55.9,37.3,68.5,50.1,302.7,52.6,0,0,0,1,0,0
ナイソース,NI,2024-08-16,31.9,32.4,32.4,0.5,-0.0,0.3,1.2,-2.4,64.3,41.8,65.8,64.5,216.2,66.3,0,0,0,0,0,0
ノーフォーク サザン,NSC,2024-08-16,240.4,252.6,263.7,4.3,-0.2,1.5,-0.0,-2.9,55.2,39.2,55.6,57.8,108.8,60.3,0,0,0,0,0,0
ノーザン トラスト,NTRS,2024-08-16,87.2,92.5,95.8,-0.2,0.0,0.0,2.4,-3.5,54.2,40.2,56.6,49.3,119.9,56.6,0,0,0,0,0,0
ノースロップ グラマン,NOC,2024-08-16,506.7,507.5,507.5,14.3,0.2,6.8,1.9,-2.3,70.8,41.4,77.8,74.1,180.2,61.5,0,0,0,0,0,0
ノルウェージャン・クルーズ・ライン・ホールディングス,NCLH,2024-08-16,16.1,20.6,22.8,-0.7,-0.0,-0.2,0.3,-7.1,43.8,38.4,42.4,39.3,81.5,54.8,0,0,0,0,0,0
NRG エナジー,NRG,2024-08-16,82.8,83.3,87.6,0.1,0.3,-1.1,4.2,-3.3,58.2,40.7,64.1,54.5,146.8,68.2,0,0,0,0,0,0
ニューコア,NUE,2024-08-16,145.2,167.5,203.0,-3.6,-0.2,-2.5,-0.7,-3.9,40.0,39.2,39.2,38.1,81.3,57.7,0,0,0,0,0,0
エヌビディア,NVDA,2024-08-16,124.6,136.1,140.8,-2.6,0.6,-1.9,8.5,-4.6,55.6,43.8,59.1,48.9,80.1,75.0,0,0,0,0,0,0
NVR,NVR,2024-08-16,8668.9,8700.0,8700.0,153.4,-3.0,68.5,1.5,-2.6,62.2,43.8,64.8,61.3,165.5,66.3,0,0,0,0,0,0
NXP セミコンダクターズ,NXPI,2024-08-16,254.4,296.1,296.1,-6.9,0.4,-4.4,2.8,-3.9,49.0,42.6,50.6,44.7,67.2,64.7,0,0,0,0,0,0
オライリー オートモーティブ,ORLY,2024-08-16,1119.5,1147.4,1169.1,20.5,-0.6,8.7,0.2,-2.0,58.5,43.7,58.7,61.5,235.7,73.0,0,0,0,0,0,0
オクシデンタル ペトロリアム,OXY,2024-08-16,57.6,64.8,71.2,-1.0,-0.0,-0.6,-0.5,-4.9,42.0,40.2,41.6,39.7,51.8,60.3,0,0,0,0,0,1
オールド ドミニオン フレイト ライン,ODFL,2024-08-16,200.2,216.5,227.8,2.5,-0.2,2.3,2.0,-3.0,55.3,42.4,56.4,54.4,102.1,67.4,0,0,0,0,0,0
オムニコム グループ,OMC,2024-08-16,96.6,98.7,99.2,0.6,0.1,0.0,2.2,-2.8,56.7,39.4,60.2,54.7,202.9,64.7,0,0,0,0,0,0
ワンオーク,OKE,2024-08-16,87.5,87.1,87.1,0.7,0.1,0.1,2.6,-3.0,61.9,42.0,66.2,58.1,211.6,62.3,0,0,0,1,1,0
オラクル,ORCL,2024-08-16,137.5,146.6,146.6,-1.3,0.1,-0.2,2.2,-2.5,53.2,41.7,54.2,47.6,90.3,66.0,0,0,0,0,0,0
オルガノン,OGN,2024-08-16,20.4,22.6,25.0,-0.2,-0.0,-0.1,0.8,-4.8,49.1,34.3,48.5,46.8,93.7,43.1,0,0,0,0,0,0
オーチス ワールドワイド,OTIS,2024-08-16,92.1,100.8,100.8,-1.1,-0.0,-0.9,-0.8,-2.1,42.9,41.8,40.2,41.6,64.0,63.1,0,0,0,0,0,0
パッカー,PCAR,2024-08-16,95.2,113.2,125.5,-2.8,0.1,-2.2,0.9,-2.3,42.3,42.3,43.8,38.9,100.5,61.6,0,0,0,0,0,0
パッケージング コープ オブ アメリカ,PKG,2024-08-16,196.6,202.0,202.0,2.3,-0.1,0.7,0.7,-2.3,57.1,41.8,57.3,57.1,156.9,61.7,0,0,0,0,0,0
パーカーハネフィン,PH,2024-08-16,583.4,593.3,593.3,7.9,1.2,1.5,3.0,-2.6,59.1,43.1,62.2,57.6,109.7,64.8,0,0,0,0,0,0
ペイチェックス,PAYX,2024-08-16,125.2,129.9,129.9,0.9,-0.0,0.3,0.1,-2.4,53.2,42.6,53.4,54.3,166.0,65.4,0,0,0,0,0,0
ペイコム ソフトウェア,PAYC,2024-08-16,160.0,178.9,374.0,1.5,-0.2,3.0,1.1,-4.9,51.5,37.4,53.4,52.4,176.2,63.0,0,0,0,0,0,0
ペイパル ホールディングス,PYPL,2024-08-16,68.0,68.1,79.3,1.0,0.1,0.4,4.2,-4.9,60.3,37.7,65.6,58.2,144.2,53.0,0,0,0,0,0,0
ペン エンターテインメント,PENN,2024-08-16,19.2,21.4,31.6,-0.1,0.0,0.3,2.8,-6.0,52.8,38.9,54.0,50.0,70.7,57.3,0,0,0,0,0,0
ペンテア,PNR,2024-08-16,84.5,89.6,89.6,1.1,-0.1,0.1,0.6,-2.8,53.7,40.3,53.8,53.9,115.3,69.8,0,0,0,0,0,0
ペプシコ,PEP,2024-08-16,172.6,180.9,196.9,1.3,-0.0,0.3,0.0,-1.7,53.1,42.1,54.1,55.4,137.9,67.5,0,0,0,0,0,0
ファイザー,PFE,2024-08-16,28.3,31.5,42.2,0.1,-0.1,0.2,-2.2,-2.9,45.9,37.6,39.5,48.0,91.0,52.7,0,0,0,0,0,0
フィリップ モリス インターナショナル,PM,2024-08-16,118.1,119.1,119.1,3.1,-0.0,1.8,1.3,-2.2,69.8,41.8,70.7,71.1,335.3,64.6,0,0,0,0,0,0
フィリップス 66,PSX,2024-08-16,138.9,150.1,174.1,-0.8,0.1,-1.5,1.3,-4.0,49.8,39.9,52.3,48.1,101.6,57.9,0,0,0,0,0,0
ピナクル ウエスト キャピタル,PNW,2024-08-16,86.4,89.4,89.4,1.8,-0.1,1.1,0.8,-2.5,65.6,38.5,66.6,67.8,455.6,60.3,0,0,0,0,0,0
ＰＮＣファイナンシャルサービシズグループ,PNC,2024-08-16,173.0,182.8,182.8,1.5,-0.2,1.1,1.3,-3.3,55.9,40.3,55.0,53.6,140.1,67.4,0,0,0,0,0,0
プール,POOL,2024-08-16,345.3,382.8,422.7,4.6,-0.5,0.9,-0.9,-3.4,50.0,41.2,49.8,52.8,112.5,67.8,0,0,0,0,0,0
ＰＰＧインダストリーズ,PPG,2024-08-16,122.4,135.6,152.9,-2.1,0.0,-0.7,1.0,-2.8,43.8,39.1,45.8,38.4,89.6,66.1,0,0,0,0,0,0
ピーピーエル,PPL,2024-08-16,31.2,31.5,31.5,0.6,0.0,0.2,1.5,-2.4,67.8,40.6,73.2,69.2,341.7,64.5,0,0,0,0,0,0
プリンシパル ファイナンシャル グループ,PFG,2024-08-16,77.5,88.3,88.3,-1.6,0.0,-0.7,1.5,-3.0,46.0,40.7,47.0,40.3,106.2,57.4,0,0,0,0,0,0
プロクター & ギャンブル,PG,2024-08-16,167.9,171.7,171.7,0.5,-0.0,-0.1,-0.1,-1.7,51.5,41.7,50.8,51.9,106.0,63.3,0,0,0,0,0,0
プログレッシブ,PGR,2024-08-16,235.9,238.4,238.4,2.9,0.5,0.2,4.2,-2.2,65.4,44.3,71.4,61.3,133.5,67.6,0,0,0,0,0,0
PLD,PLD,2024-08-16,122.8,129.7,137.5,1.5,-0.1,1.7,0.1,-3.0,54.8,39.6,53.5,56.5,117.6,60.0,0,0,0,0,0,0
プルデンシャル ファイナンシャル,PRU,2024-08-16,114.9,128.5,128.5,-2.4,-0.0,-1.3,2.2,-3.1,47.8,41.9,48.7,42.1,101.5,60.5,0,0,0,0,0,0
PTC,PTC,2024-08-16,173.6,187.8,194.2,-1.8,0.1,-1.7,0.6,-2.9,47.6,42.8,48.6,45.0,82.7,59.0,0,0,0,0,0,0
ＰＳＥＧ,PEG,2024-08-16,80.6,81.9,81.9,1.3,0.0,0.4,1.1,-2.1,63.3,41.4,65.5,63.2,139.5,67.0,0,0,0,0,0,0
PSA,PSA,2024-08-16,319.4,322.7,322.7,5.7,0.2,4.2,1.5,-2.7,61.1,39.1,62.3,61.0,106.3,56.5,0,0,0,0,0,0
パルト グループ,PHM,2024-08-16,122.6,135.6,135.6,2.0,-0.2,0.3,-0.5,-3.2,53.1,42.8,50.9,54.1,144.9,78.9,0,0,0,0,0,0
PVH,PVH,2024-08-16,99.6,110.4,141.1,-2.8,0.2,-2.4,2.2,-5.2,45.7,39.0,49.6,41.4,66.2,58.1,0,0,0,0,0,0
コルボ,QRVO,2024-08-16,111.2,131.0,131.0,-2.2,-0.0,-0.2,1.1,-3.8,48.6,40.1,47.9,45.0,78.0,64.3,0,0,0,0,0,0
クアルコム,QCOM,2024-08-16,172.2,211.1,230.6,-8.6,0.5,-6.1,2.1,-4.0,45.4,41.0,46.7,41.0,53.3,59.0,0,0,0,0,0,1
クアンタ サービシーズ,PWR,2024-08-16,265.9,271.4,286.9,-0.9,0.5,-3.4,2.0,-2.5,52.5,44.4,55.1,51.0,88.5,66.4,0,0,0,0,0,0
クエスト ダイアグノスティクス,DGX,2024-08-16,151.4,152.0,152.0,1.9,0.1,1.1,1.4,-2.4,59.3,39.5,61.4,58.4,127.7,58.2,0,0,0,0,0,0
ラルフ ローレン,RL,2024-08-16,163.3,185.8,192.0,-3.1,0.0,-3.1,0.2,-4.0,46.2,42.5,46.3,43.8,63.0,63.1,0,0,0,0,0,1
レイモンド ジェームズ ファイナンシャル,RJF,2024-08-16,115.9,122.4,131.2,-1.8,0.2,-1.6,2.8,-3.1,50.5,42.2,55.9,45.7,81.8,66.8,0,0,0,0,0,0
レイセオン テクノロジーズ,RTX,2024-08-16,117.9,119.0,119.0,3.2,0.0,1.0,1.3,-2.5,69.3,40.2,72.8,71.0,191.9,52.1,0,0,0,0,0,0
O,O,2024-08-16,60.0,61.6,64.9,1.3,-0.0,0.8,0.4,-2.5,65.7,38.9,67.1,70.8,113.1,57.1,0,0,0,0,0,0
REG,REG,2024-08-16,69.8,71.3,71.3,1.7,-0.0,1.1,0.3,-3.0,62.8,40.8,62.4,65.3,116.8,59.7,0,0,0,0,0,0
リジェネロン ファーマシューティカルズ,REGN,2024-08-16,1179.3,1177.9,1177.9,19.3,2.3,11.0,3.8,-2.6,70.2,41.8,75.1,65.8,148.5,71.5,0,0,0,1,1,0
リジョンズ ファイナンシャル,RF,2024-08-16,21.5,22.9,23.6,0.1,-0.0,0.2,1.9,-3.7,55.9,40.3,56.1,52.5,111.4,61.7,0,0,0,0,0,0
リパブリック サービシズ,RSG,2024-08-16,203.3,206.5,206.5,1.3,0.1,0.1,1.2,-1.6,58.8,43.3,60.4,57.0,191.2,64.3,0,0,0,0,0,0
レスメド,RMD,2024-08-16,227.8,228.0,243.5,4.2,0.3,1.0,3.5,-3.2,60.3,40.3,64.5,59.0,210.0,69.4,0,0,0,0,0,0
ロバート ハーフ,RHI,2024-08-16,61.3,68.3,88.4,-0.9,-0.0,-0.2,0.2,-3.2,44.4,38.0,45.7,43.2,95.6,57.9,0,0,0,0,0,0
ロックウェル オートメーション,ROK,2024-08-16,262.7,294.6,348.5,-2.9,0.1,-0.0,0.8,-3.0,48.7,40.2,49.2,47.0,101.9,65.7,0,0,0,0,0,0
ローリンズ,ROL,2024-08-16,48.2,50.9,50.9,-0.2,0.0,-0.2,-0.1,-2.7,50.3,40.9,49.3,49.4,94.9,61.1,0,0,0,0,0,0
ローパー テクノロジーズ,ROP,2024-08-16,548.5,579.1,579.1,-7.0,0.5,-2.4,2.6,-2.2,51.9,41.3,55.2,44.0,97.9,65.8,0,0,0,0,0,0
ロス ストアーズ,ROST,2024-08-16,147.4,153.1,153.1,-1.0,0.2,-0.4,3.2,-2.9,56.8,40.8,61.7,48.4,66.8,61.6,0,0,0,0,0,0
ロイヤル カリビアン クルーズ,RCL,2024-08-16,157.8,173.4,173.4,-1.4,0.2,-1.1,1.9,-5.7,52.2,39.4,52.6,49.0,92.1,54.1,0,0,0,0,0,0
S&P グローバル,SPGI,2024-08-16,490.9,503.0,503.0,6.7,-0.2,4.8,0.5,-2.7,60.1,40.1,58.8,60.1,131.1,56.8,0,0,0,0,0,0
セールスフォース,CRM,2024-08-16,262.9,266.1,318.7,-0.2,0.4,-1.1,3.2,-3.8,54.7,40.0,60.7,52.2,118.4,61.0,0,0,0,0,0,0
SBAC,SBAC,2024-08-16,218.2,237.2,267.4,4.1,-0.2,3.7,0.5,-3.2,56.2,38.6,55.9,58.0,150.5,60.8,0,0,0,0,0,0
シュルンベルジェ,SLB,2024-08-16,44.8,50.9,62.1,-0.7,-0.0,-0.1,0.5,-4.6,45.2,39.2,45.0,42.2,81.7,58.4,0,0,0,0,0,0
シーゲイト テクノロジー ホールディングス,STX,2024-08-16,101.7,113.6,113.6,-1.6,0.1,-0.6,3.5,-3.9,52.5,40.9,54.2,46.4,72.9,62.9,0,0,0,0,0,0
シールド エアー,SEE,2024-08-16,33.2,38.7,49.1,-0.6,-0.1,-0.3,-1.6,-3.6,42.2,37.9,39.6,41.4,89.3,59.6,0,0,0,0,0,0
センプラ エナジー,SRE,2024-08-16,80.0,83.7,83.7,0.6,-0.0,0.4,1.2,-2.3,57.6,41.6,59.0,56.1,191.4,59.7,0,0,0,0,0,0
サービスナウ,NOW,2024-08-16,827.6,850.3,850.3,13.5,0.6,5.2,1.9,-4.0,57.8,42.9,60.2,57.3,120.1,69.6,0,0,0,0,0,0
シャーウィン ウィリアムズ,SHW,2024-08-16,354.4,357.6,357.6,8.9,-0.1,4.3,1.6,-2.7,63.1,40.4,65.0,64.2,142.0,61.0,0,0,0,0,0,0
SPG,SPG,2024-08-16,156.7,161.3,161.3,1.3,0.1,0.1,0.7,-3.5,54.7,39.4,55.3,54.8,118.0,68.0,0,0,0,0,0,0
スカイワークス ソリューションズ,SWKS,2024-08-16,107.3,120.9,120.9,-1.0,-0.0,0.7,1.4,-3.7,50.8,39.7,50.3,48.0,79.4,59.4,0,0,0,0,0,0
スナップオン,SNA,2024-08-16,276.2,289.4,298.5,1.3,-0.1,0.8,0.8,-2.4,52.8,42.1,54.1,52.4,130.9,64.9,0,0,0,0,0,0
サザン,SO,2024-08-16,86.8,88.6,88.6,1.9,0.0,0.9,0.9,-1.9,73.2,41.5,75.1,77.4,154.4,61.9,0,0,0,0,0,0
サウスウエスト エアラインズ,LUV,2024-08-16,26.3,28.8,39.5,-0.6,0.0,-0.2,2.2,-4.4,48.1,36.8,50.5,44.4,101.9,53.6,0,0,0,0,0,0
スタンレー ブラック＆デッカー,SWK,2024-08-16,97.3,108.2,108.2,2.6,-0.1,1.5,1.4,-3.7,56.8,38.1,57.5,57.5,110.9,58.6,0,0,0,0,0,0
スターバックス,SBUX,2024-08-16,94.8,96.0,115.5,1.6,0.6,1.4,9.9,-2.6,67.4,37.2,74.4,59.8,177.7,61.0,0,0,0,0,0,0
ステート ストリート,STT,2024-08-16,81.2,86.2,91.2,0.4,-0.1,0.6,1.8,-3.6,55.6,40.3,55.8,52.2,164.7,56.6,0,0,0,0,0,0
ステリス,STE,2024-08-16,232.3,243.4,254.0,3.2,-0.3,1.5,-0.7,-2.7,53.0,41.3,50.8,55.9,141.5,66.2,0,0,0,0,0,0
ストライカー,SYK,2024-08-16,337.9,346.1,361.4,-2.4,0.4,-2.5,2.2,-2.6,52.4,41.7,56.1,47.9,106.7,65.3,0,0,0,0,0,0
シンクロニー ファイナンシャル,SYF,2024-08-16,46.6,52.7,52.7,-0.4,-0.0,-0.2,0.6,-3.9,49.7,39.5,47.8,46.4,110.5,65.3,0,0,0,0,0,0
シノプシス,SNPS,2024-08-16,549.0,624.8,629.4,-16.7,1.3,-8.8,3.1,-3.3,48.7,43.4,51.3,43.7,78.5,65.6,0,0,0,0,0,0
シスコ,SYY,2024-08-16,76.6,77.5,82.9,0.8,0.0,0.3,1.3,-2.6,57.0,39.5,61.0,57.4,220.0,59.3,0,0,0,0,0,0
Tモバイル US,TMUS,2024-08-16,196.6,197.0,197.0,3.9,0.2,1.8,1.9,-2.0,68.9,42.6,72.1,68.3,227.0,62.7,0,0,0,0,0,0
T ロウ プライス グループ,TROW,2024-08-16,108.8,121.2,132.8,-2.6,0.1,-1.3,1.5,-3.4,45.4,39.4,46.9,39.7,101.0,57.9,0,0,0,0,0,0
テイクツー インタラクティブ ソフトウエア,TTWO,2024-08-16,149.9,155.3,171.6,-2.4,0.2,-1.0,2.9,-3.4,50.7,40.3,54.5,42.5,167.3,59.3,0,0,0,0,0,0
タペストリー,TPR,2024-08-16,40.4,44.6,48.8,-0.9,0.1,-0.6,4.3,-4.1,50.3,40.0,54.4,43.0,92.3,62.2,0,0,0,0,0,0
ターゲット,TGT,2024-08-16,144.0,156.7,181.9,-3.0,0.1,-2.1,3.4,-3.1,48.7,38.7,52.8,41.8,79.5,50.1,0,0,0,0,0,0
TE コネクティビティ,TEL,2024-08-16,149.4,160.0,160.0,-1.6,0.0,-0.8,1.6,-2.8,50.3,41.2,51.3,45.3,80.9,58.3,0,0,0,0,0,0
テレダイン テクノロジーズ,TDY,2024-08-16,416.6,429.8,448.7,3.8,-0.1,3.2,1.3,-2.8,56.9,41.4,59.2,56.3,118.1,62.0,0,0,0,0,0,0
テレフレックス,TFX,2024-08-16,239.2,243.9,276.4,4.1,0.1,3.7,2.8,-3.6,61.7,37.1,65.6,60.2,113.9,57.1,0,0,0,0,0,0
テラダイン,TER,2024-08-16,133.1,163.2,163.2,-5.9,0.4,-2.7,4.9,-4.2,49.5,40.1,51.5,43.7,71.6,60.7,0,0,0,0,0,0
テスラ,TSLA,2024-08-16,216.1,271.0,299.3,-4.0,-0.1,3.7,3.6,-6.4,51.5,39.2,51.2,47.0,120.9,65.4,0,0,0,0,0,0
テキサス インスツルメンツ,TXN,2024-08-16,200.5,210.8,210.8,-1.2,0.2,-0.5,2.3,-2.7,53.6,42.1,54.9,49.7,55.2,68.6,0,0,0,0,0,1
テクストロン,TXT,2024-08-16,87.9,94.6,97.3,-0.6,-0.0,-0.4,1.3,-3.0,50.0,42.4,50.9,46.7,127.7,66.8,0,0,0,0,0,0
クーパー,COO,2024-08-16,94.1,96.0,104.1,0.5,-0.0,0.1,1.8,-3.1,55.1,37.9,58.8,53.7,198.1,58.0,0,0,0,0,0,0
ハートフォード ファイナンシャル サービシズ グループ,HIG,2024-08-16,110.5,112.7,112.7,1.5,0.0,0.2,1.8,-2.5,60.8,43.0,63.4,59.4,234.6,66.6,0,0,0,0,0,0
ハーシー,HSY,2024-08-16,193.5,203.2,276.9,2.5,-0.1,1.1,-2.1,-2.1,49.5,39.5,46.1,58.5,119.7,60.7,0,0,0,0,0,0
モザイク,MOS,2024-08-16,27.7,30.8,56.9,-0.3,-0.0,0.1,0.2,-4.6,46.5,40.0,46.9,45.6,146.8,61.9,0,0,0,0,0,0
トラベラーズ,TRV,2024-08-16,216.6,224.8,232.8,0.6,0.1,-0.7,1.5,-2.2,54.1,41.7,57.1,52.6,180.0,68.7,0,0,0,0,0,0
ウォルト ディズニー,DIS,2024-08-16,89.3,98.7,123.7,-2.8,0.1,-2.3,1.4,-3.5,40.4,37.4,44.3,34.5,61.8,51.7,0,0,0,0,0,0
サーモ フィッシャー サイエンティフィック,TMO,2024-08-16,604.0,622.3,622.3,10.9,-0.2,2.6,0.5,-2.6,57.5,41.4,58.8,58.9,146.9,61.6,0,0,0,0,0,0
ＴＪＸ,TJX,2024-08-16,111.4,115.3,115.3,0.0,-0.0,0.2,0.5,-2.4,53.8,43.7,51.6,50.7,91.5,71.3,0,0,0,0,0,0
トラクターサプライ,TSCO,2024-08-16,263.5,283.2,290.4,-2.5,0.2,-3.6,0.8,-2.7,49.1,42.5,50.4,46.9,81.0,66.7,0,0,0,0,0,0
トレイン テクノロジーズ,TT,2024-08-16,341.3,351.4,351.4,0.3,0.5,-2.7,1.3,-2.7,54.5,41.2,56.0,53.0,94.1,71.6,0,0,0,0,0,0
トランス ダイム グループ,TDG,2024-08-16,1280.1,1302.4,1369.6,-9.0,1.6,-16.6,2.3,-2.7,52.4,42.9,55.5,48.5,107.4,64.4,0,0,0,0,0,0
トリンブル,TRMB,2024-08-16,54.4,59.0,65.6,-1.0,0.1,-0.7,2.5,-3.6,49.0,40.2,52.8,44.0,96.7,55.2,0,0,0,0,0,0
トゥリスト ファイナンシャル,TFC,2024-08-16,42.5,45.3,46.6,0.5,-0.1,0.3,0.9,-3.5,56.2,39.4,55.2,55.0,128.5,58.2,0,0,0,0,0,0
タイラー テクノロジーズ,TYL,2024-08-16,584.2,593.5,593.5,17.3,-0.3,8.8,1.2,-3.1,67.9,42.1,68.6,67.7,104.7,62.0,0,0,0,0,0,0
タイソンフーズ,TSN,2024-08-16,62.5,63.9,63.9,0.9,-0.0,0.3,1.5,-2.9,60.9,38.1,63.7,61.9,141.7,50.8,0,0,0,0,0,0
US バンコープ,USB,2024-08-16,43.2,45.9,47.6,0.2,-0.0,0.2,1.4,-3.5,53.9,38.4,54.3,51.6,162.4,57.1,0,0,0,0,0,0
UDR,UDR,2024-08-16,41.7,42.4,44.0,0.2,0.0,0.2,0.6,-2.7,56.3,39.4,56.6,55.1,64.7,61.1,0,0,0,0,0,0
アルタ ビューティ,ULTA,2024-08-16,377.2,413.9,574.8,-13.9,1.0,-3.3,8.8,-3.7,51.8,38.5,59.1,37.6,82.1,59.5,0,0,0,0,0,0
アンダー アーマー A,UAA,2024-08-16,8.0,8.2,10.1,0.2,0.0,0.2,4.6,-5.8,62.2,37.0,66.5,60.8,114.2,63.0,0,0,0,0,0,0
アンダー アーマー C,UA,2024-08-16,7.7,7.9,9.0,0.2,0.0,0.1,4.4,-5.7,61.7,36.8,65.5,59.8,102.7,58.7,0,0,0,0,0,0
ユニオン パシフィック,UNP,2024-08-16,244.5,249.3,258.7,2.0,-0.0,0.8,1.6,-2.5,57.1,40.2,59.8,55.8,122.6,63.8,0,0,0,0,0,0
ユナイテッド エアラインズ ホールディングス,UAL,2024-08-16,42.1,49.7,58.2,-1.9,0.1,-1.2,1.2,-5.2,43.1,38.3,44.7,38.3,59.6,53.2,0,0,0,0,0,0
ユナイテッド パーセル サービス B,UPS,2024-08-16,128.4,147.4,196.0,-2.8,0.1,-0.9,1.4,-3.0,44.7,37.4,47.7,41.0,74.2,58.6,0,0,0,0,0,0
ユナイテッド レンタルズ,URI,2024-08-16,714.5,789.8,789.8,5.3,-0.2,-0.7,1.5,-3.8,53.6,42.2,54.0,52.6,87.4,59.3,0,0,0,0,0,0
ユナイテッドヘルス グループ,UNH,2024-08-16,577.7,591.5,591.5,13.9,-0.4,9.6,0.9,-2.3,61.8,42.9,62.4,63.0,125.1,68.5,0,0,0,0,0,0
ユニバーサル ヘルス サービシーズ,UHS,2024-08-16,226.4,224.3,224.3,8.1,0.2,3.4,3.6,-3.4,70.4,38.9,75.2,69.8,181.7,53.9,0,0,0,1,1,0
バレロ エナジー,VLO,2024-08-16,149.8,167.8,184.8,-0.6,-0.1,-1.8,-0.2,-4.5,47.4,40.6,47.3,47.4,173.2,55.0,0,0,0,0,0,0
VTR,VTR,2024-08-16,58.4,59.8,59.8,1.7,0.0,1.0,0.9,-3.4,68.8,37.8,68.1,72.6,185.1,59.8,0,0,0,0,0,0
ベリサイン,VRSN,2024-08-16,179.9,191.2,229.7,-0.1,-0.1,1.3,1.2,-2.8,51.6,39.3,53.0,48.9,105.3,61.6,0,0,0,0,0,0
ベリスク アナリティックス,VRSK,2024-08-16,266.6,287.1,287.1,-1.5,-0.1,0.2,0.1,-2.5,50.1,39.5,47.6,47.6,94.6,61.1,0,0,0,0,0,0
ベライゾン コミュニケーションズ,VZ,2024-08-16,40.6,42.5,43.4,-0.1,0.0,-0.1,0.3,-2.1,50.4,38.4,50.7,49.7,165.2,60.0,0,0,0,0,0,0
バーテックス ファーマシューティカルズ,VRTX,2024-08-16,477.4,510.6,510.6,-1.5,-0.5,-0.3,0.6,-2.3,51.5,42.8,48.7,47.1,113.4,66.4,0,0,0,0,0,0
VF,VFC,2024-08-16,16.9,18.9,26.3,0.7,-0.0,0.6,-0.7,-5.3,56.8,35.6,55.1,61.8,166.4,59.9,0,0,0,0,0,0
ビアトリス,VTRS,2024-08-16,11.7,12.8,13.6,0.2,-0.0,0.1,0.2,-3.9,53.5,37.9,52.7,54.8,82.0,50.2,0,0,0,0,0,0
ビザ,V,2024-08-16,267.4,273.6,291.0,-1.8,0.3,-1.8,1.8,-2.3,51.5,42.5,56.4,47.5,226.2,66.6,0,0,0,0,0,0
