Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign
アドソル日進,3837,2024-07-17,2027.0,2049.0,2049.0,65.7,0.5,42.3,2.7,-3.2,71.9,38.3,74.2,73.2,286.8,53.9,0,0,0,0,0,0
フリービット,3843,2024-07-17,1397.0,1427.0,1917.0,-4.2,3.3,-12.1,3.0,-4.4,54.0,38.2,61.9,52.8,58.0,54.2,0,0,0,0,0,0
コムチュア,3844,2024-07-17,1901.0,1922.0,2515.0,5.7,2.9,8.5,2.1,-3.7,56.6,39.2,65.0,56.0,153.9,56.6,0,0,0,0,0,0
アステリア,3853,2024-07-17,598.0,588.0,890.0,0.7,1.1,4.6,5.3,-5.0,57.8,39.0,67.2,53.3,217.5,53.1,1,0,0,1,0,0
アイル,3854,2024-07-17,2720.0,2680.0,4075.0,-20.8,10.9,3.5,7.0,-4.3,56.3,40.2,65.9,51.5,176.9,53.4,0,0,0,1,0,0
王子ホールディングス,3861,2024-07-17,627.1,657.2,680.5,-2.8,0.2,-2.5,1.0,-2.7,51.1,41.4,52.8,47.3,80.8,64.1,0,0,0,0,0,0
日本製紙,3863,2024-07-17,970.0,986.0,1438.0,-13.9,1.3,-4.1,2.1,-2.7,46.1,38.7,54.2,40.6,67.6,53.4,0,0,0,0,0,0
三菱製紙,3864,2024-07-17,740.0,864.0,864.0,1.7,-2.0,3.5,-1.6,-2.8,49.5,41.3,41.9,47.0,44.3,61.8,0,0,0,0,0,1
北越コーポレーション,3865,2024-07-17,1111.0,1223.0,2865.0,-33.9,2.5,-37.3,3.1,-3.4,45.5,41.6,51.1,41.9,133.5,50.9,0,0,0,0,0,0
中越パルプ工業,3877,2024-07-17,1502.0,1610.0,2072.0,-23.1,0.9,-28.2,0.4,-2.8,42.2,39.2,45.2,40.4,78.5,58.7,0,0,0,0,0,0
大王製紙,3880,2024-07-17,905.3,912.4,1323.5,-8.4,1.3,-10.4,1.2,-2.8,45.6,36.9,53.2,47.0,172.0,54.5,0,0,0,0,0,0
マークラインズ,3901,2024-07-17,3245.0,3250.0,3465.0,-3.7,8.0,-1.5,5.4,-3.6,59.1,42.1,66.1,52.1,171.3,65.7,0,0,0,0,0,0
メディカル・データ・ビジョン,3902,2024-07-17,596.0,625.0,1011.0,14.0,-0.9,12.0,1.0,-5.8,54.8,37.1,55.9,57.4,170.9,50.0,0,0,0,0,0,0
ｇｕｍｉ,3903,2024-07-17,362.0,372.0,889.0,-2.3,0.7,3.4,4.1,-5.0,53.6,38.1,62.4,49.9,115.9,53.1,0,0,0,0,0,0
テラスカイ,3915,2024-07-17,2138.0,2306.0,3175.0,29.9,2.4,27.7,3.1,-5.5,59.1,37.5,61.2,58.4,211.4,50.5,0,0,0,0,0,0
デジタル・インフォメーション・テクノロジー,3916,2024-07-17,1970.0,2013.0,2013.0,44.4,-0.6,24.6,1.5,-3.8,62.8,39.8,65.2,64.4,176.5,60.6,0,0,0,0,0,0
ネオジャパン,3921,2024-07-17,1852.0,1860.0,1860.0,77.5,0.7,31.2,3.5,-4.3,65.4,39.6,67.4,65.3,227.1,50.3,0,0,0,0,0,0
ＰＲ　ＴＩＭＥＳ,3922,2024-07-17,2070.0,2116.0,2233.0,19.4,5.6,14.5,6.4,-5.3,61.9,38.3,68.3,57.1,195.3,51.8,0,0,0,0,0,0
ラクス,3923,2024-07-17,2249.0,2189.5,2722.5,49.7,3.0,61.8,9.0,-5.4,65.3,39.9,72.0,60.5,132.2,57.8,0,0,0,1,0,0
ランドコンピュータ,3924,2024-07-17,821.0,845.0,956.0,1.3,-0.3,-2.9,0.4,-2.3,50.6,43.2,51.6,50.7,150.1,61.0,0,0,0,0,0,0
ダブルスタンダード,3925,2024-07-17,1883.0,1845.0,2718.0,16.2,2.9,8.9,4.2,-4.8,61.3,38.4,69.7,58.6,177.7,54.9,0,0,0,1,0,0
オープンドア,3926,2024-07-17,704.0,705.0,1934.0,6.7,1.4,11.8,5.0,-6.5,56.4,34.9,64.1,55.7,230.1,46.0,0,0,0,0,0,0
アカツキ,3932,2024-07-17,2545.0,2707.0,2757.0,80.5,-3.4,33.5,0.1,-3.9,59.2,36.8,60.9,63.9,153.8,55.4,0,0,0,0,0,0
Ｕｂｉｃｏｍホールディングス,3937,2024-07-17,1476.0,1500.0,2459.0,48.0,2.4,42.3,3.5,-5.3,63.9,38.1,70.3,65.3,105.3,47.5,0,0,0,0,0,0
カナミックネットワーク,3939,2024-07-17,604.0,595.0,595.0,6.7,0.1,5.8,6.9,-4.0,65.8,37.8,71.3,57.3,130.0,46.7,0,0,0,1,1,0
レンゴー,3941,2024-07-17,1014.5,1055.5,1208.5,-12.1,0.4,-16.4,0.4,-2.2,44.8,41.8,46.3,42.2,92.0,63.9,0,0,0,0,0,0
トーモク,3946,2024-07-17,2723.0,2884.0,2960.0,4.5,-3.3,-12.1,-1.0,-2.4,48.7,40.9,44.4,49.1,69.7,54.1,0,0,0,0,0,0
ザ・パック,3950,2024-07-17,4015.0,3990.0,3990.0,48.4,5.5,6.2,2.6,-2.7,62.1,42.4,69.8,61.6,409.7,69.5,0,0,0,1,1,0
チェンジホールディングス,3962,2024-07-17,1282.0,1325.0,2717.0,6.2,1.4,25.2,2.6,-5.6,54.8,39.2,58.8,53.3,190.7,52.3,0,0,0,0,0,0
シンクロ・フード,3963,2024-07-17,535.0,569.0,763.0,-4.1,0.5,-0.7,1.9,-4.9,49.5,40.8,54.0,47.5,79.8,53.2,0,0,0,0,0,0
オークネット,3964,2024-07-17,2749.0,2831.0,2831.0,57.2,-0.5,5.7,0.7,-3.6,58.6,39.9,59.1,60.7,218.0,58.7,0,0,0,0,0,0
セグエグループ,3968,2024-07-17,656.0,663.0,715.0,12.3,0.5,1.4,3.0,-4.3,64.3,39.7,68.6,63.1,128.8,50.1,0,0,0,0,0,0
マクロミル,3978,2024-07-17,888.0,905.0,1168.0,6.5,0.1,9.9,2.2,-3.8,57.6,38.1,58.9,54.1,62.1,51.4,0,0,0,0,0,0
オロ,3983,2024-07-17,2679.0,2761.0,3060.0,4.4,3.2,-11.8,0.7,-4.7,51.7,40.1,53.7,52.2,113.1,58.4,0,0,0,0,0,0
ユーザーローカル,3984,2024-07-17,2200.0,2202.0,3375.0,6.1,6.0,-6.4,4.1,-4.9,56.5,39.3,63.9,54.6,113.1,51.9,0,0,0,0,0,0
ニーズウェル,3992,2024-07-17,402.0,417.0,608.0,-0.3,0.1,-4.8,2.0,-3.6,50.9,40.5,55.0,49.8,138.6,56.1,0,0,0,0,0,0
マネーフォワード,3994,2024-07-17,5148.0,5690.0,6947.0,-2.4,-0.1,-66.9,-2.9,-5.3,45.8,41.7,44.8,50.1,97.1,67.4,0,0,0,0,0,0
レゾナック・ホールディングス,4004,2024-07-17,3922.0,3880.0,4000.0,58.6,9.5,-2.5,4.7,-3.6,60.3,39.9,64.8,58.3,133.2,60.5,0,0,0,1,0,0
住友化学,4005,2024-07-17,397.3,382.5,501.0,10.8,1.0,9.0,7.2,-3.1,69.3,38.8,78.2,67.5,376.1,59.3,0,0,0,1,0,0
住友精化,4008,2024-07-17,5430.0,5540.0,5540.0,82.2,0.9,30.1,0.2,-2.6,61.5,41.0,63.1,66.6,160.4,58.3,0,0,0,0,0,0
日産化学,4021,2024-07-17,5037.0,5118.0,6849.0,36.4,3.3,17.1,1.3,-3.1,52.3,40.3,58.3,54.8,126.3,63.6,0,0,0,0,0,0
ラサ工業,4022,2024-07-17,3155.0,3335.0,3335.0,54.1,1.5,8.5,0.1,-3.5,56.8,40.3,56.0,58.1,100.6,62.3,0,0,0,0,0,0
クレハ,4023,2024-07-17,2891.0,2883.0,3120.0,10.3,2.6,10.3,1.3,-3.3,57.6,40.3,63.4,56.7,92.0,62.3,0,0,0,1,0,0
多木化学,4025,2024-07-17,4460.0,4545.0,4820.0,87.8,-3.1,57.9,1.3,-3.4,60.6,39.0,61.1,59.7,142.1,57.8,0,0,0,0,0,0
テイカ,4027,2024-07-17,1658.0,1688.0,1734.0,5.5,0.3,2.3,1.4,-3.5,54.3,41.1,55.0,52.0,73.1,63.5,0,0,0,0,0,0
石原産業,4028,2024-07-17,1651.0,1701.0,1870.0,5.4,0.7,-17.8,0.6,-3.4,51.6,41.6,54.5,52.6,94.4,54.2,0,0,0,0,0,0
日本曹達,4041,2024-07-17,5510.0,5440.0,6270.0,32.0,6.4,-20.1,2.4,-2.3,57.3,42.8,67.9,58.2,121.4,61.1,0,0,0,1,0,0
東ソー,4042,2024-07-17,2111.0,2150.0,2239.0,7.7,-0.4,-7.5,1.3,-2.8,54.2,40.9,56.8,52.2,158.6,56.2,0,0,0,0,0,0
トクヤマ,4043,2024-07-17,3008.0,3042.0,3260.0,-3.0,1.5,-19.8,1.0,-2.9,53.4,39.2,54.2,50.4,117.3,56.4,0,0,0,0,0,0
セントラル硝子,4044,2024-07-17,3870.0,3895.0,3895.0,88.5,-0.9,72.1,1.5,-2.7,67.9,40.8,70.0,66.9,269.0,57.8,0,0,0,0,0,0
東亞合成,4045,2024-07-17,1555.5,1570.5,1711.5,1.5,0.8,-11.4,1.1,-2.2,53.1,42.2,56.8,51.8,139.6,64.0,0,0,0,0,0,0
大阪ソーダ,4046,2024-07-17,11370.0,11390.0,12350.0,293.3,7.5,124.5,3.8,-2.9,61.7,43.4,66.3,60.7,158.1,61.7,0,0,0,0,0,0
関東電化工業,4047,2024-07-17,972.0,1023.0,1086.0,12.5,-0.4,-1.2,-0.5,-3.2,52.2,40.4,52.5,55.6,91.7,64.5,0,0,0,0,0,0
Ｓｕｎ　Ａｓｔｅｒｉｓｋ,4053,2024-07-17,913.0,906.0,1551.0,-2.1,1.5,8.3,4.2,-6.4,54.7,38.2,61.2,51.0,158.9,51.9,0,0,0,1,0,0
デンカ,4061,2024-07-17,2195.0,2220.0,2948.0,-11.3,1.5,3.0,1.5,-2.6,49.7,38.5,55.9,47.1,113.2,59.1,0,0,0,0,0,0
イビデン,4062,2024-07-17,6971.0,7188.0,9285.0,131.8,1.2,147.9,2.9,-4.3,58.0,41.0,61.3,57.7,122.4,62.7,0,0,0,0,0,0
信越化学工業,4063,2024-07-17,6817.0,6817.0,6926.0,132.9,9.9,26.4,3.3,-2.5,64.2,44.0,72.4,65.8,131.0,58.3,0,0,0,0,0,0
日本カーバイド工業,4064,2024-07-17,2033.0,2100.0,2100.0,38.1,-0.1,13.4,0.2,-2.4,59.3,41.7,59.2,62.0,211.8,52.0,0,0,0,0,0,0
プラスアルファ・コンサルティング,4071,2024-07-17,2045.0,2013.0,3650.0,-10.4,5.9,21.6,6.6,-5.4,55.3,39.7,63.7,51.0,132.3,48.1,0,0,0,1,0,0
電算システムホールディングス,4072,2024-07-17,2919.0,2894.0,3690.0,43.0,4.2,30.9,4.2,-3.2,66.7,39.4,75.4,64.8,163.1,57.5,0,0,0,1,0,0
堺化学工業,4078,2024-07-17,2925.0,3145.0,3145.0,90.1,-6.1,56.6,-1.7,-2.8,57.4,40.7,51.7,60.8,148.5,60.6,0,0,0,0,0,0
第一稀元素化学工業,4082,2024-07-17,888.0,882.0,1120.0,1.8,1.2,0.8,2.5,-3.4,55.0,38.5,61.7,53.4,115.1,54.0,0,0,0,1,0,0
エア・ウォーター,4088,2024-07-17,2176.5,2259.0,2433.5,-14.6,0.8,-29.0,0.2,-2.3,46.9,40.2,47.9,45.1,133.1,60.7,0,0,0,0,0,0
日本酸素ホールディングス,4091,2024-07-17,4942.0,5122.0,5122.0,65.3,6.0,-2.4,1.3,-3.0,58.3,41.3,60.5,59.1,117.2,65.5,0,0,0,0,0,0
日本化学工業,4092,2024-07-17,2766.0,2950.0,2950.0,91.0,-3.0,28.0,-0.7,-3.3,58.5,39.7,56.8,62.9,126.3,62.2,0,0,0,0,0,0
東邦アセチレン,4093,2024-07-17,391.0,384.0,416.0,1.6,0.3,-0.2,3.7,-2.3,60.9,41.3,69.7,55.7,145.5,54.5,0,0,0,1,0,0
日本パーカライジング,4095,2024-07-17,1312.0,1330.0,1330.0,20.6,-0.0,7.1,0.6,-2.5,58.5,43.1,59.6,60.3,90.2,61.4,0,0,0,0,0,0
高圧ガス工業,4097,2024-07-17,937.0,1008.0,1008.0,12.1,-1.4,2.2,-2.6,-2.5,49.5,42.3,44.9,55.4,91.3,54.5,0,1,0,0,0,0
四国化成ホールディングス,4099,2024-07-17,2271.0,2299.0,2299.0,56.9,2.3,34.1,2.6,-2.3,66.1,44.6,68.4,65.4,132.2,60.5,0,0,0,0,0,0
ステラ　ケミファ,4109,2024-07-17,4360.0,4445.0,4445.0,45.9,-0.6,15.4,1.0,-2.8,58.2,42.3,58.4,56.6,101.8,60.0,0,0,0,0,0,0
保土谷化学工業,4112,2024-07-17,5310.0,6010.0,6010.0,83.8,-15.5,38.3,-2.3,-3.8,52.2,39.7,45.1,52.4,69.1,58.2,0,0,0,0,0,0
日本触媒,4114,2024-07-17,1647.5,1655.5,1668.0,17.9,0.5,6.4,0.8,-2.3,60.6,42.0,63.1,60.8,173.3,61.2,0,0,0,0,0,0
大日精化工業,4116,2024-07-17,3325.0,3520.0,3520.0,44.6,-5.0,7.5,0.2,-2.9,55.2,40.8,53.1,53.9,85.5,58.6,0,0,0,0,0,0
カネカ,4118,2024-07-17,4310.0,4369.0,4369.0,33.0,0.4,23.7,0.8,-2.6,57.5,39.7,57.6,56.5,161.9,55.5,0,0,0,0,0,0
協和キリン,4151,2024-07-17,3178.0,3140.0,3150.0,86.5,7.9,48.6,4.8,-2.7,74.1,40.6,81.7,72.3,165.5,58.0,0,0,0,1,1,0
Ａｐｐｉｅｒ　Ｇｒｏｕｐ,4180,2024-07-17,1358.0,1351.0,2175.0,-6.9,4.3,4.8,6.7,-6.6,55.4,38.5,63.9,51.2,134.2,52.8,0,0,0,1,0,0
三菱瓦斯化学,4182,2024-07-17,3066.0,3157.0,3370.0,31.3,-1.2,-1.2,-0.4,-2.9,55.0,41.0,52.2,56.4,134.2,62.8,0,0,0,0,0,0
三井化学,4183,2024-07-17,4538.0,4834.0,4836.0,-30.0,3.9,-22.5,2.7,-2.9,53.5,41.8,57.5,47.7,66.8,64.2,0,0,0,0,0,0
ＪＳＲ,4185,2024-06-24,380263170048.0,381491216384.0,383333335040.0,113945280.0,-13750888.7,-1126459054.0,-0.0,-2.5,58.1,42.3,50.1,52.5,,,0,0,0,0,0,0
東京応化工業,4186,2024-07-17,4261.0,4685.0,4871.0,35.0,-1.5,-42.9,-2.9,-3.0,48.5,43.8,45.5,53.0,126.9,60.3,0,0,0,0,0,0
大阪有機化学工業,4187,2024-07-17,4085.0,4255.0,4255.0,130.8,6.0,57.8,2.6,-3.9,69.5,41.7,74.8,71.0,275.9,54.7,0,0,0,0,0,0
三菱ケミカルグループ,4188,2024-07-17,919.9,932.0,987.3,17.6,0.2,7.0,0.9,-2.6,58.1,40.5,61.8,61.7,247.5,57.6,0,0,0,0,0,0
ＫＨネオケム,4189,2024-07-17,2263.0,2333.0,2803.0,1.4,-0.7,-1.5,-0.1,-3.0,49.2,41.5,49.2,49.6,95.4,63.8,0,0,0,0,0,0
ビジョナル,4194,2024-07-17,7840.0,8070.0,10160.0,27.7,14.1,-0.3,1.9,-5.0,52.6,39.8,57.0,53.2,72.5,57.0,0,0,0,0,0,0
ダイセル,4202,2024-07-17,1524.5,1614.0,1640.0,-4.4,-0.8,-8.0,-0.7,-2.9,48.1,43.0,44.8,47.3,83.0,57.4,0,0,0,0,0,0
住友ベークライト,4203,2024-07-17,4500.0,4812.0,4867.0,31.4,-6.6,-33.9,-2.2,-3.0,48.1,41.8,42.8,51.0,65.7,63.4,0,0,0,0,0,0
積水化学工業,4204,2024-07-17,2297.0,2290.0,2361.0,0.3,2.1,-0.8,2.4,-2.2,59.7,42.5,67.8,53.6,105.9,65.7,0,0,0,1,0,0
日本ゼオン,4205,2024-07-17,1375.0,1475.0,1750.0,-9.4,0.6,-6.0,-0.4,-2.9,47.2,41.1,46.2,45.9,71.0,62.8,0,0,0,0,0,0
アイカ工業,4206,2024-07-17,3523.0,3572.0,3820.0,17.6,0.2,-5.6,0.3,-2.2,52.6,41.0,54.6,54.8,104.2,62.6,0,0,0,0,0,0
ＵＢＥ,4208,2024-07-17,2815.0,2876.0,3098.0,-5.0,0.2,-18.9,0.6,-2.4,51.1,41.5,51.6,49.0,138.7,64.9,0,0,0,0,0,0
積水樹脂,4212,2024-07-17,2589.0,2587.0,2716.0,2.4,9.6,3.0,5.4,-2.4,62.0,41.8,71.8,56.1,111.6,73.5,1,0,0,1,0,0
タキロンシーアイ,4215,2024-07-17,806.0,808.0,808.0,12.5,1.6,7.0,5.1,-2.3,67.2,41.5,74.7,63.0,302.9,61.0,0,0,0,0,0,0
旭有機材,4216,2024-07-17,5150.0,5340.0,5480.0,83.6,-1.0,-4.3,0.1,-3.0,55.2,42.7,55.8,57.7,160.2,60.2,0,0,0,0,0,0
ニチバン,4218,2024-07-17,1923.0,1970.0,2128.0,16.3,-0.6,4.7,0.7,-2.3,55.8,41.5,57.8,56.2,187.3,56.3,0,0,0,0,0,0
リケンテクノス,4220,2024-07-17,1048.0,1065.0,1065.0,7.5,0.1,-2.2,1.5,-2.7,56.4,42.5,58.5,54.4,135.8,63.9,0,0,0,0,0,0
大倉工業,4221,2024-07-17,2969.0,3065.0,3320.0,-5.3,2.2,-29.7,1.2,-2.7,51.4,41.6,55.2,49.9,118.3,60.9,0,0,0,0,0,0
積水化成品工業,4228,2024-07-17,462.0,473.0,523.0,0.4,-0.0,-0.7,0.5,-2.8,50.5,40.5,53.0,50.5,109.6,52.6,0,0,0,0,0,0
群栄化学工業,4229,2024-07-17,3295.0,3330.0,3915.0,0.6,1.6,-24.4,0.8,-2.3,50.4,40.6,54.5,51.1,104.5,55.6,0,0,0,0,0,0
ダイキョーニシカワ,4246,2024-07-17,712.0,723.0,880.0,1.2,0.2,-0.2,1.3,-3.7,53.1,39.7,58.4,52.6,169.2,46.6,0,0,0,0,0,0
森六ホールディングス,4249,2024-07-17,2782.0,2870.0,2995.0,5.7,-2.6,-4.6,0.5,-2.7,51.7,41.5,50.8,49.4,130.6,60.9,0,0,0,0,0,0
恵和,4251,2024-07-17,1792.0,1810.0,1810.0,57.9,-0.9,50.4,2.6,-5.7,63.2,40.1,62.0,62.8,125.4,60.1,0,0,0,0,0,0
日本化薬,4272,2024-07-17,1297.0,1283.0,1423.5,3.3,1.7,0.9,2.4,-2.3,57.5,42.0,65.5,55.7,148.9,54.7,0,0,0,1,0,0
カーリットホールディングス,4275,2024-07-17,1527.0,1579.0,1579.0,65.4,-0.2,32.2,3.1,-2.7,69.3,43.0,71.8,68.6,200.8,58.4,0,0,0,0,0,0
プレステージ・インターナショナル,4290,2024-07-17,725.0,733.0,769.0,12.3,0.3,4.5,1.8,-3.5,61.4,40.2,65.9,62.4,125.8,63.6,0,0,0,0,0,0
プロトコーポレーション,4298,2024-07-17,1456.0,1503.0,1503.0,14.5,-0.7,4.3,1.1,-3.1,55.8,40.7,56.7,55.4,131.3,61.7,0,0,0,0,0,0
アミューズ,4301,2024-07-17,1631.0,1666.0,1882.0,4.4,-0.2,4.6,0.6,-2.5,54.7,38.8,55.6,52.6,202.6,57.0,0,0,0,0,0,0
野村総合研究所,4307,2024-07-17,4620.0,4719.0,4719.0,112.5,-1.5,55.2,-0.2,-2.9,60.8,42.3,60.6,67.6,179.8,64.7,0,0,0,0,0,0
ドリームインキュベータ,4310,2024-07-17,2373.0,2420.0,3415.0,28.1,4.5,20.7,1.7,-4.5,54.0,37.8,59.9,56.7,181.8,53.9,0,0,0,0,0,0
クイック,4318,2024-07-17,2252.0,2274.0,2635.0,11.1,1.8,-2.3,1.5,-3.3,56.4,39.7,66.3,58.1,174.7,51.8,0,0,0,0,0,0
日本システム技術,4323,2024-07-17,1815.0,1830.0,2125.0,20.6,4.1,-5.6,4.2,-4.5,57.7,42.1,62.9,57.1,131.6,58.4,0,0,0,0,0,0
電通グループ,4324,2024-07-17,4081.0,4210.0,4960.0,-21.1,3.6,-7.2,0.8,-3.3,50.1,40.9,52.5,48.8,108.3,62.5,0,0,0,0,0,0
インテージホールディングス,4326,2024-07-17,1624.0,1599.0,2298.0,28.8,1.6,24.1,3.9,-3.4,62.8,38.8,70.7,62.9,185.9,57.0,0,0,0,1,0,0
テイクアンドギヴ・ニーズ,4331,2024-07-17,1002.0,1016.0,1535.0,10.0,0.0,5.7,0.4,-5.0,52.3,38.7,56.3,55.9,130.2,50.7,0,0,0,0,0,0
東邦システムサイエンス,4333,2024-07-17,1768.0,1803.0,1803.0,73.1,0.1,42.9,2.2,-2.2,71.2,43.7,73.5,73.0,170.9,58.5,0,0,0,0,0,0
ぴあ,4337,2024-07-17,3090.0,3175.0,3980.0,8.0,-1.8,16.7,0.2,-3.5,50.5,40.4,51.0,51.1,96.6,51.3,0,0,0,0,0,0
イオンファンタジー,4343,2024-07-17,2250.0,2355.0,3890.0,-16.4,-1.2,19.1,2.0,-4.7,50.0,37.7,52.4,43.6,82.6,45.7,0,0,0,0,0,0
ソースネクスト,4344,2024-07-17,232.0,238.0,319.0,6.6,0.2,4.2,3.4,-5.0,61.6,37.6,65.3,63.3,111.4,51.5,0,0,0,0,0,0
シーティーエス,4345,2024-07-17,826.0,852.0,852.0,8.4,-0.1,4.8,1.2,-2.6,57.9,39.6,58.4,56.8,87.4,61.6,0,0,0,0,0,0
インフォコム,4348,2024-07-17,6060.0,6110.0,6110.0,309.2,-18.7,239.8,0.4,-3.6,82.0,40.1,82.3,82.6,276.9,53.2,0,0,0,0,0,0
日本精化,4362,2024-07-17,2990.0,3065.0,3170.0,73.3,5.0,55.5,2.6,-3.1,65.8,42.9,71.4,68.0,240.4,60.8,0,0,0,0,0,0
扶桑化学工業,4368,2024-07-17,4105.0,4225.0,5260.0,27.2,2.0,-3.9,1.1,-3.5,52.9,41.2,57.1,54.5,227.9,64.6,0,0,0,0,0,0
トリケミカル研究所,4369,2024-07-17,4240.0,4660.0,5430.0,24.3,1.1,-60.6,-0.5,-4.6,50.1,40.6,50.7,52.1,121.2,57.7,0,0,0,0,0,0
シンプレクス・ホールディングス,4373,2024-07-17,2775.0,2959.0,2967.0,-8.3,-2.1,0.6,0.6,-4.2,50.1,43.2,49.4,46.8,71.2,60.5,0,0,0,0,0,0
ラクスル,4384,2024-07-17,1078.0,1060.0,1785.0,19.0,2.1,26.3,6.1,-6.0,61.6,38.5,68.6,60.0,164.9,57.8,0,0,0,1,0,0
メルカリ,4385,2024-07-17,2462.5,2511.0,3755.0,95.4,4.2,100.1,4.7,-5.5,64.2,36.4,68.5,64.8,110.5,59.0,0,0,0,0,0,0
ＩＰＳ,4390,2024-07-17,2415.0,2424.0,2951.0,29.4,5.0,7.1,2.7,-4.4,58.0,40.2,66.1,59.2,147.5,58.4,0,0,0,0,0,0
ＦＩＧ,4392,2024-07-17,354.0,367.0,406.0,0.6,0.3,-0.8,2.1,-3.1,54.7,40.6,60.0,52.4,96.3,61.1,0,0,0,0,0,0
システムサポート,4396,2024-07-17,2045.0,2079.0,2276.0,38.5,3.1,14.7,2.3,-3.6,58.3,40.2,62.1,59.6,128.2,55.0,0,0,0,0,0,0
ＡＤＥＫＡ,4401,2024-07-17,3285.0,3378.0,3446.0,6.1,1.3,-18.4,0.7,-2.7,53.4,43.0,55.5,52.5,101.5,71.1,0,0,0,0,0,0
日油,4403,2024-07-17,2297.5,2320.0,2454.7,49.8,1.6,26.7,1.4,-2.5,66.8,42.4,74.4,74.2,281.8,57.5,0,0,0,0,0,0
ハリマ化成グループ,4410,2024-07-17,976.0,979.0,979.0,16.2,0.8,6.3,2.1,-2.7,70.9,42.1,79.4,72.4,402.0,60.9,0,0,0,0,0,0
ウイングアーク１ｓｔ,4432,2024-07-17,2669.0,2812.0,3320.0,-17.1,-0.4,-17.4,-0.3,-4.0,46.8,40.7,46.6,46.5,80.3,63.9,0,0,0,0,0,0
ヒト・コミュニケーションズ・ホールディングス,4433,2024-07-17,970.0,993.0,1691.0,5.3,0.7,9.7,-0.1,-4.2,49.5,37.8,53.6,55.3,125.9,47.5,0,0,0,0,0,0
Ｓａｎｓａｎ,4443,2024-07-17,2357.0,2341.0,2341.0,68.7,15.4,68.3,18.4,-6.7,79.7,38.0,86.8,70.7,249.1,59.4,0,0,0,1,1,0
Ｌｉｎｋ－Ｕグループ,4446,2024-07-17,587.0,667.0,1349.0,-10.8,0.2,1.7,0.3,-6.1,42.4,37.9,42.8,37.2,45.8,48.6,0,0,0,0,0,1
ギフティ,4449,2024-07-17,1162.0,1171.0,2827.0,-14.7,2.9,11.1,7.8,-7.4,54.0,37.5,61.6,48.1,100.9,50.0,0,0,0,0,0,0
花王,4452,2024-07-17,6773.0,7035.0,7064.0,-22.8,5.3,-15.3,1.1,-2.1,54.6,40.2,55.2,49.4,118.2,60.2,0,0,0,0,0,0
第一工業製薬,4461,2024-07-17,3715.0,4060.0,4060.0,19.5,-5.9,-47.1,-1.5,-3.3,49.8,37.6,45.3,49.8,79.9,53.1,0,0,0,0,0,0
石原ケミカル,4462,2024-07-17,2506.0,2586.0,2586.0,101.9,0.3,68.4,4.9,-2.4,70.9,44.5,74.0,69.2,286.9,50.3,0,0,0,0,0,0
三洋化成工業,4471,2024-07-17,4105.0,4180.0,4645.0,22.5,2.2,5.9,0.6,-2.3,54.1,40.1,58.9,56.3,114.2,57.9,0,0,0,0,0,0
メドレー,4480,2024-07-17,4455.0,4365.0,6040.0,74.1,22.1,83.8,12.1,-5.8,67.5,38.9,78.5,62.0,182.6,53.0,0,0,0,1,0,0
ベース,4481,2024-07-17,2938.0,2980.0,6240.0,-28.8,5.6,6.7,2.2,-4.5,48.9,39.6,57.0,47.1,99.0,55.5,0,0,0,0,0,0
ＪＭＤＣ,4483,2024-07-17,3744.0,3718.0,6460.0,78.5,9.5,116.2,7.2,-6.0,62.8,39.4,69.9,60.2,161.4,50.5,0,0,0,1,0,0
武田薬品工業,4502,2024-07-17,4309.0,4345.0,4873.0,27.6,2.5,21.8,1.2,-2.2,58.4,39.8,63.0,59.5,151.4,57.8,0,0,0,0,0,0
アステラス製薬,4503,2024-07-17,1688.0,1665.0,2360.5,22.3,2.1,27.9,3.0,-2.7,65.3,39.0,75.4,65.8,120.9,62.7,0,0,0,1,0,0
住友ファーマ,4506,2024-07-17,439.0,426.0,910.0,14.8,0.9,14.3,7.6,-4.6,63.3,32.6,71.3,62.4,229.4,44.0,0,0,0,1,0,0
塩野義製薬,4507,2024-07-17,6625.0,7314.0,8137.0,-70.1,20.0,-79.9,2.2,-2.7,50.5,40.1,59.6,49.4,81.1,61.9,0,0,0,0,0,0
日本新薬,4516,2024-07-17,3453.0,3582.0,6810.0,10.7,8.3,15.3,0.3,-3.7,48.1,35.4,56.4,56.4,193.8,50.6,0,0,0,0,0,0
中外製薬,4519,2024-07-17,6059.0,6429.0,6697.0,296.3,-0.8,109.9,-0.7,-3.0,62.9,39.7,63.4,73.0,113.5,59.5,0,0,0,0,0,0
科研製薬,4521,2024-07-17,4074.0,4149.0,4149.0,79.3,3.3,58.5,2.2,-2.3,71.2,37.8,78.4,71.7,265.2,57.1,0,0,0,0,0,0
エーザイ,4523,2024-07-17,6632.0,7110.0,11250.0,15.9,4.6,87.4,-0.3,-3.5,51.0,37.6,50.8,52.4,79.3,53.7,0,0,0,0,0,0
