Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign,MACD_Win Rate [%],MACD_SQN,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN,MAX30d_Win Rate [%],MAX30d_SQN,Price_0d,PL_0d,Price_1d,PL_1d,Price_3d,PL_3d,Price_7d,PL_7d,Price_14d,PL_14d,Price_21d,PL_21d,Price_28d,PL_28d,Price_60d,PL_60d,Resi_Price,Price_2d,PL_2d,Price_4d,PL_4d,Price_5d,PL_5d,Price_6d,PL_6d,Price_8d,PL_8d,Price_9d,PL_9d,Price_10d,PL_10d,Price_11d,PL_11d,Price_12d,PL_12d,Price_13d,PL_13d,Price_20d,PL_20d,Price_22d,PL_22d,Price_27d,PL_27d,Price_29d,PL_29d,Price_59d,PL_59d,Price_61d,PL_61d
アドウェイズ,2489,2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.22222222222222,-0.5831186949805895,57.14285714285714,1.1040025648473264,53.333333333333336,1.9153432224086933,17.391304347826086,-0.1248536366488497,0.0,0.0,20.51282051282051,-1.1114437788915177,36.61971830985916,-0.8843702722520211,38.333333333333336,0.1223659111720708,25.0,-1.549454414558368,311.0,0.0,311.0,0.0,322.0,3.5,323.0,3.9,,,,,,,,,,313.0,0.6,318.0,2.3,325.0,4.5,326.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,
アサヒグループホールディングス,2502,2024-11-15,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,-0.2302650234492913,85.71428571428571,3.1647944563733987,65.0,1.243854417507959,77.77777777777779,1.7620943125146986,33.33333333333333,-1.4693088357955049,61.76470588235294,0.4506421578729705,47.14285714285714,-0.4207092761214427,48.333333333333336,0.1785547986371593,35.714285714285715,-0.8142938605360893,1600.5,0.0,1631.0,1.9,1608.0,0.5,1578.5,-1.4,,,,,,,,,,1616.0,1.0,1606.5,0.4,1591.0,-0.6,1594.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,
ダイドーグループホールディングス,2590,2024-11-15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.66666666666666,1.533598769436555,85.18518518518519,3.9932567158337866,66.23376623376623,2.58808204154312,68.0,2.523641000105593,80.0,1.0845781428654788,56.75675675675676,3.1041505322727683,66.0,3.599831414925048,55.00000000000001,1.3501061889092718,50.0,0.9048788107798448,2912.0,0.0,2927.0,0.5,2932.0,0.7,2895.0,-0.6,,,,,,,,,,2950.0,1.3,2950.0,1.3,2932.0,0.7,2920.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,
伊藤園,2593,2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0578635457047728,55.55555555555556,1.5018623394921633,50.51546391752577,1.5134599033533611,58.82352941176471,0.3780737708271255,,0.0,45.45454545454545,0.2956277156616247,53.956834532374096,2.8974917458472254,30.0,-0.9424239943098016,42.10526315789473,-0.016067450798517,3166.0,0.0,3167.0,0.0,3094.0,-2.3,3134.0,-1.0,,,,,,,,,,3137.0,-0.9,3108.0,-1.8,3125.0,-1.3,3131.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,
ハードオフコーポレーション,2674,2024-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,2.0824234936366386,74.07407407407408,4.254423248852103,73.87387387387388,7.167492340660468,71.42857142857143,3.955996891269695,72.22222222222221,2.35781113890992,87.09677419354838,5.347806366169747,70.80745341614907,7.796498925659,68.33333333333333,4.722484834276572,80.64516129032258,4.155021076170768,1810.0,0.0,1815.0,0.3,1807.0,-0.2,1816.0,0.3,,,,,,,,,,1822.0,0.7,1801.0,-0.5,1792.0,-1.0,1800.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,
高千穂交易,2676,2024-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.33333333333334,4.140588505742262,94.87179487179486,8.767442118647809,77.19298245614034,8.754652113371293,89.47368421052632,7.334661806487253,79.3103448275862,6.6943151868907735,88.88888888888889,5.448698826069358,74.32432432432432,9.155946874534436,81.66666666666667,7.058534716867264,82.22222222222221,8.090001421596344,3195.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゲオホールディングス,2681,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.55555555555556,0.9651667179577672,50.0,0.946342920453591,51.28205128205128,2.6780091272134854,50.0,1.2123694863309449,46.15384615384615,-0.3594260624075598,56.25,2.469177082309142,50.0,1.3444143234757335,55.00000000000001,1.1490968877671597,43.24324324324324,0.4197041207675075,1429.0,0.0,1440.0,0.8,1455.0,1.8,1560.0,9.2,,,,,,,,,,1449.0,1.4,1465.0,2.5,1489.0,4.2,1568.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,
あらた,2733,2024-11-15,0.0,1.0,1.0,0.0,0.0,1.0,1.0,66.66666666666666,1.488655442996235,90.9090909090909,5.248460358997776,58.03571428571429,3.198025077633026,59.57446808510638,1.889086777952398,71.42857142857143,2.7449907109621097,41.66666666666667,0.2513695224170252,47.44525547445255,3.314013905891448,46.66666666666666,1.271492750610731,61.29032258064516,2.737354073949469,3065.0,0.0,3010.0,-1.8,3005.0,-2.0,3000.0,-2.1,,,,,,,,,,3015.0,-1.6,3020.0,-1.5,3035.0,-1.0,3010.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,
ＪＰホールディングス,2749,2024-11-15,0.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,23.57475833957224,100.0,70.0,71.81818181818181,5.380868988431228,78.04878048780488,4.354388025708278,50.0,0.9929706911141328,68.75,3.469975509715136,60.0,5.221369328409918,55.00000000000001,3.358503569138721,66.66666666666666,2.990424924122236,610.0,0.0,610.0,0.0,635.0,4.1,651.0,6.7,,,,,,,,,,636.0,4.3,638.0,4.6,636.0,4.3,655.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,
あみやき亭,2753,2024-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.8649134337980084,100.0,7.879671855277691,55.04587155963303,2.9681513063398413,64.70588235294117,2.598762582197897,80.0,2.4841376235721464,65.38461538461539,1.1950173152754584,53.42465753424658,3.286908894867246,48.333333333333336,2.219813166625941,57.14285714285714,3.153120473387093,1620.0,0.0,1593.0,-1.7,1621.0,0.1,1601.0,-1.2,,,,,,,,,,1622.0,0.1,1611.0,-0.6,1611.0,-0.6,1615.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,
東京エレクトロン　デバイス,2760,2024-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.33333333333334,2.958415725726197,41.02564102564102,-0.6093872041322417,56.17977528089888,3.487018244529949,62.96296296296296,2.701369843343237,81.25,2.631571951598412,66.66666666666666,1.8897697700917189,69.79865771812081,5.249381951057756,70.0,3.75832780728897,85.71428571428571,4.120706944954125,3035.0,0.0,3035.0,0.0,3030.0,-0.2,3015.0,-0.7,,,,,,,,,,3020.0,-0.5,3050.0,0.5,3050.0,0.5,3100.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,
円谷フィールズホールディングス,2767,2024-11-15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0,0.7786189002796235,76.47058823529412,1.2624663723438103,60.43956043956044,1.0561623112908205,45.94594594594595,0.9538166679282086,63.63636363636363,0.686434615309668,43.333333333333336,-0.158139559122613,62.41610738255034,2.2841320691770943,51.66666666666667,0.413020623146195,54.285714285714285,1.4231307249187175,1839.0,0.0,2041.0,11.0,2091.0,13.7,2133.0,16.0,,,,,,,,,,2145.0,16.6,2069.0,12.5,2151.0,17.0,2169.0,17.9,,,,,,,,,,,,,,,,,,,,,,,,
双日,2768,2024-11-15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,80.0,1.870382928746289,78.37837837837837,5.958302398299145,68.75,6.643617395546167,67.64705882352942,3.700107203798084,66.66666666666666,1.0976914158079494,58.620689655172406,1.032136334634994,62.5,6.599060810522032,73.33333333333333,3.398044723315033,74.35897435897436,2.340757873463012,3071.0,0.0,3060.0,-0.4,3066.0,-0.2,3067.0,-0.1,,,,,,,,,,3078.0,0.2,3043.0,-0.9,3054.0,-0.6,3096.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,
ハウス食品グループ本社,2810,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.15384615384615,0.2257603533978795,71.42857142857143,2.0305234650906256,54.0,0.303698492365565,67.74193548387096,1.4866005168290248,50.0,-0.6360254828257409,50.0,0.1841549970283915,42.142857142857146,-3.0520912740332826,46.66666666666666,-1.3208886349806717,33.33333333333333,-2.3154322376335656,3573.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ニチレイ,2871,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.4214030852430454,100.0,9.45871657635677,60.71428571428571,4.295361199029693,84.84848484848484,4.917937232361131,68.75,0.8550760823604141,66.66666666666666,2.393339863966456,62.06896551724138,4.187028766817338,61.66666666666667,2.8645655189080204,64.70588235294117,1.7620656941661528,1164.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
横浜冷凍,2874,2024-11-15,0.0,1.0,1.0,0.0,0.0,0.0,1.0,57.14285714285714,-0.0076149919746673,25.0,-0.022626016223564,41.81818181818181,-0.2800229915461065,35.483870967741936,-0.051244998134078,66.66666666666666,0.9274516157546688,40.54054054054054,-0.2932216908818496,49.681528662420384,-0.4503965729336598,46.66666666666666,-0.259978546693612,67.64705882352942,1.6731083290795936,815.0,0.0,810.0,-0.6,812.0,-0.4,811.0,-0.5,,,,,,,,,,816.0,0.1,810.0,-0.6,814.0,-0.1,813.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,
日清食品ホールディングス,2897,2024-11-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91.66666666666666,4.194963005480402,47.22222222222222,1.1498331412505325,67.77777777777779,4.826201323364351,85.71428571428571,4.730837627370493,83.33333333333334,3.087021447413428,70.58823529411765,3.07917944859986,64.0,4.006172833515288,58.333333333333336,2.1062013348632416,65.625,1.4763994040866804,3792.0,0.0,3803.0,0.3,3775.0,-0.4,3872.0,2.1,,,,,,,,,,3829.0,1.0,3801.0,0.2,3821.0,0.8,3863.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,
なとり,2922,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0943145477204156,88.23529411764706,7.732682380005522,74.19354838709677,4.618769335354703,70.58823529411765,3.6434232321630224,33.33333333333333,-1.8288957351229176,74.07407407407408,2.153734446617793,59.23566878980891,3.421899019802736,66.66666666666666,2.381712287093253,51.85185185185185,0.1418206525664446,2125.0,0.0,2130.0,0.2,2120.0,-0.2,2116.0,-0.4,,,,,,,,,,2120.0,-0.2,2115.0,-0.5,2120.0,-0.2,2120.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,
ＳＲＥホールディングス,2980,2024-11-15,0.0,0.0,1.0,0.0,0.0,1.0,1.0,57.14285714285714,1.069077601425401,73.33333333333333,2.299588817069575,50.54945054945055,2.5076375865217835,60.0,3.0616225788131355,18.181818181818183,-1.4214456746776627,48.27586206896552,1.8487091953645776,49.32432432432432,1.5752228731125997,51.72413793103448,2.189467212754504,40.0,-0.7176207174045379,3280.0,0.0,3255.0,-0.8,3290.0,0.3,3195.0,-2.6,,,,,,,,,,3300.0,0.6,3235.0,-1.4,3240.0,-1.2,3305.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,
神戸物産,3038,2024-11-15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,75.0,1.9914164905982377,97.05882352941175,11.15988273185376,70.0,2.9476235051686848,82.6086956521739,3.412580401497208,33.33333333333333,-0.6380361593820382,67.74193548387096,2.424882878478019,66.88741721854305,3.1128139009381264,66.66666666666666,2.053933818209284,35.55555555555556,-1.0063656987030527,3576.0,0.0,3587.0,0.3,3527.0,-1.4,3573.0,-0.1,,,,,,,,,,3554.0,-0.6,3518.0,-1.6,3558.0,-0.5,3604.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,
ソリトンシステムズ,3040,2024-11-15,0.0,1.0,0.0,0.0,0.0,1.0,1.0,54.54545454545454,1.1583689356926938,90.9090909090909,4.735010515689941,46.93877551020408,0.4089696285744192,45.16129032258064,0.1848337122870664,0.0,-2.234375,33.33333333333333,0.2348838902124961,41.891891891891895,-0.6733258553002242,43.333333333333336,-0.119012891046114,25.0,-2.478150825683068,2115.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＤＤグループ,3073,2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.66666666666666,1.69014666744688,73.33333333333333,3.070426532297413,45.0,2.040986259553382,55.00000000000001,2.368428872445436,61.53846153846154,0.4380577613437416,61.76470588235294,2.1021593061860253,66.88311688311688,2.560719521747268,60.0,1.0420258921247951,51.51515151515152,-0.2818353225830925,1283.0,0.0,1295.0,0.9,1312.0,2.3,1323.0,3.1,,,,,,,,,,1327.0,3.4,1304.0,1.6,1296.0,1.0,1320.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,
あい　ホールディングス,3076,2024-11-15,0.0,1.0,1.0,0.0,0.0,1.0,1.0,60.0,1.0590914719134663,60.0,1.8026106319928616,81.60919540229885,6.633826459391565,73.46938775510205,3.8829981498227104,0.0,-6.2247485975061725,65.85365853658537,2.005352744297776,72.41379310344827,4.419662343960407,66.66666666666666,2.195819326070716,53.57142857142857,0.2235311647607502,2154.0,0.0,2154.0,0.0,2151.0,-0.1,2115.0,-1.8,,,,,,,,,,2139.0,-0.7,2153.0,-0.0,2153.0,-0.0,2150.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,
トレジャー・ファクトリー,3093,2024-11-15,0.0,0.0,1.0,0.0,0.0,1.0,1.0,85.71428571428571,2.2986604141255644,40.0,0.6229053996838174,51.24999999999999,3.0830977746020776,50.0,2.709415848075925,64.28571428571429,1.4106660478686408,44.11764705882353,1.6481989244010633,50.98039215686274,4.116974154158058,48.333333333333336,2.784850826159503,65.71428571428571,1.3543245890070543,1249.0,0.0,1263.0,1.1,1276.0,2.2,1257.0,0.6,,,,,,,,,,1267.0,1.4,1262.0,1.0,1265.0,1.3,1275.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,
物語コーポレーション,3097,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.66666666666666,1.780963148812864,51.72413793103448,1.6175570790554874,56.47058823529412,2.409044423259151,67.56756756756756,3.113523038732687,75.0,3.448314346793328,59.375,1.992435619758343,57.53424657534247,3.099563629388783,56.66666666666666,2.347381784341932,50.0,1.693862786799701,3680.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東洋紡,3101,2024-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.4272061313948675,85.71428571428571,2.540770964130356,53.70370370370371,1.279133981350737,70.27027027027027,1.3795411405755031,0.0,-8.191495594248742,54.054054054054056,0.2349550201519436,43.24324324324324,-1.3601349343815028,48.333333333333336,-0.0182338837223124,20.0,-3.0054976404179228,937.0,0.0,933.0,-0.4,934.0,-0.3,935.0,-0.2,,,,,,,,,,942.0,0.5,935.0,-0.2,938.0,0.1,945.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,
ユニチカ,3103,2024-11-15,0.0,1.0,1.0,0.0,0.0,1.0,0.0,66.66666666666666,1.2185416425760256,37.5,0.5179115616215864,51.19047619047619,-0.0495420893071624,33.33333333333333,0.7350373172767697,75.0,1.5562339317903011,27.027027027027028,-0.3297176700661354,49.30555555555556,-0.3891493989596804,31.666666666666664,0.4463484511073665,40.0,-0.3405476914593491,239.0,0.0,243.0,1.7,240.0,0.4,238.0,-0.4,,,,,,,,,,239.0,0.0,235.0,-1.7,235.0,-1.7,240.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,
日清紡ホールディングス,3105,2024-11-15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0,6.373499482707017,82.35294117647058,4.398395085611021,55.04587155963303,3.5916319108687147,53.70370370370371,2.3503301662342766,14.285714285714285,-2.1433628351613736,44.44444444444444,1.3686376280104302,48.36601307189542,2.1906565929882533,50.0,1.788656926289549,57.57575757575758,1.4257122256849135,893.2,0.0,881.9,-1.3,885.0,-0.9,888.5,-0.5,,,,,,,,,,881.1,-1.4,878.1,-1.7,882.0,-1.3,898.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,
シキボウ,3109,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.33333333333333,-0.0234262121483302,62.96296296296296,3.4306526387401486,50.98039215686274,2.348408020650818,60.0,2.811287179615509,30.0,-0.7472443611085438,57.57575757575758,1.7562212895844844,55.39568345323741,2.571872761879673,50.0,1.1984493617191478,48.14814814814815,-0.1445350964870653,998.0,0.0,996.0,-0.2,998.0,0.0,996.0,-0.2,,,,,,,,,,997.0,-0.1,998.0,0.0,997.0,-0.1,1000.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
日東紡績,3110,2024-11-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,-0.3807621112524457,76.47058823529412,2.4901756066042937,32.98969072164948,0.3090648418763782,23.33333333333333,0.2016296196821557,71.42857142857143,2.0066832933708065,45.94594594594595,0.5850659550937956,39.71631205673759,0.050713131353138,31.666666666666664,-0.692922575370169,42.85714285714285,1.1189708682150226,5530.0,0.0,5680.0,2.7,5580.0,0.9,6000.0,8.5,,,,,,,,,,5700.0,3.1,5480.0,-0.9,5670.0,2.5,6080.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,
マーケットエンタープライズ,3135,2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.3152594644457261,40.0,0.1225736142802246,51.66666666666667,0.9131186522764404,43.39622641509434,0.6971828966817906,60.0,-0.3085957257417114,34.285714285714285,-1.5974177010265047,36.3013698630137,-1.5156496056180409,40.0,-0.5579650445046579,59.09090909090909,0.0034812127728285,238.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ラクト・ジャパン,3139,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.28571428571429,1.2845575882428215,50.0,1.4605757311828718,55.00000000000001,1.1265795279986583,68.75,1.7835342497344908,66.66666666666666,1.33917221579416,55.88235294117647,1.2181973727330275,36.24161073825504,-0.6388555223035224,55.00000000000001,0.4931916518660646,45.45454545454545,0.7683744048373979,2724.0,0.0,2745.0,0.8,2784.0,2.2,2737.0,0.5,,,,,,,,,,2764.0,1.5,2749.0,0.9,2745.0,0.8,2772.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,
クリエイトＳＤホールディングス,3148,2024-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.66666666666666,0.8229732647206586,71.42857142857143,1.926482582807412,57.14285714285714,1.3326177039200238,66.66666666666666,2.2158444419369645,0.0,-5.168578619600988,54.054054054054056,0.9215077570009604,46.206896551724135,-0.2704641625051472,48.333333333333336,0.641460152237297,40.909090909090914,-0.6634039036713535,888.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グリムス,3150,2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,9.690256020781288,65.38461538461539,3.002799252144612,67.32673267326733,6.3608549344223215,56.25,2.867930430022734,25.0,-0.7913681519129905,51.51515151515152,1.3738480455446451,56.08108108108109,3.1442190374769505,55.00000000000001,1.974565415907124,50.0,0.9445494149144696,2428.0,0.0,2420.0,-0.3,2566.0,5.7,2669.0,9.9,,,,,,,,,,2568.0,5.8,2562.0,5.5,2569.0,5.8,2649.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,
八洲電機,3153,2024-11-15,0.0,1.0,1.0,0.0,0.0,1.0,0.0,85.71428571428571,4.459049355111252,97.05882352941175,9.802853528263473,87.61904761904762,9.062674501570502,94.5945945945946,7.888037604142705,41.66666666666667,0.0947816308732954,93.5483870967742,6.512587003036575,75.83892617449665,7.601003707097217,78.33333333333333,4.249232324082988,69.6969696969697,1.8941467308315167,1572.0,0.0,1559.0,-0.8,1566.0,-0.4,1580.0,0.5,,,,,,,,,,1554.0,-1.1,1593.0,1.3,1597.0,1.6,1604.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
レスター,3156,2024-11-15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,61.53846153846154,2.881327183380829,62.5,2.392774719826719,73.49397590361446,2.7675776662530267,59.09090909090909,1.6241536007763269,80.0,3.4105797002702785,64.28571428571429,1.1011918222536037,58.55263157894737,2.3415893556275065,66.66666666666666,0.8405858815452105,63.888888888888886,0.7776659995378767,2470.0,0.0,2481.0,0.4,2422.0,-1.9,2395.0,-3.0,,,,,,,,,,2447.0,-0.9,2428.0,-1.7,2426.0,-1.8,2418.0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,
シュッピン,3179,2024-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.72727272727273,1.7985426816498031,72.22222222222221,2.943698319343964,46.51162790697674,2.188467369164326,55.55555555555556,1.577420208474171,0.0,-10.03666272378371,56.75675675675676,2.7844131079994856,55.70469798657718,0.7039221577675198,46.66666666666666,0.3585471170354602,48.14814814814815,-0.9311724600889424,984.0,0.0,997.0,1.3,996.0,1.2,1008.0,2.4,,,,,,,,,,999.0,1.5,995.0,1.1,1000.0,1.6,1016.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,
鳥貴族ホールディングス,3193,2024-11-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.88888888888889,2.584019092378444,75.0,2.8209507745517217,54.83870967741935,2.918400223151485,54.83870967741935,2.987313493641595,52.94117647058824,0.7124712714919873,57.14285714285714,2.956859047423428,57.04225352112676,4.321097853241959,63.33333333333333,2.752182999457126,58.53658536585365,2.1378523413720125,3315.0,0.0,3280.0,-1.1,3230.0,-2.6,3220.0,-2.9,,,,,,,,,,3275.0,-1.2,3265.0,-1.5,3265.0,-1.5,3240.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,
ホットランド,3196,2024-11-15,0.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,4.965163406723274,100.0,10.227042335060483,72.64150943396226,5.329775204263293,81.3953488372093,5.498869859279301,50.0,1.445835587849587,71.42857142857143,2.582118081488823,69.73684210526315,5.657690634678933,70.0,4.083187966772222,61.76470588235294,3.074943302057832,2115.0,0.0,2069.0,-2.2,2065.0,-2.4,2114.0,-0.0,,,,,,,,,,2070.0,-2.1,2080.0,-1.7,2088.0,-1.3,2125.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,
すかいらーくホールディングス,3197,2024-11-15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,-2.125851608814913,71.42857142857143,0.9057127980479543,53.086419753086425,1.6053774665477407,59.45945945945946,1.5886180820289693,92.3076923076923,4.474901202280908,66.66666666666666,2.1671009927723808,53.16455696202531,2.1493694513322934,61.66666666666667,1.1346464034969324,65.78947368421053,3.938008460207292,2208.0,0.0,2183.0,-1.1,2210.5,0.1,2233.5,1.2,,,,,,,,,,2209.0,0.0,2219.0,0.5,2217.5,0.4,2248.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,
綿半ホールディングス,3199,2024-11-15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,58.333333333333336,2.0056741994532032,84.21052631578947,4.111547665528976,66.01941747572816,3.4706335979775265,67.44186046511628,2.297306084729498,75.0,1.4754948096113338,56.25,1.8005986819534854,64.1025641025641,4.44536258034698,58.333333333333336,2.549358586755362,68.96551724137932,4.233872686174409,1580.0,0.0,1570.0,-0.6,1556.0,-1.5,1547.0,-2.1,,,,,,,,,,1567.0,-0.8,1531.0,-3.1,1528.0,-3.3,1537.0,-2.7,,,,,,,,,,,,,,,,,,,,,,,,
オープンハウスグループ,3288,2024-11-15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,87.5,3.614246818691989,100.0,8.003596236921243,59.523809523809526,1.802896173646569,85.0,4.050841445480051,33.33333333333333,-0.3922770461556445,32.35294117647059,-0.566512356740164,51.70068027210885,1.8538252595991285,48.333333333333336,1.1761942555328564,50.0,-0.7208498103852574,5400.0,0.0,5311.0,-1.6,5594.0,3.6,5718.0,5.9,,,,,,,,,,5446.0,0.9,5629.0,4.2,5646.0,4.6,5701.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,
東急不動産ホールディングス,3289,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,1.361035378966683,100.0,6.185124336508384,54.71698113207547,3.488865343219098,58.97435897435898,3.6336836934559975,57.14285714285714,0.1518401708172616,48.38709677419355,1.2813636813633154,52.05479452054794,2.797858864398345,53.333333333333336,2.16948963540404,62.96296296296296,0.8925020756432859,2857.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＢＥＥＮＯＳ,3328,2024-11-15,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,1.3528555864649991,37.5,0.6296268974148668,40.81632653061224,1.1145835546474558,53.48837209302325,1.2135759144899751,33.33333333333333,-0.9175619736394094,23.52941176470588,-0.3468221443331005,42.567567567567565,0.207109206287357,46.66666666666666,0.1151273594629046,20.6896551724138,-2.3440417711411845,3135.0,0.0,3175.0,1.3,3280.0,4.6,3510.0,12.0,,,,,,,,,,3250.0,3.7,3200.0,2.1,3175.0,1.3,3500.0,11.6,,,,,,,,,,,,,,,,,,,,,,,,
あさひ,3333,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.15384615384615,1.3758987695504792,61.90476190476191,1.068520670448292,50.0,2.0911163634913845,51.35135135135135,0.4316210706234021,100.0,6.325443760024965,72.97297297297297,3.110568922445093,54.7945205479452,2.6127137004895,53.333333333333336,0.5017674369871797,57.692307692307686,1.602136356507759,1494.0,0.0,1496.0,0.1,1497.0,0.2,1572.0,5.2,,,,,,,,,,1505.0,0.7,1498.0,0.3,1503.0,0.6,1539.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
シップヘルスケアホールディングス,3360,2024-11-15,0.0,1.0,1.0,0.0,0.0,0.0,1.0,46.15384615384615,0.9998523491637336,50.0,1.2808348507585765,56.60377358490566,0.17184749899065,46.15384615384615,0.6746944925076106,,0.0,51.42857142857142,-0.7244545296119872,44.36619718309859,-1.0940323314929492,33.33333333333333,-1.0128085744638862,42.85714285714285,0.5586704508513518,1580.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ツルハホールディングス,3391,2024-11-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,33.33333333333333,-0.0299518937363008,41.66666666666667,0.0617393320062469,58.333333333333336,2.719416959543052,57.77777777777777,2.019193418038796,0.0,0.0,54.83870967741935,1.2039258152140069,54.67625899280576,1.2201158920981496,52.63157894736842,1.3318889300065528,75.0,1.674724588277508,8237.0,0.0,8251.0,0.2,8068.0,-2.1,8041.0,-2.4,,,,,,,,,,8261.0,0.3,7996.0,-2.9,7990.0,-3.0,8065.0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,
