Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign,MACD_Win Rate [%],MACD_SQN,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN,MAX30d_Win Rate [%],MAX30d_SQN,Price_0d,PL_0d,Price_1d,PL_1d,Price_3d,PL_3d,Price_7d,PL_7d,Price_14d,PL_14d,Price_21d,PL_21d,Price_28d,PL_28d,Price_60d,PL_60d,Resi_Price,Price_2d,PL_2d,Price_4d,PL_4d,Price_5d,PL_5d,Price_6d,PL_6d,Price_8d,PL_8d,Price_9d,PL_9d,Price_10d,PL_10d,Price_11d,PL_11d,Price_12d,PL_12d,Price_13d,PL_13d,Price_20d,PL_20d,Price_22d,PL_22d,Price_27d,PL_27d,Price_29d,PL_29d,Price_59d,PL_59d,Price_61d,PL_61d
スズケン,9987,2024-11-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.23076923076923,1.611264034834379,56.66666666666666,0.4671898794808746,56.81818181818182,2.457959002987598,79.59183673469387,4.131571868605943,63.63636363636363,1.7440679464927995,69.23076923076923,3.123568269104464,62.5,2.124246817082142,66.66666666666666,1.7113964635483352,64.51612903225806,1.511847215728128,4772.0,0.0,4846.0,1.6,4765.0,-0.1,,,,,,,,,,,,4848.0,1.6,4716.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サンドラッグ,9989,2024-11-20,0.0,1.0,1.0,0.0,0.0,1.0,0.0,55.55555555555556,1.0377118926637618,62.5,1.512935595826199,62.16216216216216,2.0824237743260468,50.0,0.9066077459410276,12.5,-1.932115836277878,56.66666666666666,1.738798320576872,44.20289855072464,-0.1414280371913481,58.333333333333336,0.4948918541008285,58.06451612903226,0.2066407700132644,3442.0,0.0,3439.0,-0.1,3550.0,3.1,,,,,,,,,,,,3450.0,0.2,3576.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^N225,^N225,2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,38180.1,0.0,37945.2,-0.6,38672.2,1.3,,,,,,,,,,,,38085.1,-0.2,38020.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^DJI,^DJI,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,42938.9,0.0,43074.9,0.3,43871.6,2.2,,,,,,,,,,,,43345.6,0.9,44385.5,3.4,44426.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
^NDX,^NDX,2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,20423.3,0.0,20402.5,-0.1,20655.7,1.1,,,,,,,,,,,,20436.8,0.1,20712.4,1.4,20849.8,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
コンステレーション エナジー,CEG,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,226.1,0.0,232.1,2.7,245.0,8.4,,,,,,,,,,,,234.1,3.5,243.0,7.5,249.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,
3M,MMM,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.36363636363637,0.6731026633358059,66.66666666666666,0.838139428720002,43.01075268817204,0.4627116531299066,29.268292682926827,-0.064733091856893,36.36363636363637,-1.9652043560577697,24.324324324324326,-1.2000318547634194,40.76433121019109,-0.2076377320108283,45.0,0.3391683992655857,41.37931034482759,0.6406800979972652,128.0,0.0,127.1,-0.7,126.4,-1.2,,,,,,,,,,,,126.3,-1.3,127.6,-0.3,129.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
A.O. スミス,AOS,2024-11-19,0.0,0.0,1.0,0.0,0.0,1.0,1.0,83.33333333333334,2.609363280474464,28.57142857142857,0.7468615043947205,53.76344086021505,3.3376794980249294,65.9090909090909,2.213963756959432,57.692307692307686,0.4403257423916717,62.85714285714285,2.7074810261941007,54.86111111111112,3.589981097629344,53.333333333333336,1.621522026008087,58.97435897435898,0.6265275268941908,71.0,0.0,70.7,-0.4,73.0,2.8,,,,,,,,,,,,71.7,1.0,74.0,4.2,73.8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
アッヴィ,ABBV,2024-11-19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,8.298042457173384,100.0,11.023038435752502,73.97260273972603,5.944459899600119,80.0,5.15583496313306,75.0,1.3289429332474827,85.0,5.739435556264115,75.32467532467533,5.343975448466575,66.66666666666666,3.2369201123264744,63.26530612244898,2.097242236228691,163.8,0.0,165.6,1.1,173.5,5.9,,,,,,,,,,,,166.9,1.9,176.8,7.9,176.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,
アドバンスト マイクロ デバイシズ,AMD,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,1.4155047427872676,85.71428571428571,3.10606917275308,58.252427184466015,2.321773221751549,53.48837209302325,2.8048631507576105,66.66666666666666,1.0152710904963085,76.92307692307693,3.599071526269017,54.71698113207547,2.8764521295261845,60.0,1.6278394290594378,63.63636363636363,2.8300941768834207,137.1,0.0,135.5,-1.2,137.0,-0.1,,,,,,,,,,,,134.9,-1.6,139.1,1.5,136.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
アジレント テクノロジーズ,A,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,0.7800828722049225,46.42857142857143,0.7056544493512428,46.15384615384615,1.8524745445062645,41.30434782608695,1.248782461255385,71.42857142857143,1.759444769098964,48.48484848484848,0.8120221230521331,50.0,3.253435515071072,50.0,1.5802295839782932,57.89473684210527,1.2055745205673618,125.1,0.0,124.9,-0.2,131.5,5.1,,,,,,,,,,,,129.1,3.2,133.8,7.0,126.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
アカマイ　テクノロジーズ,AKAM,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,14.285714285714285,-0.935379150976159,72.72727272727273,2.043414809342049,57.77777777777777,1.9806057667757824,68.42105263157895,3.137558101709407,42.85714285714285,-0.152339127439792,56.41025641025641,1.5749968619716783,50.98039215686274,1.3357487990814425,51.66666666666667,0.6611325361153946,45.71428571428572,-0.1010947445929981,84.7,0.0,86.6,2.2,90.7,7.1,,,,,,,,,,,,88.0,3.9,93.1,9.9,92.8,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,ARE,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,42.85714285714285,-0.4609728946574868,61.76470588235294,1.783604843746501,56.00000000000001,1.987389726474388,50.0,0.5294394178612761,61.53846153846154,0.6166915811359398,45.23809523809524,0.0166313066851653,44.0251572327044,0.0204555640528438,45.0,-0.3033828188731878,44.11764705882353,-0.6406849318494804,104.1,0.0,102.9,-1.2,105.8,1.6,,,,,,,,,,,,104.2,0.1,109.3,5.0,110.9,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
アムコア,AMCR,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,75.0,0.563261334261286,48.71794871794872,0.6422559060285404,55.00000000000001,1.8168270283655248,80.55555555555556,2.0776152908759418,0.0,-4.999981772235104,56.41025641025641,1.4561911466479986,64.82758620689654,1.8121049418006343,65.0,0.6557668621749301,41.37931034482759,-1.6295371900211173,9.4,0.0,10.1,7.4,10.4,10.6,,,,,,,,,,,,10.2,8.5,10.5,11.7,10.3,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,
アムジェン,AMGN,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,1.0,85.71428571428571,1.7832584947541936,78.78787878787878,4.309008782380902,75.53191489361703,6.398685147738467,85.1063829787234,5.366723705928621,11.11111111111111,-1.9442136938380656,53.125,2.12792838510635,56.84931506849316,2.8358119575804217,60.0,1.396972779127595,51.61290322580645,0.0163777352800592,275.6,0.0,278.6,1.1,288.8,4.8,,,,,,,,,,,,284.1,3.1,293.5,6.5,257.8,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
アナログ デバイセズ,ADI,2024-11-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.71428571428571,2.073856477367369,82.6086956521739,4.381463465308632,81.37254901960785,6.128849432067975,75.36231884057972,4.010606472695715,38.88888888888889,-0.7370386623098938,68.75,2.808596229737789,70.12987012987013,3.8858830276960137,71.66666666666667,2.573669531766388,53.125,0.1978688314770662,206.8,0.0,207.2,0.2,211.5,2.3,,,,,,,,,,,,210.1,1.6,216.0,4.4,218.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
アプライド マテリアルズ,AMAT,2024-11-19,0.0,1.0,1.0,0.0,0.0,0.0,1.0,80.0,2.785860468973865,42.85714285714285,1.8034355056139004,78.16091954022988,4.849657659997308,70.6896551724138,2.846632050609464,60.86956521739131,0.7843944865112956,70.96774193548387,2.0632402285202125,70.70063694267516,4.2938161255619285,61.66666666666667,2.43262627916545,66.66666666666666,1.5454481888048672,167.5,0.0,167.1,-0.2,173.4,3.5,,,,,,,,,,,,171.1,2.1,171.9,2.6,171.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
アプティブ,APTV,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,40.0,-0.2375092464190361,65.0,0.982415467691766,37.5,0.7093697302413033,50.0,1.754615414397298,0.0,-6.782417595562197,26.1904761904762,-0.9894094159175468,43.44827586206896,0.5032129784693751,36.66666666666666,0.1630635029926617,34.78260869565217,-1.8338033644709704,51.5,0.0,51.9,0.8,53.3,3.5,,,,,,,,,,,,52.0,1.0,55.5,7.8,54.9,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,
アリスタ ネットワークス,ANET,2024-11-19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,3.157713739938908,100.0,6.316292867056863,64.47368421052632,4.530526044619697,70.0,3.9040133353193234,64.70588235294117,3.871793432419521,80.64516129032258,4.434676138791704,64.90066225165563,6.351846020347257,61.66666666666667,3.2928283921875203,59.64912280701754,3.4756559754917857,368.4,0.0,375.0,1.8,399.7,8.5,,,,,,,,,,,,391.0,6.1,395.5,7.4,403.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,
エイブリー デニソン,AVY,2024-11-19,0.0,0.0,1.0,0.0,0.0,1.0,1.0,37.5,0.4473913496814282,68.0,1.4522757448614505,50.45871559633027,2.646920378376743,60.0,2.845836710844383,66.66666666666666,2.274662444858929,53.125,0.7244042903465849,54.3046357615894,2.131402207304859,46.66666666666666,1.663011932362097,48.64864864864865,0.6139512546186169,195.6,0.0,196.0,0.2,199.9,2.2,,,,,,,,,,,,197.3,0.9,204.1,4.3,205.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
ベクトン ディッキンソン,BDX,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,1.0,46.66666666666666,0.6345071076164822,77.77777777777779,1.437699062665824,73.68421052631578,3.613512398549895,74.28571428571429,3.229437051618272,0.0,-4.907565037745015,71.42857142857143,2.550333342435726,51.89873417721519,-0.2165993331698105,53.333333333333336,0.7405251739794941,37.5,-1.6467982375090362,220.5,0.0,220.8,0.1,223.1,1.2,,,,,,,,,,,,221.0,0.2,223.9,1.5,222.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ベスト バイ,BBY,2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.42857142857143,1.5079448339305357,84.61538461538461,5.300879485684409,50.505050505050505,2.265632772631107,56.00000000000001,2.824300941716374,0.0,-5.524368433533553,61.53846153846154,1.212180140149469,64.3312101910828,2.139735367915172,60.0,0.9347449453872704,43.75,-1.5285826012803048,86.1,0.0,85.3,-0.9,87.0,1.0,,,,,,,,,,,,86.1,0.0,92.0,6.9,83.8,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオ-ラッド ラボラトリーズ A,BIO,2024-11-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5401754569537646,66.66666666666666,1.168226083133345,54.34782608695652,1.867972193784412,37.142857142857146,0.6309034575067969,37.5,-0.9875004824502648,32.35294117647059,0.4108307100214368,50.66666666666667,0.3320714027641584,48.333333333333336,0.1559559064808633,39.285714285714285,-0.255048960426634,310.0,0.0,319.6,3.1,321.6,3.7,,,,,,,,,,,,320.3,3.3,333.0,7.4,326.7,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオ テクネ,TECH,2024-11-19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.301465493036217,87.5,3.478163969293958,53.01204819277109,1.5349033792919071,62.74509803921568,2.003049087105909,64.28571428571429,0.4740686975310688,64.1025641025641,1.4814778803863151,43.31210191082803,-0.1598561343933471,45.0,0.2762961447786964,34.285714285714285,-1.52123464963014,66.3,0.0,65.6,-1.1,70.6,6.5,,,,,,,,,,,,68.4,3.2,71.9,8.4,72.7,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオジェン,BIIB,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,62.5,1.8815088397130044,42.85714285714285,-0.2326262006818189,60.24096385542169,3.134069992488996,59.25925925925925,2.8272441631293,0.0,-3.1650289454018705,55.81395348837209,1.7534697258842002,51.31578947368421,3.021944505279832,53.333333333333336,2.2555347982515497,26.31578947368421,-0.9144248246972574,155.3,0.0,153.6,-1.1,157.3,1.3,,,,,,,,,,,,154.7,-0.4,158.4,2.0,156.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
ブロードコム,AVGO,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,6.275128160541535,40.0,1.6550396916471184,69.2982456140351,6.849005248954516,66.0377358490566,5.650874778632183,65.21739130434783,4.000741955221439,62.06896551724138,3.2885833011764296,70.77922077922078,7.68446450599237,73.33333333333333,5.228095011466646,71.05263157894737,5.811856627105634,164.3,0.0,160.9,-2.1,162.4,-1.2,,,,,,,,,,,,160.6,-2.3,162.9,-0.9,163.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
シーザーズ エンターテイメント,CZR,2024-11-19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.2757479273256238,51.72413793103448,0.2716026073683958,48.0,0.9051260729162924,58.82352941176471,1.183108610874272,40.0,-0.6459804416737269,40.47619047619048,0.0811018058514905,36.024844720496894,-1.6552143664430905,46.66666666666666,0.1975227120155443,24.0,-2.0396802207227167,35.6,0.0,36.8,3.4,37.3,4.8,,,,,,,,,,,,36.9,3.7,37.9,6.5,38.3,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
キャンベル スープ,CPB,2024-11-19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,77.77777777777779,2.310273257528632,58.06451612903226,1.1633028417720268,68.0,3.946764667189036,57.77777777777777,1.879780561822332,33.33333333333333,-0.950940981581674,68.18181818181817,2.86655894520378,68.32298136645963,2.17291568472738,56.66666666666666,1.5784754108367838,64.0,0.4276121157301344,42.9,0.0,43.4,1.2,44.5,3.7,,,,,,,,,,,,43.4,1.2,45.4,5.8,46.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,
キャリア グローバル,CARR,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,5.293720642110598,42.85714285714285,2.308460739657713,61.53846153846154,5.956822280419279,72.09302325581395,4.692041081049749,55.55555555555556,1.4465484329481038,57.89473684210527,2.450621694340064,71.32352941176471,7.031542220276632,67.9245283018868,4.0438748367366095,50.0,0.9341495845988012,73.3,0.0,74.1,1.1,75.9,3.5,,,,,,,,,,,,74.5,1.6,77.4,5.6,76.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
キャタレント,CTLT,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,1.2752816579350474,65.71428571428571,2.5440239583771205,33.78378378378378,0.8873582444895052,55.88235294117647,2.2666136250314035,33.33333333333333,-0.3835553312883507,50.0,1.0773947923878826,54.90196078431373,1.822906931204872,51.66666666666667,0.515495714595435,65.625,1.21013670780762,58.4,0.0,58.7,0.5,59.8,2.4,,,,,,,,,,,,58.9,0.9,60.9,4.3,60.9,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
CDW,CDW,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,100.0,12.409301096163606,62.5,2.552289264965011,65.65656565656566,4.335901538307,68.0,2.51671945171606,50.0,0.3908521606202113,58.620689655172406,1.6375800607942992,63.39869281045751,2.034881170653821,73.33333333333333,2.788516386577609,56.00000000000001,1.256941191694123,173.4,0.0,172.9,-0.3,177.3,2.2,,,,,,,,,,,,175.4,1.2,179.8,3.7,178.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
セラニーズ,CE,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,66.66666666666666,1.062033074873333,41.17647058823529,1.1305935954778024,55.12820512820513,2.317040285497815,61.11111111111112,1.8321613996257688,54.54545454545454,0.3087154479165575,30.55555555555556,-0.0481478418848585,48.75,1.0785602589690035,55.00000000000001,1.3045625579925104,41.17647058823529,-0.533922814936879,71.4,0.0,71.4,0.0,74.6,4.5,,,,,,,,,,,,72.3,1.3,74.7,4.6,73.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
センティーン,CNC,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.55555555555556,0.6530610090784971,87.5,3.22955914344034,61.29032258064516,1.8218930128602244,55.55555555555556,1.6036420422527136,40.0,-1.097933363748454,56.09756097560976,1.8437556984974128,53.75,-0.0221740612330688,63.33333333333333,0.8473886512745976,54.285714285714285,-0.3524419071962418,57.8,0.0,58.0,0.3,59.8,3.5,,,,,,,,,,,,58.5,1.2,60.7,5.0,60.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
チャールズ リバー ラボラトリーズ インターナショナル,CRL,2024-11-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0619300511859264,80.0,1.2258241512716144,36.231884057971016,1.1723294301213094,61.76470588235294,1.289916151167141,60.86956521739131,1.612452739922609,27.77777777777778,0.2536198940740742,58.75,2.741604383732451,51.66666666666667,1.1681530167041998,45.23809523809524,0.3222780196510988,183.9,0.0,183.6,-0.2,193.3,5.1,,,,,,,,,,,,186.6,1.5,198.2,7.8,194.1,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
シグナ グループ,CI,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,18.84780307635892,75.0,2.880739027121539,71.42857142857143,5.125170073633005,71.05263157894737,3.496613803976008,40.0,-0.4117663809945298,69.44444444444444,3.312175280230665,61.18421052631579,4.223166335456185,61.66666666666667,2.2113107641510146,58.333333333333336,0.2448562055257283,319.2,0.0,319.4,0.1,325.5,2.0,,,,,,,,,,,,322.2,0.9,330.1,3.4,329.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
コカ-コーラ,KO,2024-11-19,0.0,0.0,1.0,0.0,0.0,1.0,0.0,71.42857142857143,1.0362638692688224,100.0,6.069165949402165,81.25,4.267312290204458,77.77777777777779,5.247112619694943,55.55555555555556,1.2010562799019928,72.97297297297297,2.785162455530152,54.90196078431373,2.755816488290155,60.0,1.846741484661974,51.06382978723404,1.0752238942572645,61.6,0.0,62.0,0.6,63.7,3.4,,,,,,,,,,,,63.0,2.3,63.8,3.6,64.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
コグニザントテクノロジーソリューション A,CTSH,2024-11-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,-0.0352136965943489,68.18181818181817,1.7569949933258733,59.30232558139535,2.1211927056020787,53.84615384615385,2.236489413661069,14.285714285714285,-1.5690744998951986,52.38095238095239,1.14533308625539,51.048951048951054,1.0536971826295896,56.66666666666666,1.098264898876138,45.83333333333333,0.0322502703813711,75.2,0.0,76.1,1.2,78.8,4.8,,,,,,,,,,,,77.4,2.9,80.0,6.4,79.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
コナグラ ブランズ,CAG,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,40.0,-0.6781355126951425,44.73684210526316,0.1571170893271402,63.888888888888886,1.9311215611507253,74.35897435897436,1.9947538386883343,0.0,-3.3891131399321432,52.77777777777778,1.9201402005517008,54.088050314465406,-0.5916032640916598,58.333333333333336,0.0426314054756583,16.666666666666664,-3.0478859753312832,26.4,0.0,26.4,0.0,27.2,3.0,,,,,,,,,,,,27.0,2.3,27.5,4.2,27.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
コンソリデーテッド エジソン,ED,2024-11-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.71428571428571,2.655875938560325,100.0,7.117979564132618,56.12244897959183,1.7831405310356483,61.01694915254237,2.146360988271372,44.44444444444444,0.0806860953663154,60.60606060606061,1.1299665034677078,52.31788079470199,0.6349211449805807,58.333333333333336,0.4270604943598598,50.0,0.8403462443396555,95.3,0.0,96.4,1.2,98.2,3.0,,,,,,,,,,,,97.3,2.1,98.2,3.0,99.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS ヘルス,CVS,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,-0.4146861148671834,67.85714285714286,1.1144066706093227,57.77777777777777,1.880497788816461,47.61904761904761,1.0658126452026513,44.44444444444444,-0.550948222473026,53.65853658536586,2.561668829887091,48.20143884892087,0.5581493698494241,48.333333333333336,0.7608007715529744,37.5,-0.6386363159523877,55.3,0.0,56.0,1.3,56.6,2.4,,,,,,,,,,,,56.4,2.0,58.9,6.5,58.3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
DR ホートン,DHI,2024-11-19,0.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0,24.79600985783304,63.63636363636363,4.32925381822805,61.32075471698113,5.122990688925322,77.14285714285715,5.09076183516439,42.10526315789473,-0.3270559248334844,56.66666666666666,2.759588764485093,57.7639751552795,4.469310749893904,56.66666666666666,3.086258558295598,60.46511627906976,2.1208842118455866,158.6,0.0,161.7,2.0,161.5,1.8,,,,,,,,,,,,161.8,2.0,167.2,5.4,167.8,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
ダナハー,DHR,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,75.0,1.4181610111793943,85.71428571428571,3.43712500421292,55.67010309278351,1.3844277537599428,75.0,3.406292176454905,53.84615384615385,0.7027904056083004,75.0,1.5504356971806506,53.84615384615385,2.510301437127336,55.00000000000001,1.0068661090805835,48.27586206896552,0.75927363557997,228.7,0.0,228.9,0.1,234.5,2.5,,,,,,,,,,,,230.4,0.7,235.4,2.9,233.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
デンツプライ シロナ,XRAY,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.42857142857143,2.1132732500048808,42.85714285714285,-0.2838202784385279,39.47368421052632,2.027678773544724,21.428571428571427,-2.5402179469623696,20.0,-1.0570643778885245,23.91304347826087,-1.285235013631477,33.734939759036145,-1.850585828655096,28.33333333333333,-0.9988333617261288,20.0,-2.60458702128567,18.1,0.0,18.4,1.7,18.6,2.8,,,,,,,,,,,,18.3,1.1,18.9,4.4,19.1,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
デボン エナジー,DVN,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.66666666666666,1.0260563500190902,60.71428571428571,2.111948702912863,51.11111111111111,1.40670407285954,70.83333333333334,3.423570555627258,56.25,0.0861536176103913,35.714285714285715,-0.2761041413286632,46.45161290322581,1.2660895216350767,56.66666666666666,0.9758395520297256,55.26315789473685,-0.5993880399431225,37.9,0.0,37.9,0.0,38.6,1.8,,,,,,,,,,,,38.4,1.3,38.2,0.8,37.5,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
ダウ,DOW,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,80.0,1.9099899014919868,66.66666666666666,2.893687939940676,58.620689655172406,2.7688892473091737,66.66666666666666,1.8866331433646155,40.0,-0.2185805198623868,47.22222222222222,1.5056122081609504,59.25925925925925,1.4588475758775203,48.333333333333336,0.8031324102599348,39.285714285714285,-1.4894955960536531,43.3,0.0,43.3,0.0,44.7,3.2,,,,,,,,,,,,43.6,0.7,45.5,5.1,44.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
デュポン ド ヌムール,DD,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,2.1129788548870043,50.0,0.9192182748492848,47.19101123595505,0.8488091617399925,66.66666666666666,2.29501526935483,50.0,-0.7432998125562039,47.22222222222222,0.1363253501238678,43.67088607594937,0.318628846458709,38.333333333333336,0.328125058094716,36.36363636363637,-1.7924238755853907,80.8,0.0,81.2,0.5,82.7,2.4,,,,,,,,,,,,81.8,1.2,83.8,3.7,83.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
DXCテクノロジー,DXC,2024-11-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.54545454545454,0.1575158967191696,87.5,3.642150214037595,65.0,0.9965034323241068,33.33333333333333,-0.2539797172379832,25.0,-1.2875493934524973,32.5,-0.1108394214352189,34.810126582278485,-1.0127237705080163,43.333333333333336,-0.4535313164119731,38.46153846153847,-1.3255114654767377,19.1,0.0,19.5,2.1,21.9,14.7,,,,,,,,,,,,21.0,9.9,22.4,17.3,22.4,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,
イーライ リリィ,LLY,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,90.47619047619048,7.449015607114993,93.61702127659576,9.69414917637565,73.17073170731707,5.255935855994404,70.58823529411765,4.424001134720156,87.09677419354838,6.2417666004492185,76.77419354838709,10.535698529673878,85.0,7.238344735590276,74.4186046511628,5.636989230025081,712.4,0.0,735.5,3.2,745.1,4.6,,,,,,,,,,,,735.0,3.2,740.0,3.9,774.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,
エンフェーズ エナジー,ENPH,2024-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.85714285714285,-1.2993948962612052,36.36363636363637,0.4916466219846942,59.0,2.0605390609874514,81.25,2.1955720937460725,22.22222222222222,-1.61306835469985,66.66666666666666,0.5852284335471932,39.74358974358975,-1.1711892223614158,53.333333333333336,0.3041014100692453,39.285714285714285,-0.7247292356879156,60.4,0.0,59.7,-1.2,62.4,3.3,,,,,,,,,,,,62.7,3.8,67.6,11.9,68.7,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,
エキファックス,EFX,2024-11-19,0.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,37.35560210116901,71.42857142857143,1.243784265801769,45.63106796116505,0.4395181892185912,66.66666666666666,1.9661038742881665,59.09090909090909,0.4457750089123983,53.84615384615385,0.3115370416453725,55.319148936170215,2.53871985706894,53.333333333333336,1.1985581311091669,59.18367346938776,1.2159312711302697,241.2,0.0,241.9,0.3,252.7,4.8,,,,,,,,,,,,246.3,2.1,256.2,6.2,256.8,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
