Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign
三菱ケミカルグループ,4188,2024-07-19,907.8,932.0,987.3,17.4,-0.2,6.2,-0.6,-2.6,55.1,40.5,55.8,61.0,264.2,57.6,0,0,0,0,0,0
花王,4452,2024-07-19,6827.0,7035.0,7064.0,-9.8,6.7,-11.9,1.2,-2.1,56.3,40.0,58.3,51.6,122.5,60.2,0,0,0,0,0,0
武田薬品工業,4502,2024-07-19,4230.0,4345.0,4873.0,30.3,0.7,16.8,-0.6,-2.2,52.3,40.0,51.8,58.4,150.8,58.2,0,0,0,0,0,0
アステラス製薬,4503,2024-07-19,1642.0,1704.0,2360.5,25.8,1.3,24.9,-0.4,-2.7,56.8,39.0,57.8,66.0,114.6,62.7,0,0,0,0,0,0
塩野義製薬,4507,2024-07-19,6756.0,7314.0,8137.0,-30.4,19.7,-71.5,2.9,-2.7,54.0,40.0,64.9,53.1,129.0,61.9,0,0,0,0,0,0
中外製薬,4519,2024-07-19,5900.0,6429.0,6697.0,278.9,-11.2,99.7,-2.4,-3.0,58.2,39.7,55.4,69.1,98.6,59.3,0,0,0,0,0,0
エーザイ,4523,2024-07-19,6604.0,7096.0,11250.0,21.8,1.9,85.6,-0.7,-3.5,50.3,37.6,49.6,52.1,99.3,53.7,0,0,0,0,0,0
小野薬品工業,4528,2024-07-19,2264.0,2292.0,2966.5,-0.4,2.2,8.7,1.5,-2.5,52.4,38.6,57.8,51.7,124.0,68.8,0,0,0,0,0,0
テルモ,4543,2024-07-19,2800.0,2843.5,3014.5,29.2,2.7,-6.2,1.3,-2.9,55.9,40.8,58.6,56.8,175.8,63.2,0,0,0,0,0,0
第一三共,4568,2024-07-19,5907.0,6109.0,6109.0,118.1,4.1,38.2,0.1,-3.4,59.2,40.2,59.1,62.4,112.0,62.4,0,0,0,0,0,0
大塚ホールディングス,4578,2024-07-19,7350.0,7404.0,7404.0,177.9,9.1,65.4,2.8,-2.3,68.6,40.6,75.5,69.4,182.4,66.4,0,0,0,0,0,0
オリエンタルランド,4661,2024-07-19,4509.0,4698.0,5765.0,12.8,0.8,12.8,-0.9,-2.6,48.1,40.7,48.3,52.5,213.0,66.0,0,0,0,0,0,0
ＬＩＮＥヤフー,4689,2024-07-19,393.6,415.4,503.5,5.6,-0.1,4.2,-1.3,-4.0,52.1,37.6,50.8,58.4,87.1,49.9,0,0,0,0,0,0
富士フイルムホールディングス,4901,2024-07-19,3818.0,3999.0,3999.0,65.3,-3.5,20.4,-0.5,-2.3,57.6,40.9,54.5,61.2,90.1,61.2,0,0,0,0,0,0
資生堂,4911,2024-07-19,4618.0,5272.0,7160.0,-52.3,0.2,29.6,-0.2,-3.5,48.2,36.7,46.0,44.9,80.7,54.5,0,0,0,0,0,0
ＥＮＥＯＳホールディングス,5020,2024-07-19,810.0,865.9,865.9,9.8,-1.0,0.8,-1.9,-2.4,51.6,40.4,46.4,54.2,92.1,56.4,0,0,0,0,0,0
ブリヂストン,5108,2024-07-19,6219.0,6758.0,7058.0,-105.5,2.3,-93.1,-0.5,-2.3,41.3,40.8,40.3,38.2,46.3,60.6,0,0,0,0,0,1
日本製鉄,5401,2024-07-19,3354.0,3513.0,3847.0,13.0,-2.1,-11.4,-1.8,-3.9,45.7,41.0,42.2,51.4,93.9,53.3,0,0,0,0,0,0
住友金属鉱山,5713,2024-07-19,4920.0,5342.0,5648.0,45.0,-3.2,-15.5,-3.3,-3.5,47.3,40.1,42.7,53.0,139.9,62.2,0,0,0,0,0,0
住友電気工業,5802,2024-07-19,2410.5,2721.5,2721.5,-12.9,-1.3,-24.7,-1.8,-2.8,46.7,41.5,43.2,46.7,128.8,67.6,0,0,0,0,0,0
リクルートホールディングス,6098,2024-07-19,9129.0,9550.0,9550.0,365.9,-4.0,164.8,-0.3,-3.8,64.6,40.2,62.6,69.7,174.1,59.6,0,0,0,0,0,0
日本郵政,6178,2024-07-19,1602.5,1698.0,1698.0,38.3,-1.4,6.2,-2.5,-2.3,54.2,42.0,49.2,65.4,191.6,55.4,0,1,0,0,0,0
ＳＭＣ,6273,2024-07-19,76990.0,83870.0,93220.0,401.6,-32.7,-668.1,-3.4,-3.2,44.1,41.8,40.4,52.5,125.7,64.3,0,1,0,0,0,0
小松製作所,6301,2024-07-19,4974.0,5131.0,5131.0,83.2,2.9,19.6,1.4,-2.9,58.3,40.5,60.0,59.6,101.7,62.5,0,0,0,0,0,0
クボタ,6326,2024-07-19,2270.0,2338.5,2565.0,-3.5,1.4,-18.6,0.2,-3.1,49.5,40.4,50.9,49.9,78.2,63.0,0,0,0,0,0,0
ダイキン工業,6367,2024-07-19,22710.0,23600.0,31330.0,6.9,-4.9,118.4,-0.6,-3.0,49.6,40.2,47.3,49.8,148.6,66.0,0,0,0,0,0,0
日立製作所,6501,2024-07-19,3632.0,3892.0,3892.0,129.2,-6.3,45.6,-2.0,-2.7,57.8,42.7,52.7,63.3,87.4,61.9,0,0,0,0,0,0
三菱電機,6503,2024-07-19,2789.0,2925.0,2942.5,39.5,4.5,-10.7,0.3,-2.5,56.4,41.8,58.0,59.9,206.6,64.8,0,0,0,0,0,0
ニデック,6594,2024-07-19,6835.0,7669.0,8706.0,-83.1,-3.6,-31.2,-2.0,-3.7,44.7,36.9,39.0,43.1,59.5,55.5,0,0,0,0,0,0
オムロン,6645,2024-07-19,5688.0,5879.0,9329.0,106.6,-3.2,100.7,-0.9,-3.5,53.8,37.1,53.7,59.7,151.8,67.7,0,0,0,0,0,0
富士通,6702,2024-07-19,2646.0,2705.5,2705.5,61.1,-0.5,9.5,0.6,-2.3,60.2,43.0,61.8,63.6,124.1,61.5,0,0,0,0,0,0
ルネサスエレクトロニクス,6723,2024-07-19,3116.0,3397.0,3397.0,74.9,-5.9,36.4,-1.9,-3.7,53.5,43.7,49.9,58.8,109.9,71.9,0,0,0,0,0,0
パナソニック　ホールディングス,6752,2024-07-19,1292.5,1367.0,1808.0,-2.5,-0.1,-0.8,-2.0,-3.2,44.8,40.5,43.0,48.7,125.5,56.9,0,0,0,0,0,0
ソニーグループ,6758,2024-07-19,14670.0,15485.0,15485.0,449.0,11.3,218.5,-0.0,-2.8,61.5,42.1,62.1,68.9,203.2,62.0,0,0,0,0,0,0
キーエンス,6861,2024-07-19,72710.0,77400.0,77400.0,1014.3,-35.5,148.4,-0.8,-3.1,53.2,39.8,51.7,57.8,183.6,64.4,0,0,0,0,0,0
シスメックス,6869,2024-07-19,2574.5,2701.0,3480.0,-13.7,1.4,-1.2,1.2,-3.6,50.4,37.7,52.9,47.6,113.8,55.3,0,0,0,0,0,0
デンソー,6902,2024-07-19,2510.5,2609.5,2993.5,8.0,0.3,-27.4,-1.2,-3.2,47.0,40.9,47.0,52.2,100.5,56.1,0,0,0,0,0,0
レーザーテック,6920,2024-07-19,29725.0,38050.0,45500.0,-1326.8,-85.3,-1418.9,-8.2,-5.0,33.5,41.9,25.6,34.8,44.6,64.8,0,1,1,0,0,1
ファナック,6954,2024-07-19,4388.0,4649.0,5334.0,23.0,0.2,-12.5,-2.0,-3.0,48.3,39.8,46.3,52.9,101.1,61.4,0,0,0,0,0,0
京セラ,6971,2024-07-19,1945.5,2005.0,2333.5,27.4,1.1,6.6,-0.3,-2.4,54.6,40.2,56.2,61.6,151.7,62.5,0,0,0,0,0,0
村田製作所,6981,2024-07-19,3647.0,3816.0,3816.0,143.4,0.7,79.7,0.2,-2.7,64.0,42.1,62.1,71.2,170.1,60.6,0,0,0,0,0,0
三菱重工業,7011,2024-07-19,1904.5,2087.0,2087.0,119.3,-2.9,42.7,-0.4,-3.0,62.1,39.7,59.5,68.5,200.9,60.1,0,0,0,0,0,0
日産自動車,7201,2024-07-19,540.3,577.5,712.5,1.3,-0.3,-0.8,-2.0,-3.8,46.1,39.6,43.8,50.2,69.0,60.2,0,0,0,0,0,0
トヨタ自動車,7203,2024-07-19,3133.0,3399.0,3891.0,-8.8,-2.9,-64.3,-3.0,-2.4,41.4,43.2,36.7,46.2,45.0,58.4,0,1,1,0,0,1
本田技研工業,7267,2024-07-19,1664.5,1801.5,1959.5,-2.8,-1.3,-17.9,-2.0,-2.7,44.4,42.9,41.4,47.5,77.7,61.4,0,0,0,0,0,0
スズキ,7269,2024-07-19,1833.5,1973.0,1973.0,7.9,0.4,-7.6,-1.4,-3.3,50.1,41.1,48.2,51.9,69.4,64.6,0,0,0,0,0,0
ＳＵＢＡＲＵ,7270,2024-07-19,3167.0,3614.0,3614.0,4.3,-8.3,-34.8,-5.2,-3.2,41.6,41.6,35.1,47.5,62.0,54.6,0,1,0,0,0,0
シマノ,7309,2024-07-19,25295.0,26765.0,27165.0,-139.1,18.8,-57.1,0.7,-2.9,51.6,41.4,51.6,47.4,64.2,62.3,0,0,0,0,0,0
オリンパス,7733,2024-07-19,2699.0,2729.0,2729.0,33.4,1.1,27.8,1.3,-3.0,60.1,42.2,60.6,59.1,122.0,65.8,0,0,0,0,0,0
ＨＯＹＡ,7741,2024-07-19,19930.0,21085.0,21085.0,376.4,1.9,95.5,-0.3,-2.9,54.9,42.5,54.1,60.3,187.1,66.0,0,0,0,0,0,0
キヤノン,7751,2024-07-19,4482.0,4640.0,4703.0,7.7,1.3,-27.1,0.2,-2.4,52.0,40.7,52.2,51.7,172.9,58.5,0,0,0,0,0,0
バンダイナムコホールディングス,7832,2024-07-19,3199.0,3288.0,3521.0,42.0,1.6,31.0,0.5,-2.7,58.4,41.0,60.2,60.9,211.5,59.9,0,0,0,0,0,0
任天堂,7974,2024-07-19,8574.0,9170.0,9170.0,102.8,-11.8,10.4,-2.1,-2.5,50.2,40.8,45.2,54.8,109.7,69.1,0,0,0,0,0,0
伊藤忠商事,8001,2024-07-19,8043.0,8245.0,8245.0,187.4,-3.8,57.2,0.1,-1.8,60.7,45.0,59.9,64.2,148.2,71.0,0,0,0,0,0,0
丸紅,8002,2024-07-19,3040.0,3158.0,3158.0,22.9,0.1,-1.4,-0.6,-2.7,53.5,43.2,51.1,55.0,81.3,61.3,0,0,0,0,0,0
三井物産,8031,2024-07-19,3710.0,3889.0,4182.5,-18.1,0.2,-50.0,-0.9,-2.5,47.6,45.1,44.8,47.0,69.8,70.7,0,0,0,0,0,1
東京エレクトロン,8035,2024-07-19,31170.0,38930.0,40860.0,38.9,-145.8,-782.5,-8.8,-3.5,39.4,43.2,33.9,48.0,107.3,69.4,0,1,1,0,0,0
住友商事,8053,2024-07-19,3976.0,4164.0,4433.0,14.9,-1.0,-31.6,-1.6,-2.1,49.0,44.0,45.5,52.0,82.7,66.1,0,0,0,0,0,0
三菱商事,8058,2024-07-19,3302.0,3412.0,3775.0,25.2,1.6,-48.3,-1.0,-2.3,50.6,43.0,50.5,55.1,76.4,58.1,0,0,0,0,0,0
ユニ・チャーム,8113,2024-07-19,5180.0,5354.0,5958.0,32.8,-4.3,49.4,-0.4,-2.3,52.6,41.5,49.7,53.4,192.4,66.7,0,0,0,0,0,0
イオン,8267,2024-07-19,3302.0,3558.0,3697.0,-12.4,-4.6,-15.6,-1.3,-2.1,44.2,41.9,41.0,45.2,76.4,56.5,0,0,0,0,0,0
三菱ＵＦＪフィナンシャル・グループ,8306,2024-07-19,1774.5,1849.5,1849.5,44.5,-1.0,9.8,0.3,-2.1,59.9,44.1,60.0,62.1,124.7,66.9,0,0,0,0,0,0
りそなホールディングス,8308,2024-07-19,1067.0,1104.0,1107.0,12.9,-0.5,0.4,0.5,-2.5,56.3,41.3,56.3,56.3,91.5,63.7,0,0,0,0,0,0
三井住友トラスト・ホールディングス,8309,2024-07-19,3828.0,3896.0,3896.0,65.4,0.9,22.1,0.8,-2.3,59.4,43.5,59.2,60.4,167.1,61.7,0,0,0,0,0,0
三井住友フィナンシャルグループ,8316,2024-07-19,10995.0,11350.0,11350.0,270.8,-9.6,99.8,0.5,-2.0,63.4,43.6,61.7,65.5,146.6,62.3,0,0,0,0,0,0
みずほフィナンシャルグループ,8411,2024-07-19,3411.0,3571.0,3571.0,81.5,-2.4,19.3,-0.5,-2.0,58.3,42.9,56.5,62.5,172.6,63.5,0,0,0,0,0,0
オリックス,8591,2024-07-19,3692.0,3788.0,3788.0,72.5,0.1,20.3,0.3,-2.5,61.0,43.8,60.7,65.3,193.7,62.4,0,0,0,0,0,0
野村ホールディングス,8604,2024-07-19,971.5,1021.0,1021.0,11.0,0.6,-7.0,0.2,-2.5,55.1,42.5,55.9,57.1,143.4,59.3,0,0,0,0,0,0
ＳＯＭＰＯホールディングス,8630,2024-07-19,3403.0,3595.0,3595.0,51.5,-3.3,-7.2,-1.0,-2.3,53.7,43.5,50.9,56.1,126.1,71.9,0,0,0,0,0,0
日本取引所グループ,8697,2024-07-19,3904.0,4044.0,4344.0,47.0,-0.0,-24.0,0.1,-2.8,53.7,41.7,54.7,56.1,122.6,61.6,0,0,0,0,0,0
ＭＳ＆ＡＤインシュアランスグループホールディングス,8725,2024-07-19,3726.0,4018.0,4018.0,163.4,-5.3,57.5,-0.4,-2.2,62.5,43.3,59.8,66.5,210.2,65.9,0,0,0,0,0,0
第一生命ホールディングス,8750,2024-07-19,4614.0,4806.0,4806.0,169.7,-3.1,65.8,-0.1,-2.9,61.9,43.0,60.4,66.7,138.6,65.3,0,0,0,0,0,0
東京海上ホールディングス,8766,2024-07-19,6189.0,6679.0,6679.0,229.9,-8.7,78.4,-0.4,-2.1,60.7,45.1,57.7,64.5,138.6,63.7,0,0,0,0,0,0
三井不動産,8801,2024-07-19,1539.0,1592.5,1709.5,13.5,2.1,-14.6,0.7,-2.8,54.7,42.2,57.4,57.6,159.6,66.9,0,0,0,0,0,0
三菱地所,8802,2024-07-19,2651.0,2720.0,3082.0,5.7,3.7,-38.9,0.9,-2.3,52.8,41.7,55.9,53.7,108.0,58.8,0,0,0,0,0,0
住友不動産,8830,2024-07-19,5023.0,5180.0,6062.0,20.2,7.2,-65.6,0.4,-3.0,52.0,41.2,54.7,54.1,141.0,58.8,0,0,0,0,0,0
東日本旅客鉄道,9020,2024-07-19,2700.0,2777.0,3108.3,-12.5,3.8,-23.3,0.9,-2.7,49.6,39.7,54.8,49.9,151.9,56.9,0,0,0,0,0,0
西日本旅客鉄道,9021,2024-07-19,2899.0,3185.0,3327.0,-33.5,0.8,-27.0,-0.6,-3.2,42.2,39.5,40.6,41.0,85.0,57.4,0,0,0,0,0,0
東海旅客鉄道,9022,2024-07-19,3485.0,3563.0,4027.0,15.2,1.6,-7.3,-0.4,-2.8,49.9,39.7,51.6,54.9,143.4,54.2,0,0,0,0,0,0
日本郵船,9101,2024-07-19,4566.0,5199.0,5236.0,-8.2,-7.2,-18.9,-2.7,-3.7,45.8,42.0,40.6,47.2,92.5,60.1,0,0,0,0,0,0
ＡＮＡホールディングス,9202,2024-07-19,2988.5,3060.0,3510.0,9.9,0.5,-0.5,-0.8,-2.7,48.4,40.8,48.1,54.3,134.0,57.6,0,0,0,0,0,0
日本電信電話,9432,2024-07-19,159.0,161.2,192.9,1.2,0.2,-0.2,0.6,-1.7,52.9,41.7,58.4,57.8,143.9,57.1,0,0,0,0,0,0
ＫＤＤＩ,9433,2024-07-19,4586.0,4596.0,5080.0,54.4,5.6,26.5,1.7,-1.9,63.8,41.9,73.2,66.8,142.5,60.5,0,0,0,0,0,0
ソフトバンク,9434,2024-07-19,2000.0,2105.0,2105.0,27.0,-1.2,3.9,-1.3,-1.5,53.1,41.8,49.7,60.0,123.6,66.3,0,0,0,0,0,0
セコム,9735,2024-07-19,9595.0,9802.0,11860.0,-74.8,9.3,-113.3,0.7,-2.1,45.7,39.1,51.5,45.2,88.8,58.0,0,0,0,0,0,0
ニトリホールディングス,9843,2024-07-19,17420.0,18030.0,24420.0,-240.1,43.2,-439.0,1.8,-3.2,46.9,37.9,54.6,45.6,133.5,58.2,0,0,0,0,0,0
ファーストリテイリング,9983,2024-07-19,41680.0,45340.0,48040.0,505.2,-15.4,-194.9,-1.7,-2.9,50.0,40.4,48.5,56.4,112.0,58.0,0,0,0,0,0,0
ソフトバンクグループ,9984,2024-07-19,10510.0,12180.0,12180.0,504.9,-29.7,183.9,-5.0,-3.9,55.4,38.7,47.9,68.9,271.4,58.0,0,1,0,0,0,0
Direxion デイリー 半導体株 ブル3倍 ETF,SOXL,2024-07-19,47.0,70.1,70.1,2.1,-0.5,0.2,-17.5,-10.7,43.9,41.6,36.5,53.6,132.8,71.2,0,1,0,0,0,0
BTC-JPY,BTC-JPY,2024-07-21,10579457.0,10622249.0,11253177.0,-71280.0,41680.6,-219895.8,5.4,-4.7,56.5,39.1,62.5,51.1,139.0,64.0,0,0,0,0,0,0
