Start,End,Return [%],Buy & Hold Return [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Max. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy
2019-07-15,2024-07-15,0.0640999984741211,-25.61833659411003,0.2707965566719343,0.4218027602274282,0.0925261026978232,-0.1386300110471694,598 days 00:00:00,46,52.17391304347826,22.98050327041896,-15.076690584133557,1.3426906987180631,181 days 00:00:00,72 days 00:00:00,1.4702613788970356,1.920112395803196,1.1147756801589703,"EMA_diff(tp=10,n=10,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,0.0537199821472168,-25.61833659411003,0.1833574301664643,0.2671273546266258,0.0597846616267724,-0.1798157017303014,598 days 00:00:00,46,58.69565217391305,22.98050327041896,-17.14431165079935,0.9342139005432905,181 days 00:00:00,83 days 00:00:00,1.3535303009847868,1.6844951644178665,0.8244883097884952,"EMA_diff(tp=10,n=10,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0908999633789062,-25.61833659411003,0.0,0.0,0.0,-0.2711327824412857,1337 days 00:00:00,83,37.34939759036144,22.98050327041896,-17.081226132727835,-1.4840772653619938,181 days 00:00:00,71 days 00:00:00,0.8022014498844617,-1.0057087389349435,-1.2191413145591337,"EMA_diff(tp=10,n=20,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0468600158691406,-25.61833659411003,0.0,0.0,0.0,-0.3165526751517045,1337 days 00:00:00,83,49.39759036144578,22.98050327041896,-17.541648032065794,-0.8602276977927148,181 days 00:00:00,93 days 00:00:00,0.966830189886066,-0.1754674267788149,-0.531312914918986,"EMA_diff(tp=10,n=20,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.1534799613952636,-25.61833659411003,0.0,0.0,0.0,-0.305635404718152,1337 days 00:00:00,100,36.0,18.523491943243965,-15.340766935046446,-2.062838054545657,183 days 00:00:00,69 days 00:00:00,0.6838280091446064,-1.643350928747684,-1.9356369742688184,"EMA_diff(tp=10,n=30,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.146700023651123,-25.61833659411003,0.0,0.0,0.0,-0.4623380983897918,1337 days 00:00:00,100,47.0,19.718647421454683,-18.81213517337485,-1.9283417018658435,183 days 00:00:00,89 days 00:00:00,0.7942063793650128,-1.2341573337317842,-1.460619521973525,"EMA_diff(tp=10,n=30,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,0.0578000030517578,-25.61833659411003,0.1832428767719656,0.2772073103308909,0.0718590272509226,-0.1609611151836332,598 days 00:00:00,46,45.65217391304348,28.02925256570608,-15.076690584133557,1.2339008753546432,182 days 00:00:00,108 days 00:00:00,1.4590585274148322,1.969918267075588,0.8824883729647193,"EMA_diff(tp=20,n=10,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,0.0580999870300293,-25.61833659411003,0.1506321874206274,0.2197318548175405,0.0567131456200713,-0.2050058353815997,598 days 00:00:00,46,54.34782608695652,28.02925256570608,-17.14431165079935,1.0567156477380155,182 days 00:00:00,125 days 00:00:00,1.3898604998033006,2.0189665009026823,0.7742330120677378,"EMA_diff(tp=20,n=10,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.1652599716186523,-25.61833659411003,0.0,0.0,0.0,-0.379902832996748,1337 days 00:00:00,83,31.32530120481928,28.02925256570608,-17.081226132727835,-2.389044012668262,182 days 00:00:00,102 days 00:00:00,0.6742650283376771,-1.8257568967522817,-2.053616654391706,"EMA_diff(tp=20,n=20,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.1427100105285644,-25.61833659411003,0.0,0.0,0.0,-0.4268712768062399,1337 days 00:00:00,83,40.963855421686745,25.011926614099544,-17.541648032065794,-2.16832094904742,182 days 00:00:00,133 days 00:00:00,0.7581528746392013,-1.4516092034969654,-1.5679117363141784,"EMA_diff(tp=20,n=20,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.2412399711608887,-25.61833659411003,0.0,0.0,0.0,-0.4403384201135507,1337 days 00:00:00,100,30.0,23.453167756749,-15.340766935046446,-2.935232957002021,183 days 00:00:00,96 days 00:00:00,0.5578860027127159,-2.469531387373629,-2.9157711275998883,"EMA_diff(tp=20,n=30,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.2574700164794922,-25.61833659411003,0.0,0.0,0.0,-0.5951098265567945,1337 days 00:00:00,100,38.0,25.011926614099544,-18.81213517337485,-3.1764644033247857,183 days 00:00:00,128 days 00:00:00,0.6232680533558985,-2.4666107891661992,-2.527847340922789,"EMA_diff(tp=20,n=30,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,0.0136800079345703,-25.61833659411003,0.0383059354155067,0.0546068221605707,0.0170102435760498,-0.1609633007579436,598 days 00:00:00,46,45.65217391304348,32.07729055516006,-15.076690584133557,-0.1974204650417754,182 days 00:00:00,127 days 00:00:00,1.0831733257344045,0.355023527636776,0.2256085385070237,"EMA_diff(tp=30,n=10,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,0.0139799919128417,-25.61833659411003,0.03303137641359,0.0464555394469326,0.013648512851075,-0.2050086181337396,598 days 00:00:00,46,52.17391304347826,32.07729055516006,-17.14431165079935,-0.3721005141036015,182 days 00:00:00,143 days 00:00:00,1.0768310051473011,0.396336481651642,0.1984443092690593,"EMA_diff(tp=30,n=10,sl=12,duration=180,size=100)"
