Start,End,Return [%],Buy & Hold Return [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Max. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy
2019-08-19,2024-08-16,-0.0373200645446777,66.19457962225103,0.0,0.0,0.0,-0.1564736699157243,816 days 00:00:00,53,41.50943396226416,16.579929572746053,-17.189158922074366,-0.7407378999819247,98 days 00:00:00,24 days 00:00:00,0.951056753409634,-0.2440010989023731,-0.3823264903773063,"EMA_diff(tp=10,n=10,sl=7,duration=180,size=100)"
2019-08-19,2024-08-16,0.0499599227905273,66.19457962225103,0.1058272919313812,0.1501514902667875,0.0540511076340919,-0.1851187131406417,609 days 00:00:00,53,58.490566037735846,26.53437923283746,-21.655437868072543,0.6011717000327099,182 days 00:00:00,43 days 00:00:00,1.275681439795478,1.445536896989612,0.4129057408665658,"EMA_diff(tp=10,n=10,sl=12,duration=180,size=100)"
2019-08-19,2024-08-16,0.0086399040222167,66.19457962225103,0.0180466961300366,0.0246857317924197,0.0078606710922835,-0.2201679966541525,816 days 00:00:00,93,45.16129032258064,23.419477365352147,-17.189158922074366,-0.1301791122814699,99 days 00:00:00,28 days 00:00:00,1.0818219116532817,0.3814673314801022,0.0649466515723155,"EMA_diff(tp=10,n=20,sl=7,duration=180,size=100)"
2019-08-19,2024-08-16,0.0897598991394043,66.19457962225103,0.1233601532114724,0.1755908512834652,0.0623708685852763,-0.288180541051164,822 days 00:00:00,93,60.215053763440864,26.53437923283746,-20.767666610587188,0.4578144367331171,140 days 00:00:00,42 days 00:00:00,1.237788157681702,1.2267449151543013,0.5627585581296365,"EMA_diff(tp=10,n=20,sl=12,duration=180,size=100)"
2019-08-19,2024-08-16,-0.1201201248168945,66.19457962225103,0.0,0.0,0.0,-0.3181987982598722,816 days 00:00:00,115,41.73913043478261,20.148250513189023,-19.72701878328159,-0.858269128838951,94 days 00:00:00,28 days 00:00:00,0.9294044903202632,-0.352368308543262,-0.8188136704651383,"EMA_diff(tp=10,n=30,sl=7,duration=180,size=100)"
2019-08-19,2024-08-16,-0.1227401351928711,66.19457962225103,0.0,0.0,0.0,-0.4163424140959049,860 days 00:00:00,115,51.30434782608696,22.98721678610516,-20.767666610587188,-1.1376560972091498,128 days 00:00:00,44 days 00:00:00,0.9376518802350208,-0.3679221893847345,-0.6961260491816965,"EMA_diff(tp=10,n=30,sl=12,duration=180,size=100)"
2019-08-19,2024-08-16,-0.0181600532531738,66.19457962225103,0.0,0.0,0.0,-0.2415900668684689,822 days 00:00:00,53,33.9622641509434,29.66543331877174,-17.189158922074366,0.4899288571484472,120 days 00:00:00,36 days 00:00:00,1.2582243897315222,1.4018583919639898,-0.1504483138981852,"EMA_diff(tp=20,n=10,sl=7,duration=180,size=100)"
2019-08-19,2024-08-16,0.144799934387207,66.19457962225103,0.2302040242587932,0.3240533700078922,0.0876946071494832,-0.3305704889031258,633 days 00:00:00,53,54.71698113207547,41.0706026174245,-21.655437868072543,3.1995460283888333,182 days 00:00:00,58 days 00:00:00,1.784672473176818,4.765861723118672,0.8909030678099908,"EMA_diff(tp=20,n=10,sl=12,duration=180,size=100)"
2019-08-19,2024-08-16,-0.0009600524902343,66.19457962225103,0.0,0.0,0.0,-0.3841616822434113,822 days 00:00:00,93,36.55913978494624,29.41855088858065,-17.189158922074366,0.4789841079798851,176 days 00:00:00,46 days 00:00:00,1.260642641097128,1.350882465593435,-0.0060241095587007,"EMA_diff(tp=20,n=20,sl=7,duration=180,size=100)"
2019-08-19,2024-08-16,0.091839916229248,66.19457962225103,0.0836953879432542,0.116044615028195,0.0399208482143059,-0.4606724047641397,637 days 00:00:00,93,49.46236559139785,41.0706026174245,-20.767666610587188,1.436636585363904,183 days 00:00:00,64 days 00:00:00,1.4490032772240231,2.7835717031517806,0.4479241684202208,"EMA_diff(tp=20,n=20,sl=12,duration=180,size=100)"
2019-08-19,2024-08-16,-0.2141600799560546,66.19457962225103,0.0,0.0,0.0,-0.5764212297943994,822 days 00:00:00,115,33.04347826086956,29.59701756425648,-19.72701878328159,-0.6876891645983707,168 days 00:00:00,45 days 00:00:00,1.0256432206450083,0.1452251435455502,-1.2351820905320872,"EMA_diff(tp=20,n=30,sl=7,duration=180,size=100)"
2019-08-19,2024-08-16,-0.1392001342773437,66.19457962225103,0.0,0.0,0.0,-0.6801721786128256,693 days 00:00:00,115,45.21739130434783,39.49162786302129,-20.92821552406594,-0.42578561193648,183 days 00:00:00,66 days 00:00:00,1.1264749542719883,0.8701656487199761,-0.6201413051495284,"EMA_diff(tp=20,n=30,sl=12,duration=180,size=100)"
2019-08-19,2024-08-16,0.0589599571228027,66.19457962225103,0.1307437756330773,0.1828757623684127,0.0557039393175004,-0.2119770239249696,633 days 00:00:00,53,35.84905660377358,35.45877813413259,-17.189158922074366,0.9606993780382213,120 days 00:00:00,47 days 00:00:00,1.3937022633573666,2.2303511767704736,0.3989847898522269,"EMA_diff(tp=30,n=10,sl=7,duration=180,size=100)"
2019-08-19,2024-08-16,0.3524799728393554,66.19457962225103,0.5058765102734927,0.733570137802059,0.2136892194312082,-0.3299594092816882,633 days 00:00:00,53,52.83018867924528,47.20811954877431,-21.655437868072543,6.426453054531844,182 days 00:00:00,77 days 00:00:00,2.515012258233224,8.579188223257187,1.8171055742302369,"EMA_diff(tp=30,n=10,sl=12,duration=180,size=100)"
