Start,End,Return [%],Buy & Hold Return [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Max. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy
2019-07-15,2024-07-15,-1.9073486328125e-08,-55.3113519737275,0.0,0.0,0.0,-0.0433754254914431,817 days 00:00:00,45,46.66666666666666,20.041647917524696,-12.084927159947634,0.2865794248559705,135 days 00:00:00,23 days 00:00:00,1.1802300376460513,0.7641351267558247,-4.493601414724353e-07,"EMA_diff(tp=10,n=10,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0073800163269042,-55.3113519737275,0.0,0.0,0.0,-0.0541185485649409,723 days 00:00:00,45,55.55555555555556,26.252019143432538,-20.16635732284272,0.4523148106902352,169 days 00:00:00,37 days 00:00:00,1.2449810152273326,1.206747115225591,-0.1337720070161272,"EMA_diff(tp=10,n=10,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0310600357055664,-55.3113519737275,0.0,0.0,0.0,-0.114768178045832,973 days 00:00:00,75,40.0,27.395447999880894,-12.084927159947634,-0.3549833260077295,136 days 00:00:00,24 days 00:00:00,1.0346273543275424,0.1645404239395098,-0.5489283638400807,"EMA_diff(tp=10,n=20,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0029200439453125,-55.3113519737275,0.0,0.0,0.0,-0.1385457900588305,914 days 00:00:00,75,54.66666666666666,27.395447999880894,-16.859715558093658,0.604953709499223,153 days 00:00:00,44 days 00:00:00,1.2732451899907868,1.4369293103660432,-0.0400684675644161,"EMA_diff(tp=10,n=20,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,0.0237599468231201,-55.3113519737275,0.0786693962733003,0.1174517608946753,0.0415396483743522,-0.1144764612198812,973 days 00:00:00,113,42.47787610619469,27.395447999880894,-12.084927159947634,-0.0442723888093299,118 days 00:00:00,25 days 00:00:00,1.1068827989785506,0.5078428522965437,0.3061416046630668,"EMA_diff(tp=10,n=30,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,0.0280599308013916,-55.3113519737275,0.0547182015591194,0.0851174863587642,0.032826430315289,-0.1710759727546196,839 days 00:00:00,113,53.98230088495575,27.395447999880894,-19.088174552604407,-0.1886498189393015,138 days 00:00:00,45 days 00:00:00,1.1117199156896826,0.6191115909417678,0.3007695035423893,"EMA_diff(tp=10,n=30,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0171400279998779,-55.3113519737275,0.0,0.0,0.0,-0.1140770953987013,839 days 00:00:00,45,28.88888888888889,39.30245447284695,-13.333329079588708,-0.093410672920724,150 days 00:00:00,38 days 00:00:00,1.1539350913838102,0.8926083497470009,-0.2875310194138213,"EMA_diff(tp=20,n=10,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0109200057983398,-55.3113519737275,0.0,0.0,0.0,-0.1654768080416202,839 days 00:00:00,45,44.44444444444444,40.95315510203044,-20.16635732284272,0.4277057841795662,183 days 00:00:00,61 days 00:00:00,1.2779901731637686,2.071397559531129,-0.1336971640625728,"EMA_diff(tp=20,n=10,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0637000217437744,-55.3113519737275,0.0,0.0,0.0,-0.1631953029895716,1635 days 00:00:00,75,28.000000000000004,39.37499565382818,-16.859715558093658,-0.7713160597446644,182 days 00:00:00,34 days 00:00:00,1.0276753487641552,0.1679664017416026,-0.8668883654094154,"EMA_diff(tp=20,n=20,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,0.0026999931335449,-55.3113519737275,0.0052321992743368,0.0086381945987019,0.00268011634055,-0.2016411364143544,914 days 00:00:00,75,44.0,39.37499565382818,-17.93566342098103,0.8384624988844624,183 days 00:00:00,60 days 00:00:00,1.336880507656031,2.2948996976045577,0.0467178558623857,"EMA_diff(tp=20,n=20,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0638400497436523,-55.3113519737275,0.0,0.0,0.0,-0.2552308557614013,1131 days 00:00:00,113,30.973451327433622,39.37499565382818,-19.088174552604407,-0.8069132517746658,182 days 00:00:00,44 days 00:00:00,1.006661175963941,0.0385346759026321,-0.6830576713351512,"EMA_diff(tp=20,n=30,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0229600353240966,-55.3113519737275,0.0,0.0,0.0,-0.3123015048136945,914 days 00:00:00,113,39.823008849557525,39.37499565382818,-20.171092872166582,-0.5185342885364319,183 days 00:00:00,70 days 00:00:00,1.1067968420131868,0.7296609654904115,-0.1896348367982214,"EMA_diff(tp=20,n=30,sl=12,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0062600231170654,-55.3113519737275,0.0,0.0,0.0,-0.1140656039201437,839 days 00:00:00,45,24.444444444444443,41.09317514000672,-13.333329079588708,0.2904860381615304,150 days 00:00:00,44 days 00:00:00,1.2692379991019016,1.6939006442391422,-0.0928866091371529,"EMA_diff(tp=30,n=10,sl=7,duration=180,size=100)"
2019-07-15,2024-07-15,-0.0046000022888183,-55.3113519737275,0.0,0.0,0.0,-0.1654931796755798,839 days 00:00:00,45,40.0,46.8554403742548,-20.16635732284272,0.8702429709680048,183 days 00:00:00,77 days 00:00:00,1.3689303019805468,2.975507309899703,-0.0544905159189155,"EMA_diff(tp=30,n=10,sl=12,duration=180,size=100)"
